id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S8,6,,4
2,C9,V2,S8,2,,1
3,C2,V3,S10,6,,1
4,C3,V4,S5,3,,3
5,C7,V5,S10,1,,4
6,C4,V6,S9,3,,1
7,C7,V7,S3,6,,2
8,C1,V8,S4,5,,5
9,C9,V9,S1,6,,5
10,C3,V10,S4,4,,1
11,C2,V11,S1,3,,1
12,C10,V12,S1,3,,2
13,C7,V13,S5,6,,5
14,C8,V14,S3,4,,3
15,C10,V15,S10,1,,3
16,C1,V16,S3,1,,1
17,C10,V17,S8,6,,5
18,C6,V18,S1,5,,3
19,C4,V19,S9,5,,1
20,C8,V20,S6,2,,5
21,C1,V21,S9,3,,3
22,C5,V22,S2,4,,5
23,C1,V23,S2,6,,1
24,C3,V24,S8,2,,3
25,C5,V25,S9,1,,4
26,C1,V26,S5,5,,3
27,C4,V27,S6,2,,4
28,C5,V28,S9,6,,4
29,C9,V29,S5,3,,1
30,C9,V30,S2,6,,4
31,C1,V31,S7,3,,4
32,C8,V32,S5,4,,2
33,C5,V33,S2,5,,1
34,C10,V34,S8,2,,2
35,C6,V35,S1,5,,1
36,C4,V36,S9,5,K19,5
37,C10,V37,S6,2,K4,1
38,C9,V38,S7,3,K17,2
39,C7,V39,S4,5,K9,4
