id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S6,4,,3
2,C3,V2,S2,6,,1
3,C1,V3,S7,3,,1
4,C5,V4,S4,3,,4
5,C10,V5,S1,3,,1
6,C7,V6,S4,6,,3
7,C8,V7,S3,1,,4
8,C9,V8,S2,2,,5
9,C2,V9,S8,1,,2
10,C4,V10,S8,1,,5
11,C4,V11,S2,4,,2
12,C6,V12,S9,4,,5
13,C4,V13,S8,6,,1
14,C10,V14,S4,2,,2
15,C7,V15,S9,3,,3
16,C8,V16,S3,2,,5
17,C1,V17,S7,5,,3
18,C5,V18,S6,2,,5
19,C9,V19,S4,3,,5
20,C10,V20,S2,6,,5
21,C4,V21,S3,4,,1
22,C8,V22,S6,3,,5
23,C4,V23,S4,1,,2
24,C6,V24,S8,1,,5
25,C3,V25,S10,3,,3
26,C5,V26,S7,2,,3
27,C6,V27,S10,2,,1
28,C10,V28,S5,4,,5
29,C8,V29,S9,2,,1
30,C9,V30,S9,1,,4
31,C1,V31,S4,6,,5
32,C8,V32,S6,6,,5
33,C4,V33,S2,6,,4
34,C2,V34,S9,2,,1
35,C4,V35,S5,6,,3
36,C8,V36,S9,2,,5
37,C6,V37,S7,3,,4
38,C6,V38,S10,3,,1
39,C4,V39,S1,5,,3
40,C8,V40,S7,6,,2
41,C6,V41,S8,5,K17,1
42,C4,V42,S2,4,K10,5
43,C9,V43,S2,6,K11,4
