id,cluster,client,skill,demand,consultant,priority
1,C19,V1,S46,1,,2
2,C30,V2,S30,6,,1
3,C39,V3,S15,2,,5
4,C28,V4,S46,2,,2
5,C7,V5,S11,2,,1
6,C50,V6,S14,4,,5
7,C19,V7,S2,6,,1
8,C29,V8,S11,6,,4
9,C7,V9,S13,5,,2
10,C1,V10,S47,2,,1
11,C8,V11,S42,1,,2
12,C28,V12,S20,3,,5
13,C15,V13,S10,3,,1
14,C23,V14,S21,3,,5
15,C50,V15,S10,5,,2
16,C37,V16,S46,2,,4
17,C33,V17,S22,6,,2
18,C3,V18,S48,3,,1
19,C9,V19,S22,6,,4
20,C45,V20,S47,1,,2
21,C44,V21,S24,1,,3
22,C26,V22,S50,4,,2
23,C48,V23,S43,2,,1
24,C14,V24,S34,4,,1
25,C36,V25,S32,1,,1
26,C48,V26,S49,1,,3
27,C34,V27,S39,2,,4
28,C35,V28,S19,6,,2
29,C50,V29,S48,2,,1
30,C3,V30,S29,5,,3
31,C30,V31,S24,3,,3
32,C22,V32,S36,2,,2
33,C24,V33,S6,1,,1
34,C48,V34,S2,6,,1
35,C24,V35,S4,3,,4
36,C9,V36,S24,5,,5
37,C47,V37,S2,6,,5
38,C41,V38,S10,3,,5
39,C25,V39,S25,4,,5
40,C35,V40,S22,2,,4
41,C45,V41,S14,3,,1
42,C9,V42,S28,6,,1
43,C8,V43,S1,4,,3
44,C50,V44,S10,5,,1
45,C43,V45,S8,3,,5
46,C19,V46,S14,4,,2
47,C35,V47,S11,5,,5
48,C2,V48,S1,6,,4
49,C6,V49,S24,5,,4
50,C49,V50,S21,1,,4
51,C50,V51,S38,5,,1
52,C32,V52,S47,2,,3
53,C43,V53,S46,2,,3
54,C37,V54,S22,5,,2
55,C32,V55,S25,6,,1
56,C31,V56,S19,1,,5
57,C26,V57,S12,5,,1
58,C36,V58,S16,1,,2
59,C36,V59,S50,2,,2
60,C1,V60,S3,6,,1
61,C17,V61,S20,5,,2
62,C41,V62,S21,2,,5
63,C27,V63,S2,6,,3
64,C48,V64,S43,1,,3
65,C25,V65,S40,1,,2
66,C36,V66,S26,4,,2
67,C48,V67,S36,4,,1
68,C12,V68,S40,6,,2
69,C36,V69,S44,1,,5
70,C31,V70,S20,3,,5
71,C31,V71,S27,5,,4
72,C21,V72,S20,2,,4
73,C3,V73,S18,1,,1
74,C30,V74,S18,1,,1
75,C12,V75,S20,2,,2
76,C30,V76,S13,6,,3
77,C17,V77,S36,6,,5
78,C45,V78,S44,5,,4
79,C38,V79,S48,2,,2
80,C16,V80,S45,1,,3
81,C43,V81,S49,3,,2
82,C29,V82,S12,2,,2
83,C8,V83,S8,5,,4
84,C41,V84,S24,3,,1
85,C45,V85,S39,2,,5
86,C42,V86,S16,2,,5
87,C29,V87,S32,3,,1
88,C19,V88,S42,5,,4
89,C36,V89,S50,6,,3
90,C34,V90,S29,1,,1
91,C7,V91,S30,2,,4
92,C15,V92,S29,4,,3
93,C39,V93,S21,5,,1
94,C6,V94,S17,3,,1
95,C4,V95,S40,6,,3
96,C28,V96,S26,6,,3
97,C50,V97,S14,6,,1
98,C39,V98,S14,5,,5
99,C35,V99,S22,3,,1
100,C49,V100,S42,2,,1
101,C41,V101,S37,3,,2
102,C43,V102,S8,5,,4
103,C17,V103,S29,1,,5
104,C49,V104,S20,3,,5
105,C28,V105,S11,4,,1
106,C49,V106,S12,4,,4
107,C41,V107,S24,4,,4
108,C46,V108,S42,3,,5
109,C46,V109,S45,3,,4
110,C17,V110,S32,5,,4
111,C9,V111,S6,3,,3
112,C7,V112,S17,3,,1
113,C28,V113,S34,6,,4
114,C24,V114,S49,2,,1
115,C21,V115,S28,3,,5
116,C3,V116,S41,6,,2
117,C17,V117,S44,6,,1
118,C21,V118,S28,5,,3
119,C28,V119,S3,1,,1
120,C38,V120,S29,3,,1
121,C10,V121,S50,2,,2
122,C35,V122,S6,4,,1
123,C33,V123,S26,4,,5
124,C18,V124,S43,2,,3
125,C23,V125,S33,4,,1
126,C45,V126,S49,1,,1
127,C27,V127,S1,6,,2
128,C32,V128,S44,3,,1
129,C46,V129,S21,6,,4
130,C4,V130,S18,5,,4
131,C5,V131,S16,4,,5
132,C16,V132,S39,6,,5
133,C41,V133,S48,5,,3
134,C22,V134,S11,1,,1
135,C29,V135,S49,6,,3
136,C50,V136,S11,2,,2
137,C24,V137,S44,6,,2
138,C44,V138,S29,1,,5
139,C25,V139,S22,2,,2
140,C22,V140,S45,1,,1
141,C50,V141,S27,5,,5
142,C34,V142,S47,1,,4
143,C30,V143,S47,4,,5
144,C33,V144,S20,3,,2
145,C43,V145,S25,4,,2
146,C22,V146,S21,1,,1
147,C11,V147,S6,3,,4
148,C33,V148,S27,3,,4
149,C39,V149,S9,6,,4
150,C19,V150,S17,6,,4
151,C24,V151,S29,2,,3
152,C45,V152,S19,1,,3
153,C35,V153,S36,3,,1
154,C21,V154,S4,6,,3
155,C6,V155,S26,1,,1
156,C40,V156,S19,1,,3
157,C38,V157,S40,5,,4
158,C22,V158,S8,3,,4
159,C32,V159,S18,3,,2
160,C50,V160,S14,3,,3
161,C40,V161,S16,3,,3
162,C45,V162,S35,1,,2
163,C14,V163,S48,1,,2
164,C45,V164,S3,1,,4
165,C32,V165,S27,6,,2
166,C20,V166,S49,2,,1
167,C17,V167,S48,6,,3
168,C44,V168,S25,4,,2
169,C36,V169,S20,5,,3
170,C45,V170,S15,5,,3
171,C3,V171,S12,5,,5
172,C15,V172,S22,6,,5
