id,cluster,client,skill,demand,consultant,priority
1,C24,V1,S25,6,,2
2,C7,V2,S24,4,,1
3,C26,V3,S19,5,,4
4,C5,V4,S4,4,,3
5,C29,V5,S21,2,,4
6,C21,V6,S12,6,,1
7,C23,V7,S4,1,,5
8,C8,V8,S17,5,,3
9,C29,V9,S22,6,,2
10,C17,V10,S19,4,,4
11,C20,V11,S2,2,,5
12,C25,V12,S6,5,,3
13,C10,V13,S23,5,,2
14,C18,V14,S17,1,,4
15,C16,V15,S7,4,,3
16,C19,V16,S8,1,,2
17,C20,V17,S7,2,,3
18,C2,V18,S30,5,,1
19,C12,V19,S14,4,,1
20,C10,V20,S6,1,,4
21,C24,V21,S13,5,,2
22,C14,V22,S18,1,,2
23,C9,V23,S17,3,,5
24,C14,V24,S2,4,,5
25,C24,V25,S24,4,,2
26,C1,V26,S3,3,,2
27,C8,V27,S11,4,,1
28,C4,V28,S27,6,,2
29,C29,V29,S13,5,,3
30,C11,V30,S11,4,,2
31,C30,V31,S12,2,,1
32,C13,V32,S20,3,,4
33,C17,V33,S28,5,,5
34,C18,V34,S20,1,,2
35,C10,V35,S20,6,,5
36,C25,V36,S29,2,,5
37,C6,V37,S17,3,,2
38,C29,V38,S24,4,,5
39,C13,V39,S27,6,,5
40,C10,V40,S23,2,,5
41,C10,V41,S19,6,,5
42,C20,V42,S18,4,,1
43,C10,V43,S9,1,,2
44,C6,V44,S12,6,,4
45,C11,V45,S24,3,,5
46,C5,V46,S9,1,,1
47,C12,V47,S23,3,,5
48,C19,V48,S8,4,,1
49,C20,V49,S15,1,,4
50,C7,V50,S15,3,,5
51,C23,V51,S4,4,,2
52,C7,V52,S21,6,,2
53,C18,V53,S4,2,,5
54,C5,V54,S15,2,,4
55,C3,V55,S30,1,,2
56,C24,V56,S25,3,,5
57,C5,V57,S1,1,,1
58,C23,V58,S6,3,,1
59,C9,V59,S23,4,,4
60,C20,V60,S15,3,,5
61,C3,V61,S18,2,,5
62,C19,V62,S6,1,,4
63,C26,V63,S14,6,,2
64,C27,V64,S27,5,,5
65,C26,V65,S17,1,,5
66,C4,V66,S11,4,,5
67,C28,V67,S28,2,,5
68,C14,V68,S24,5,,5
69,C25,V69,S20,6,,1
70,C17,V70,S16,5,,1
71,C26,V71,S22,5,,2
72,C21,V72,S10,6,,2
73,C28,V73,S24,6,,1
74,C10,V74,S28,3,,2
75,C17,V75,S10,5,,1
76,C7,V76,S3,1,,2
77,C8,V77,S18,1,,1
78,C24,V78,S2,6,,1
79,C16,V79,S14,4,,5
80,C24,V80,S7,2,,4
81,C11,V81,S19,5,,5
82,C22,V82,S24,1,,4
83,C28,V83,S8,4,,4
84,C20,V84,S22,5,,2
85,C18,V85,S3,2,,3
86,C15,V86,S1,5,,5
87,C25,V87,S10,1,,1
88,C1,V88,S2,3,,4
89,C26,V89,S4,3,,4
90,C28,V90,S20,5,,5
91,C19,V91,S2,2,,2
92,C30,V92,S16,2,,4
93,C15,V93,S4,1,,4
94,C5,V94,S3,4,,1
95,C10,V95,S6,2,,1
96,C30,V96,S22,4,,1
97,C7,V97,S9,4,,3
98,C30,V98,S8,6,,5
99,C6,V99,S21,6,,1
100,C17,V100,S25,6,,5
101,C21,V101,S19,6,,4
102,C17,V102,S5,2,,5
103,C2,V103,S9,4,,2
104,C23,V104,S4,2,,2
105,C18,V105,S28,5,,3
106,C27,V106,S10,4,,4
107,C28,V107,S23,4,,2
108,C24,V108,S6,3,,4
109,C19,V109,S6,3,,1
110,C22,V110,S19,4,,1
111,C30,V111,S10,4,,1
112,C8,V112,S1,6,,3
113,C4,V113,S30,6,,2
114,C22,V114,S27,6,,5
115,C1,V115,S5,1,,2
116,C1,V116,S19,1,,5
117,C3,V117,S27,1,,2
118,C23,V118,S17,3,,3
119,C8,V119,S28,5,,4
120,C13,V120,S9,3,,5
121,C13,V121,S14,5,,1
122,C8,V122,S25,4,,3
123,C19,V123,S18,6,,1
124,C29,V124,S25,4,,4
125,C11,V125,S17,4,,5
126,C25,V126,S29,2,K3,2
127,C19,V127,S7,4,K29,2
128,C14,V128,S29,4,K45,4
129,C1,V129,S13,6,K2,2
130,C23,V130,S5,3,K28,4
131,C1,V131,S19,6,K15,2
132,C22,V132,S11,3,K42,3
133,C13,V133,S30,5,K57,4
134,C19,V134,S24,2,K56,3
135,C5,V135,S29,1,K11,3
136,C29,V136,S13,5,K12,1
137,C1,V137,S2,4,K58,3
138,C29,V138,S9,5,K31,5
