id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S5,6,,4
2,C10,V2,S2,4,,2
3,C8,V3,S10,5,,3
4,C8,V4,S3,3,,4
5,C9,V5,S10,5,,2
6,C10,V6,S7,6,,3
7,C3,V7,S4,6,,2
8,C5,V8,S2,4,,1
9,C5,V9,S8,5,,4
10,C5,V10,S3,4,,1
11,C5,V11,S4,1,,1
12,C3,V12,S3,3,,1
13,C1,V13,S2,2,,2
14,C2,V14,S5,6,,4
15,C5,V15,S5,1,,2
16,C9,V16,S1,1,,5
17,C9,V17,S2,1,,5
18,C7,V18,S5,1,,3
19,C6,V19,S2,5,,3
20,C10,V20,S1,2,,5
21,C4,V21,S1,3,,3
22,C10,V22,S9,5,,4
23,C6,V23,S4,4,,5
24,C9,V24,S5,3,,1
25,C4,V25,S2,2,,4
26,C9,V26,S3,1,,5
27,C9,V27,S4,4,,2
28,C8,V28,S3,4,,3
29,C10,V29,S3,4,,3
30,C6,V30,S5,5,,3
31,C7,V31,S3,6,,3
32,C10,V32,S7,4,,2
33,C6,V33,S5,2,,5
34,C3,V34,S2,5,,1
35,C9,V35,S9,4,,1
36,C7,V36,S4,5,,2
37,C6,V37,S3,3,,2
38,C7,V38,S2,6,K1,5
39,C5,V39,S6,2,K3,2
40,C6,V40,S1,6,K6,4
41,C4,V41,S10,1,K6,4
