id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S2,5,,5
2,C6,V2,S4,6,,3
3,C8,V3,S4,5,,2
4,C6,V4,S6,4,,5
5,C10,V5,S9,1,,2
6,C3,V6,S10,3,,1
7,C2,V7,S3,5,,3
8,C3,V8,S9,1,,2
9,C5,V9,S8,1,,4
10,C8,V10,S8,3,,3
11,C4,V11,S1,4,,4
12,C7,V12,S7,2,,1
13,C7,V13,S5,3,,5
14,C4,V14,S8,6,,3
15,C4,V15,S10,3,,1
16,C3,V16,S5,4,,3
17,C3,V17,S4,6,,2
18,C8,V18,S3,1,,4
19,C8,V19,S1,5,,2
20,C4,V20,S6,5,,5
21,C3,V21,S3,6,,5
22,C4,V22,S10,6,,3
23,C6,V23,S7,6,,1
24,C7,V24,S4,5,,3
25,C3,V25,S5,6,,3
26,C6,V26,S9,6,,1
27,C10,V27,S3,5,,4
28,C1,V28,S2,3,,3
29,C3,V29,S2,3,,5
30,C7,V30,S5,4,,1
31,C1,V31,S4,4,,3
32,C8,V32,S2,4,,1
33,C2,V33,S8,4,,1
34,C6,V34,S6,6,K3,4
35,C3,V35,S7,4,K8,1
36,C10,V36,S8,5,K19,5
