id,cluster,client,skill,demand,consultant,priority
1,C29,V1,S16,2,,4
2,C10,V2,S14,2,,4
3,C21,V3,S24,5,,4
4,C24,V4,S24,4,,1
5,C18,V5,S25,4,,3
6,C24,V6,S11,6,,4
7,C17,V7,S13,4,,3
8,C1,V8,S28,5,,1
9,C26,V9,S22,6,,1
10,C4,V10,S12,5,,4
11,C14,V11,S1,6,,1
12,C7,V12,S15,2,,5
13,C19,V13,S10,2,,2
14,C12,V14,S14,3,,5
15,C25,V15,S9,4,,4
16,C23,V16,S5,2,,5
17,C19,V17,S25,3,,4
18,C18,V18,S27,4,,5
19,C30,V19,S19,1,,3
20,C18,V20,S30,1,,1
21,C30,V21,S16,3,,5
22,C11,V22,S9,3,,3
23,C17,V23,S18,4,,5
24,C28,V24,S21,6,,5
25,C19,V25,S2,2,,4
26,C8,V26,S8,6,,5
27,C19,V27,S9,4,,1
28,C25,V28,S15,2,,1
29,C14,V29,S12,5,,3
30,C16,V30,S8,2,,3
31,C30,V31,S8,4,,2
32,C27,V32,S28,6,,1
33,C23,V33,S6,4,,1
34,C1,V34,S13,4,,1
35,C28,V35,S5,1,,4
36,C30,V36,S30,3,,1
37,C20,V37,S28,1,,2
38,C2,V38,S15,3,,3
39,C18,V39,S6,4,,1
40,C20,V40,S14,5,,3
41,C1,V41,S6,1,,4
42,C25,V42,S2,1,,1
43,C10,V43,S10,4,,5
44,C10,V44,S29,6,,3
45,C7,V45,S29,6,,1
46,C24,V46,S4,6,,5
47,C14,V47,S3,2,,1
48,C29,V48,S17,4,,5
49,C17,V49,S7,3,,4
50,C3,V50,S6,2,,4
51,C17,V51,S29,3,,4
52,C16,V52,S7,1,,4
53,C8,V53,S5,6,,2
54,C30,V54,S24,4,,4
55,C15,V55,S21,1,,4
56,C1,V56,S2,2,,2
57,C9,V57,S28,4,,4
58,C13,V58,S25,5,,1
59,C24,V59,S9,4,,5
60,C7,V60,S2,4,,3
61,C13,V61,S8,1,,4
62,C14,V62,S21,5,,1
63,C23,V63,S22,5,,2
64,C28,V64,S28,2,,3
65,C26,V65,S12,6,,3
66,C3,V66,S23,3,,2
67,C21,V67,S5,1,,5
68,C27,V68,S10,4,,2
69,C19,V69,S1,5,,4
70,C27,V70,S7,6,,2
71,C24,V71,S24,1,,2
72,C5,V72,S12,1,,1
73,C20,V73,S8,6,,4
74,C26,V74,S7,1,,2
75,C5,V75,S23,3,,1
76,C13,V76,S24,2,,5
77,C7,V77,S11,4,,4
78,C12,V78,S9,3,,3
79,C23,V79,S10,2,,3
80,C18,V80,S14,2,,1
81,C8,V81,S12,1,,2
82,C2,V82,S20,3,,2
83,C17,V83,S27,5,,3
84,C25,V84,S3,4,,1
85,C30,V85,S29,2,,4
86,C6,V86,S24,5,,5
87,C21,V87,S2,5,,1
88,C12,V88,S17,1,,5
89,C1,V89,S17,6,,2
90,C17,V90,S1,1,,5
91,C1,V91,S12,1,,5
92,C24,V92,S9,2,,5
93,C18,V93,S1,5,,4
94,C27,V94,S3,4,,1
95,C2,V95,S1,1,,2
96,C11,V96,S16,2,,2
97,C18,V97,S18,6,,5
98,C21,V98,S14,4,,3
99,C14,V99,S18,4,,1
100,C2,V100,S30,5,,5
101,C23,V101,S26,1,,2
102,C19,V102,S26,2,,3
103,C1,V103,S17,4,,1
104,C10,V104,S24,6,,2
105,C19,V105,S27,3,,1
106,C4,V106,S28,1,,2
107,C27,V107,S23,4,,5
108,C17,V108,S30,1,,4
109,C13,V109,S1,3,,2
110,C29,V110,S7,2,,2
111,C30,V111,S24,6,,1
112,C30,V112,S18,5,,3
113,C25,V113,S13,2,,1
114,C11,V114,S2,6,,3
115,C2,V115,S5,2,,1
116,C11,V116,S13,6,,2
117,C3,V117,S8,1,,2
118,C29,V118,S11,1,,4
119,C22,V119,S8,2,,1
120,C3,V120,S22,5,,3
121,C10,V121,S10,6,,3
122,C5,V122,S25,6,,2
123,C26,V123,S16,3,,1
124,C17,V124,S5,4,,4
125,C27,V125,S9,5,,3
126,C30,V126,S29,3,,4
127,C26,V127,S10,6,,1
128,C24,V128,S7,5,,2
129,C16,V129,S7,6,,5
130,C11,V130,S28,1,,5
131,C25,V131,S24,1,K11,4
132,C6,V132,S20,4,K34,3
133,C22,V133,S16,1,K49,2
134,C14,V134,S3,1,K21,3
135,C1,V135,S15,5,K36,3
136,C6,V136,S24,6,K52,2
137,C11,V137,S25,5,K27,2
138,C25,V138,S26,2,K31,3
139,C19,V139,S11,3,K38,3
140,C22,V140,S27,2,K42,1
141,C28,V141,S25,4,K9,4
142,C3,V142,S3,3,K25,4
143,C28,V143,S15,6,K11,4
144,C20,V144,S13,3,K11,4
145,C29,V145,S22,4,K60,2
