id,cluster,client,skill,demand,consultant,priority
1,C9,V1,S12,1,,1
2,C23,V2,S30,3,,2
3,C24,V3,S16,5,,1
4,C15,V4,S1,6,,3
5,C13,V5,S12,4,,1
6,C5,V6,S28,5,,3
7,C8,V7,S14,6,,4
8,C4,V8,S20,4,,3
9,C30,V9,S12,6,,2
10,C22,V10,S29,3,,3
11,C30,V11,S2,5,,5
12,C2,V12,S16,2,,3
13,C25,V13,S7,4,,3
14,C15,V14,S11,6,,2
15,C30,V15,S18,2,,2
16,C28,V16,S1,3,,5
17,C9,V17,S15,5,,2
18,C19,V18,S4,5,,2
19,C6,V19,S15,5,,1
20,C21,V20,S4,3,,3
21,C26,V21,S16,2,,1
22,C15,V22,S27,6,,3
23,C26,V23,S24,2,,1
24,C11,V24,S20,2,,1
25,C4,V25,S21,1,,4
26,C13,V26,S18,1,,5
27,C7,V27,S9,2,,4
28,C27,V28,S6,4,,3
29,C30,V29,S23,4,,1
30,C23,V30,S11,1,,2
31,C30,V31,S15,3,,4
32,C17,V32,S16,3,,2
33,C12,V33,S22,3,,2
34,C21,V34,S18,2,,4
35,C15,V35,S21,2,,4
36,C9,V36,S28,6,,5
37,C30,V37,S28,3,,5
38,C19,V38,S10,1,,3
39,C19,V39,S5,5,,4
40,C16,V40,S7,6,,1
41,C18,V41,S15,2,,5
42,C12,V42,S9,5,,4
43,C26,V43,S5,2,,1
44,C20,V44,S1,2,,2
45,C20,V45,S14,2,,2
46,C26,V46,S4,2,,2
47,C24,V47,S17,6,,4
48,C25,V48,S26,5,,3
49,C30,V49,S10,6,,5
50,C16,V50,S19,2,,1
51,C14,V51,S24,4,,2
52,C24,V52,S7,2,,2
53,C1,V53,S13,5,,3
54,C10,V54,S8,4,,5
55,C12,V55,S7,6,,2
56,C20,V56,S18,4,,5
57,C15,V57,S23,3,,2
58,C17,V58,S6,3,,5
59,C2,V59,S24,2,,1
60,C10,V60,S18,6,,1
61,C28,V61,S21,6,,3
62,C15,V62,S30,1,,5
63,C18,V63,S4,1,,1
64,C2,V64,S27,2,,3
65,C21,V65,S22,1,,4
66,C29,V66,S30,6,,3
67,C20,V67,S7,2,,3
68,C21,V68,S17,1,,2
69,C28,V69,S9,3,,5
70,C27,V70,S29,6,,3
71,C29,V71,S8,1,,1
72,C4,V72,S26,4,,2
73,C23,V73,S21,1,,1
74,C17,V74,S25,5,,2
75,C26,V75,S1,2,,3
76,C24,V76,S7,4,,2
77,C29,V77,S27,3,,1
78,C4,V78,S1,4,,1
79,C6,V79,S24,6,,5
80,C25,V80,S2,5,,3
81,C28,V81,S7,3,,2
82,C13,V82,S11,3,,3
83,C6,V83,S26,6,,3
84,C8,V84,S22,2,,2
85,C15,V85,S13,5,,4
86,C27,V86,S26,1,,4
87,C23,V87,S7,4,,5
88,C9,V88,S30,4,,5
89,C20,V89,S16,5,,5
90,C22,V90,S24,2,,2
91,C29,V91,S2,5,,3
92,C3,V92,S8,1,,3
93,C18,V93,S1,4,,5
94,C5,V94,S30,5,,5
95,C21,V95,S29,2,,1
96,C12,V96,S1,2,,4
97,C16,V97,S8,2,,3
98,C3,V98,S13,4,,2
99,C18,V99,S19,6,,3
100,C12,V100,S22,3,,1
101,C21,V101,S29,1,,2
102,C13,V102,S25,3,,4
103,C11,V103,S9,5,,5
104,C29,V104,S1,4,,5
105,C29,V105,S3,1,,2
106,C29,V106,S24,6,,5
107,C7,V107,S25,5,,2
108,C17,V108,S18,5,,5
109,C16,V109,S2,6,,1
110,C25,V110,S21,4,,1
111,C17,V111,S10,5,,5
112,C6,V112,S28,5,,2
113,C22,V113,S17,2,,5
114,C5,V114,S10,6,,5
115,C21,V115,S24,4,,1
116,C26,V116,S25,1,,2
117,C7,V117,S28,2,,2
118,C16,V118,S3,6,,4
119,C1,V119,S10,5,,1
120,C3,V120,S21,5,,4
121,C6,V121,S2,3,,4
122,C21,V122,S22,5,,4
123,C7,V123,S29,2,,3
124,C25,V124,S15,4,,5
125,C1,V125,S27,1,,5
126,C15,V126,S11,6,,3
127,C14,V127,S7,6,K33,3
128,C12,V128,S25,1,K37,3
129,C6,V129,S17,3,K49,2
130,C28,V130,S15,1,K55,2
131,C12,V131,S14,2,K39,1
132,C17,V132,S30,6,K38,3
133,C2,V133,S7,4,K12,4
134,C19,V134,S14,4,K19,1
135,C15,V135,S19,2,K35,4
136,C10,V136,S15,5,K11,4
137,C2,V137,S16,4,K20,4
138,C12,V138,S1,3,K15,3
139,C2,V139,S5,4,K49,2
140,C22,V140,S20,5,K5,4
