id,cluster,client,skill,demand,consultant,priority
1,C30,V1,S27,5,,3
2,C4,V2,S17,3,,1
3,C5,V3,S19,6,,5
4,C16,V4,S10,5,,2
5,C19,V5,S17,3,,1
6,C25,V6,S25,3,,2
7,C6,V7,S18,5,,1
8,C24,V8,S17,4,,1
9,C4,V9,S20,3,,2
10,C7,V10,S16,3,,4
11,C10,V11,S27,4,,3
12,C6,V12,S26,5,,5
13,C14,V13,S20,5,,2
14,C22,V14,S13,6,,2
15,C30,V15,S17,6,,1
16,C3,V16,S15,6,,5
17,C4,V17,S22,6,,3
18,C19,V18,S9,2,,3
19,C23,V19,S17,4,,2
20,C17,V20,S17,5,,1
21,C15,V21,S12,3,,1
22,C8,V22,S28,5,,1
23,C12,V23,S21,5,,3
24,C11,V24,S9,2,,3
25,C13,V25,S25,2,,5
26,C25,V26,S9,6,,2
27,C2,V27,S4,1,,5
28,C10,V28,S15,3,,3
29,C17,V29,S18,6,,2
30,C3,V30,S1,2,,5
31,C28,V31,S13,2,,4
32,C17,V32,S16,2,,5
33,C7,V33,S15,4,,1
34,C2,V34,S21,3,,1
35,C5,V35,S21,1,,1
36,C12,V36,S8,3,,2
37,C26,V37,S15,5,,1
38,C1,V38,S10,2,,2
39,C21,V39,S13,3,,1
40,C26,V40,S30,4,,3
41,C16,V41,S3,6,,3
42,C21,V42,S27,3,,1
43,C14,V43,S3,1,,5
44,C10,V44,S25,1,,3
45,C21,V45,S22,4,,4
46,C16,V46,S5,2,,2
47,C5,V47,S14,1,,5
48,C5,V48,S9,5,,3
49,C4,V49,S23,4,,5
50,C29,V50,S15,4,,3
51,C18,V51,S24,1,,5
52,C19,V52,S20,1,,1
53,C9,V53,S15,3,,5
54,C3,V54,S21,1,,4
55,C6,V55,S17,2,,5
56,C11,V56,S25,5,,1
57,C22,V57,S1,3,,3
58,C3,V58,S3,6,,3
59,C11,V59,S22,1,,1
60,C4,V60,S7,3,,4
61,C26,V61,S11,1,,2
62,C25,V62,S11,3,,1
63,C12,V63,S3,2,,4
64,C4,V64,S6,2,,1
65,C20,V65,S10,3,,4
66,C23,V66,S4,5,,2
67,C27,V67,S17,5,,4
68,C3,V68,S17,1,,1
69,C29,V69,S30,4,,3
70,C29,V70,S6,1,,2
71,C29,V71,S5,1,,1
72,C26,V72,S15,2,,5
73,C11,V73,S30,2,,4
74,C22,V74,S11,1,,1
75,C18,V75,S25,4,,2
76,C15,V76,S11,5,,4
77,C3,V77,S9,5,,4
78,C21,V78,S14,1,,4
79,C26,V79,S30,2,,3
80,C8,V80,S18,3,,4
81,C16,V81,S2,2,,2
82,C14,V82,S28,5,,2
83,C17,V83,S27,2,K6,4
84,C5,V84,S2,3,K24,1
85,C18,V85,S16,5,K27,1
86,C3,V86,S20,2,K25,3
87,C26,V87,S5,3,K35,1
88,C25,V88,S23,1,K13,4
89,C24,V89,S28,2,K27,1
90,C19,V90,S7,3,K11,4
91,C27,V91,S10,3,K19,2
92,C3,V92,S28,6,K39,4
