id,cluster,client,skill,demand,consultant,priority
1,C9,V1,S10,4,,2
2,C1,V2,S2,1,,1
3,C2,V3,S2,2,,1
4,C9,V4,S7,1,,4
5,C3,V5,S10,4,,4
6,C4,V6,S6,3,,1
7,C9,V7,S7,6,,1
8,C1,V8,S5,1,,5
9,C7,V9,S8,6,,3
10,C1,V10,S10,6,,2
11,C8,V11,S10,4,,3
12,C9,V12,S7,2,,5
13,C6,V13,S2,4,,5
14,C10,V14,S6,6,,3
15,C7,V15,S3,3,,2
16,C1,V16,S7,6,,2
17,C2,V17,S9,4,,1
18,C1,V18,S6,2,,5
19,C5,V19,S9,3,,3
20,C3,V20,S10,3,,3
21,C7,V21,S4,6,,4
22,C3,V22,S6,2,,4
23,C7,V23,S6,2,,3
24,C9,V24,S1,3,,5
25,C9,V25,S10,5,,4
26,C3,V26,S2,1,,2
27,C2,V27,S6,1,,4
28,C6,V28,S4,6,,4
29,C8,V29,S5,6,,4
30,C4,V30,S8,6,,1
31,C4,V31,S6,1,,1
32,C9,V32,S8,5,,4
33,C6,V33,S7,4,,5
34,C4,V34,S10,2,,4
35,C9,V35,S9,6,,5
36,C2,V36,S1,1,,3
37,C2,V37,S1,6,,1
38,C2,V38,S8,1,,1
39,C6,V39,S6,3,K18,2
40,C7,V40,S1,4,K8,4
41,C8,V41,S7,5,K10,2
42,C2,V42,S2,3,K7,1
