id,cluster,client,skill,demand,consultant,priority
1,C9,V1,S29,6,,5
2,C9,V2,S2,2,,3
3,C7,V3,S14,4,,5
4,C11,V4,S13,4,,3
5,C25,V5,S16,5,,1
6,C20,V6,S23,4,,3
7,C15,V7,S25,6,,5
8,C5,V8,S27,1,,4
9,C19,V9,S12,5,,4
10,C2,V10,S15,1,,4
11,C11,V11,S17,5,,5
12,C30,V12,S19,2,,4
13,C30,V13,S14,4,,1
14,C4,V14,S27,3,,3
15,C7,V15,S12,1,,1
16,C17,V16,S13,6,,3
17,C22,V17,S16,2,,1
18,C25,V18,S24,2,,3
19,C4,V19,S9,2,,2
20,C12,V20,S5,2,,2
21,C9,V21,S8,4,,3
22,C22,V22,S8,6,,3
23,C20,V23,S28,3,,4
24,C29,V24,S11,6,,5
25,C15,V25,S18,3,,5
26,C18,V26,S28,5,,4
27,C8,V27,S25,2,,1
28,C7,V28,S8,3,,5
29,C18,V29,S13,6,,1
30,C1,V30,S1,4,,3
31,C22,V31,S10,3,,2
32,C2,V32,S4,1,,1
33,C21,V33,S11,6,,3
34,C4,V34,S24,1,,3
35,C14,V35,S4,4,,5
36,C30,V36,S29,6,,5
37,C2,V37,S27,3,,2
38,C23,V38,S13,3,,4
39,C1,V39,S9,3,,4
40,C9,V40,S27,4,,1
41,C11,V41,S8,5,,3
42,C11,V42,S9,6,,3
43,C24,V43,S12,6,,4
44,C1,V44,S23,3,,3
45,C23,V45,S19,5,,2
46,C30,V46,S11,3,,1
47,C29,V47,S16,3,,1
48,C2,V48,S27,5,,5
49,C19,V49,S15,1,,4
50,C14,V50,S12,1,,3
51,C9,V51,S18,2,,2
52,C19,V52,S17,4,,1
53,C29,V53,S16,4,,4
54,C26,V54,S2,4,,5
55,C17,V55,S19,3,,2
56,C20,V56,S2,2,,4
57,C16,V57,S30,6,,4
58,C3,V58,S20,2,,4
59,C8,V59,S18,2,,3
60,C2,V60,S20,6,,1
61,C7,V61,S25,4,,4
62,C24,V62,S1,2,,3
63,C15,V63,S18,6,,1
64,C5,V64,S11,5,,1
65,C11,V65,S29,5,,3
66,C9,V66,S22,4,,4
67,C6,V67,S22,3,,1
68,C29,V68,S11,5,,2
69,C2,V69,S22,5,,2
70,C17,V70,S3,4,,3
71,C15,V71,S9,6,,2
72,C3,V72,S1,6,,1
73,C6,V73,S28,1,,5
74,C28,V74,S27,6,,2
75,C24,V75,S18,6,,2
76,C16,V76,S22,6,,3
77,C19,V77,S18,6,,3
78,C29,V78,S24,1,,1
79,C5,V79,S7,1,,5
80,C14,V80,S6,5,,4
81,C9,V81,S24,4,,2
82,C25,V82,S9,1,,2
83,C22,V83,S23,5,,5
84,C16,V84,S26,5,,1
85,C11,V85,S24,2,,5
86,C6,V86,S25,5,,3
87,C27,V87,S21,3,,3
88,C3,V88,S3,5,,1
89,C22,V89,S30,2,,4
90,C10,V90,S4,6,,3
91,C9,V91,S6,2,,3
92,C20,V92,S8,3,,1
93,C3,V93,S19,4,,2
94,C3,V94,S22,1,,2
95,C15,V95,S15,1,,3
96,C6,V96,S17,2,,2
97,C30,V97,S17,5,,1
98,C4,V98,S10,1,,4
99,C28,V99,S2,4,,5
100,C23,V100,S11,6,,5
101,C11,V101,S25,6,,2
102,C8,V102,S8,1,,5
103,C9,V103,S21,6,,3
104,C5,V104,S20,2,,2
105,C24,V105,S16,4,,4
106,C23,V106,S11,5,,5
107,C30,V107,S4,6,,2
108,C22,V108,S2,6,,5
109,C26,V109,S17,3,,1
110,C25,V110,S29,4,,3
111,C22,V111,S5,1,,5
112,C1,V112,S4,3,,4
113,C24,V113,S4,3,,2
114,C14,V114,S8,1,,3
115,C29,V115,S4,4,,3
116,C23,V116,S11,1,,3
117,C25,V117,S19,2,,1
118,C10,V118,S20,3,,4
119,C30,V119,S28,5,,5
120,C17,V120,S5,2,,5
121,C10,V121,S27,2,,4
122,C4,V122,S3,4,,2
123,C21,V123,S8,6,,5
124,C25,V124,S23,3,K10,4
125,C12,V125,S3,1,K40,4
126,C2,V126,S14,6,K32,3
127,C12,V127,S21,5,K54,5
128,C5,V128,S12,1,K26,5
129,C28,V129,S16,1,K10,4
130,C26,V130,S1,4,K12,1
131,C9,V131,S6,3,K28,4
132,C5,V132,S12,5,K26,5
133,C12,V133,S16,3,K24,2
134,C24,V134,S3,4,K44,5
135,C26,V135,S2,2,K26,5
136,C23,V136,S21,2,K29,2
137,C1,V137,S16,2,K31,5
138,C11,V138,S16,5,K28,4
139,C17,V139,S26,3,K3,2
