id,cluster,client,skill,demand,consultant,priority
1,C4,V1,S8,3,,3
2,C7,V2,S10,2,,2
3,C3,V3,S1,6,,3
4,C9,V4,S5,5,,3
5,C9,V5,S6,1,,5
6,C3,V6,S8,2,,3
7,C5,V7,S9,4,,4
8,C7,V8,S3,2,,4
9,C6,V9,S5,5,,4
10,C3,V10,S5,4,,1
11,C5,V11,S7,6,,3
12,C8,V12,S8,4,,5
13,C5,V13,S6,1,,5
14,C4,V14,S10,1,,4
15,C4,V15,S3,2,,5
16,C5,V16,S9,3,,1
17,C4,V17,S3,1,,4
18,C2,V18,S3,2,,5
19,C6,V19,S5,3,,1
20,C3,V20,S10,4,,2
21,C6,V21,S2,1,,1
22,C8,V22,S10,3,,4
23,C1,V23,S4,4,,2
24,C10,V24,S2,5,,5
25,C10,V25,S7,4,,2
26,C4,V26,S1,4,,3
27,C7,V27,S9,2,,1
28,C10,V28,S10,1,,4
29,C7,V29,S3,1,,1
30,C10,V30,S5,3,,1
31,C9,V31,S5,4,,5
32,C10,V32,S6,2,,3
33,C6,V33,S2,1,,3
34,C3,V34,S1,1,,2
35,C10,V35,S5,6,,5
36,C2,V36,S10,6,,4
37,C6,V37,S1,6,,5
38,C3,V38,S7,2,,4
39,C3,V39,S6,3,,4
40,C9,V40,S4,2,,2
41,C3,V41,S7,1,,4
42,C7,V42,S7,1,,1
43,C6,V43,S2,2,,2
44,C9,V44,S2,5,,2
45,C8,V45,S5,4,,1
46,C8,V46,S4,6,K13,1
47,C2,V47,S7,4,K16,3
48,C7,V48,S6,5,K18,2
