id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S2,4,,5
2,C3,V2,S7,4,,5
3,C6,V3,S1,4,,1
4,C6,V4,S1,6,,2
5,C7,V5,S5,2,,1
6,C6,V6,S3,1,,4
7,C6,V7,S8,6,,1
8,C1,V8,S5,6,,4
9,C6,V9,S2,6,,5
10,C6,V10,S5,6,,1
11,C6,V11,S7,3,,1
12,C1,V12,S3,6,,2
13,C2,V13,S4,4,,2
14,C1,V14,S3,5,,2
15,C6,V15,S2,5,,1
16,C6,V16,S6,6,,1
17,C1,V17,S9,5,,2
18,C5,V18,S7,4,,1
19,C6,V19,S5,5,,2
20,C5,V20,S5,6,,3
21,C2,V21,S3,5,,4
22,C9,V22,S1,4,,3
23,C6,V23,S6,5,,3
24,C1,V24,S8,3,,5
25,C6,V25,S2,4,,5
26,C2,V26,S2,5,,4
27,C2,V27,S3,1,,1
28,C5,V28,S2,2,,2
29,C9,V29,S3,1,,2
30,C9,V30,S6,6,,5
31,C5,V31,S2,5,,5
32,C4,V32,S3,2,K7,5
33,C8,V33,S5,3,K18,2
34,C2,V34,S4,2,K9,3
35,C4,V35,S2,6,K10,5
36,C10,V36,S4,2,K11,4
