id,cluster,client,skill,demand,consultant,priority
1,C8,V1,S6,6,,4
2,C5,V2,S6,3,,5
3,C4,V3,S4,3,,4
4,C6,V4,S3,5,,2
5,C8,V5,S6,4,,4
6,C5,V6,S1,6,,1
7,C10,V7,S10,5,,2
8,C2,V8,S1,4,,2
9,C4,V9,S6,5,,2
10,C8,V10,S2,1,,5
11,C2,V11,S10,4,,5
12,C9,V12,S8,3,,5
13,C10,V13,S3,4,,1
14,C1,V14,S7,4,,2
15,C6,V15,S10,4,,1
16,C1,V16,S7,1,,2
17,C6,V17,S3,5,,5
18,C2,V18,S4,4,,2
19,C10,V19,S5,6,,2
20,C6,V20,S8,6,,4
21,C4,V21,S6,1,,3
22,C10,V22,S3,1,,4
23,C10,V23,S7,5,,1
24,C4,V24,S5,1,,3
25,C4,V25,S1,5,,4
26,C1,V26,S4,2,,2
27,C8,V27,S2,6,,5
28,C2,V28,S3,6,,2
29,C7,V29,S2,4,,3
30,C1,V30,S7,1,,2
31,C6,V31,S6,1,,5
32,C3,V32,S8,6,,4
33,C10,V33,S3,5,,2
34,C10,V34,S7,4,,1
35,C10,V35,S5,4,,3
36,C3,V36,S5,6,K6,4
37,C10,V37,S9,1,K11,3
38,C8,V38,S10,2,K2,5
39,C6,V39,S6,6,K19,2
