id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S2,1,,2
2,C7,V2,S1,3,,3
3,C1,V3,S1,3,,1
4,C1,V4,S6,3,,5
5,C6,V5,S2,2,,3
6,C4,V6,S9,6,,1
7,C3,V7,S2,3,,4
8,C9,V8,S3,3,,5
9,C10,V9,S2,3,,5
10,C10,V10,S1,6,,3
11,C2,V11,S10,5,,2
12,C2,V12,S5,1,,5
13,C8,V13,S6,4,,2
14,C1,V14,S5,4,,1
15,C6,V15,S10,6,,3
16,C2,V16,S7,6,,2
17,C1,V17,S4,2,,3
18,C7,V18,S1,2,,4
19,C5,V19,S7,3,,1
20,C5,V20,S6,3,,4
21,C7,V21,S5,1,,1
22,C9,V22,S8,6,,5
23,C6,V23,S5,3,,4
24,C7,V24,S6,2,,5
25,C6,V25,S4,1,,2
26,C8,V26,S9,2,,1
27,C5,V27,S10,2,,5
28,C10,V28,S2,6,,5
29,C10,V29,S8,6,,5
30,C8,V30,S2,5,,5
31,C4,V31,S6,3,,3
32,C7,V32,S10,6,,5
33,C2,V33,S5,5,,4
34,C6,V34,S10,5,,2
35,C4,V35,S6,5,,2
36,C7,V36,S10,1,,2
37,C10,V37,S7,3,,1
38,C5,V38,S4,4,,2
39,C2,V39,S6,5,K8,1
40,C5,V40,S1,5,K5,4
41,C2,V41,S8,5,K19,5
