id,cluster,client,skill,demand,consultant,priority
1,C27,V1,S5,4,,4
2,C5,V2,S28,4,,5
3,C12,V3,S28,3,,1
4,C14,V4,S20,1,,4
5,C28,V5,S13,1,,1
6,C1,V6,S8,1,,1
7,C6,V7,S8,2,,4
8,C11,V8,S30,2,,3
9,C9,V9,S13,4,,1
10,C12,V10,S2,5,,1
11,C8,V11,S9,3,,1
12,C25,V12,S27,5,,2
13,C7,V13,S29,6,,1
14,C5,V14,S10,1,,3
15,C20,V15,S3,1,,2
16,C26,V16,S4,5,,3
17,C11,V17,S18,3,,1
18,C17,V18,S7,2,,1
19,C20,V19,S14,4,,5
20,C9,V20,S30,3,,2
21,C2,V21,S10,6,,5
22,C15,V22,S14,1,,3
23,C1,V23,S25,4,,5
24,C29,V24,S18,3,,2
25,C22,V25,S27,1,,4
26,C24,V26,S19,3,,5
27,C6,V27,S22,5,,5
28,C16,V28,S13,3,,3
29,C1,V29,S20,3,,5
30,C5,V30,S4,6,,5
31,C21,V31,S26,3,,2
32,C16,V32,S26,1,,5
33,C18,V33,S18,4,,3
34,C26,V34,S3,5,,3
35,C9,V35,S1,5,,5
36,C28,V36,S20,1,,2
37,C23,V37,S23,5,,1
38,C4,V38,S30,4,,4
39,C6,V39,S9,2,,2
40,C8,V40,S13,3,,3
41,C24,V41,S30,6,,5
42,C23,V42,S5,4,,3
43,C12,V43,S8,6,,3
44,C2,V44,S21,2,,4
45,C20,V45,S7,1,,2
46,C25,V46,S26,6,,4
47,C24,V47,S20,2,,5
48,C8,V48,S6,5,,1
49,C4,V49,S9,6,,1
50,C14,V50,S6,4,,2
51,C20,V51,S4,5,,1
52,C6,V52,S19,1,,4
53,C22,V53,S8,4,,5
54,C2,V54,S28,3,,2
55,C11,V55,S6,2,,1
56,C16,V56,S29,4,,4
57,C1,V57,S5,5,,1
58,C1,V58,S14,2,,3
59,C4,V59,S17,3,,3
60,C4,V60,S16,5,,4
61,C23,V61,S29,2,,3
62,C17,V62,S2,2,,2
63,C7,V63,S26,4,,3
64,C16,V64,S27,2,,1
65,C26,V65,S22,2,,2
66,C21,V66,S28,5,,4
67,C15,V67,S7,3,,3
68,C30,V68,S20,4,,4
69,C24,V69,S17,3,,5
70,C27,V70,S3,5,,3
71,C10,V71,S1,2,,4
72,C6,V72,S25,5,,5
73,C17,V73,S18,2,,1
74,C23,V74,S12,2,,2
75,C21,V75,S16,2,,1
76,C18,V76,S16,1,,4
77,C25,V77,S14,5,,4
78,C16,V78,S28,1,,2
79,C28,V79,S4,2,,5
80,C21,V80,S1,5,,3
81,C1,V81,S8,6,,2
82,C29,V82,S10,3,,1
83,C2,V83,S6,3,,5
84,C12,V84,S11,1,,3
85,C10,V85,S5,2,,1
86,C7,V86,S9,3,,1
87,C9,V87,S15,1,,2
88,C2,V88,S11,2,,5
89,C28,V89,S20,1,,2
90,C8,V90,S24,1,,3
91,C30,V91,S19,2,,4
92,C25,V92,S27,1,,3
93,C5,V93,S17,4,,2
94,C1,V94,S19,4,,3
95,C2,V95,S22,4,,3
96,C29,V96,S22,2,,3
97,C14,V97,S26,5,,5
98,C15,V98,S9,4,,1
99,C23,V99,S11,1,,2
100,C27,V100,S4,3,,3
101,C7,V101,S3,6,,3
102,C1,V102,S9,6,,5
103,C22,V103,S15,5,,5
104,C26,V104,S10,2,,1
105,C1,V105,S21,6,,5
106,C13,V106,S10,3,,2
107,C15,V107,S27,2,,5
108,C7,V108,S18,2,,3
109,C23,V109,S16,5,,2
110,C7,V110,S22,1,,4
111,C9,V111,S28,5,,4
112,C4,V112,S4,5,,2
113,C27,V113,S29,5,,4
114,C7,V114,S16,5,,5
115,C22,V115,S30,2,,4
116,C23,V116,S24,1,,1
117,C1,V117,S28,6,,5
118,C9,V118,S11,5,,2
119,C10,V119,S20,2,,1
120,C10,V120,S10,5,,3
121,C17,V121,S5,2,,2
122,C23,V122,S15,2,,2
123,C14,V123,S3,6,,4
124,C22,V124,S10,3,,4
125,C4,V125,S25,1,,5
126,C23,V126,S5,3,,2
127,C19,V127,S29,3,,3
128,C5,V128,S21,1,,5
129,C5,V129,S17,2,,3
130,C20,V130,S14,5,,5
131,C23,V131,S8,6,,3
132,C8,V132,S1,1,,1
133,C10,V133,S15,3,,4
134,C12,V134,S9,5,,1
135,C27,V135,S1,4,,3
136,C9,V136,S11,5,,2
137,C30,V137,S15,3,,2
138,C11,V138,S17,2,K49,2
139,C14,V139,S18,4,K47,5
140,C9,V140,S8,1,K39,1
141,C4,V141,S25,1,K49,2
142,C22,V142,S21,6,K17,4
143,C22,V143,S29,4,K42,1
144,C13,V144,S7,4,K34,3
145,C10,V145,S21,5,K39,1
146,C1,V146,S4,6,K9,4
147,C26,V147,S4,2,K51,2
148,C23,V148,S25,6,K10,3
149,C22,V149,S25,4,K56,4
150,C21,V150,S5,5,K57,1
