airport_from,airport_to,cost,distance
C1,C1,0.0,0.0
C1,C2,52.1,52.1
C1,C3,50.0,50.0
C1,C4,76.6,76.6
C1,C5,66.0,66.0
C1,C6,48.2,48.2
C1,C7,77.5,77.5
C1,C8,49.1,49.1
C1,C9,75.4,75.4
C1,C10,47.8,47.8
C1,C11,46.3,46.3
C1,C12,28.4,28.4
C1,C13,83.4,83.4
C1,C14,46.1,46.1
C1,C15,49.4,49.4
C1,C16,40.3,40.3
C1,C17,81.0,81.0
C1,C18,19.0,19.0
C1,C19,16.1,16.1
C1,C20,10.8,10.8
C1,C21,72.0,72.0
C1,C22,65.1,65.1
C1,C23,7.3,7.3
C1,C24,27.3,27.3
C1,C25,28.4,28.4
C1,C26,14.2,14.2
C1,C27,28.3,28.3
C1,C28,37.6,37.6
C1,C29,11.7,11.7
C1,C30,23.3,23.3
C1,C31,13.4,13.4
C1,C32,36.2,36.2
C1,C33,49.0,49.0
C1,C34,36.9,36.9
C1,C35,17.5,17.5
C1,C36,59.0,59.0
C1,C37,55.8,55.8
C1,C38,17.0,17.0
C1,C39,41.0,41.0
C1,C40,47.0,47.0
C1,C41,72.2,72.2
C1,C42,58.8,58.8
C1,C43,28.6,28.6
C1,C44,55.7,55.7
C1,C45,87.3,87.3
C1,C46,51.9,51.9
C1,C47,30.8,30.8
C1,C48,29.0,29.0
C1,C49,46.8,46.8
C1,C50,38.3,38.3
C2,C1,52.1,52.1
C2,C2,0.0,0.0
C2,C3,80.9,80.9
C2,C4,49.0,49.0
C2,C5,22.5,22.5
C2,C6,75.7,75.7
C2,C7,33.8,33.8
C2,C8,75.7,75.7
C2,C9,26.4,26.4
C2,C10,55.3,55.3
C2,C11,10.0,10.0
C2,C12,24.1,24.1
C2,C13,55.8,55.8
C2,C14,73.7,73.7
C2,C15,4.2,4.2
C2,C16,63.7,63.7
C2,C17,29.2,29.2
C2,C18,55.5,55.5
C2,C19,45.4,45.4
C2,C20,59.2,59.2
C2,C21,41.3,41.3
C2,C22,51.6,51.6
C2,C23,59.0,59.0
C2,C24,46.5,46.5
C2,C25,36.6,36.6
C2,C26,62.6,62.6
C2,C27,40.8,40.8
C2,C28,56.6,56.6
C2,C29,42.1,42.1
C2,C30,61.7,61.7
C2,C31,40.1,40.1
C2,C32,17.5,17.5
C2,C33,73.5,73.5
C2,C34,27.0,27.0
C2,C35,38.9,38.9
C2,C36,51.2,51.2
C2,C37,46.1,46.1
C2,C38,63.8,63.8
C2,C39,40.8,40.8
C2,C40,52.7,52.7
C2,C41,21.9,21.9
C2,C42,57.0,57.0
C2,C43,70.3,70.3
C2,C44,12.4,12.4
C2,C45,44.6,44.6
C2,C46,51.3,51.3
C2,C47,44.0,44.0
C2,C48,38.6,38.6
C2,C49,82.7,82.7
C2,C50,58.0,58.0
C3,C1,50.0,50.0
C3,C2,80.9,80.9
C3,C3,0.0,0.0
C3,C4,72.1,72.1
C3,C5,81.0,81.0
C3,C6,6.1,6.1
C3,C7,113.8,113.8
C3,C8,7.0,7.0
C3,C9,107.3,107.3
C3,C10,97.5,97.5
C3,C11,71.2,71.2
C3,C12,66.0,66.0
C3,C13,76.0,76.0
C3,C14,7.6,7.6
C3,C15,80.7,80.7
C3,C16,17.5,17.5
C3,C17,103.4,103.4
C3,C18,32.0,32.0
C3,C19,65.5,65.5
C3,C20,40.2,40.2
C3,C21,114.6,114.6
C3,C22,54.0,54.0
C3,C23,51.1,51.1
C3,C24,76.9,76.9
C3,C25,44.6,44.6
C3,C26,38.0,38.0
C3,C27,40.3,40.3
C3,C28,24.7,24.7
C3,C29,58.5,58.5
C3,C30,26.7,26.7
C3,C31,59.2,59.2
C3,C32,64.4,64.4
C3,C33,10.0,10.0
C3,C34,80.3,80.3
C3,C35,47.2,47.2
C3,C36,47.1,47.1
C3,C37,103.4,103.4
C3,C38,62.0,62.0
C3,C39,42.5,42.5
C3,C40,34.0,34.0
C3,C41,92.6,92.6
C3,C42,41.0,41.0
C3,C43,23.1,23.1
C3,C44,76.3,76.3
C3,C45,93.9,93.9
C3,C46,100.9,100.9
C3,C47,36.9,36.9
C3,C48,42.4,42.4
C3,C49,7.8,7.8
C3,C50,23.3,23.3
C4,C1,76.6,76.6
C4,C2,49.0,49.0
C4,C3,72.1,72.1
C4,C4,0.0,0.0
C4,C5,29.1,29.1
C4,C6,66.1,66.1
C4,C7,76.5,76.5
C4,C8,65.1,65.1
C4,C9,64.9,64.9
C4,C10,101.1,101.1
C4,C11,43.1,43.1
C4,C12,60.5,60.5
C4,C13,7.2,7.2
C4,C14,65.0,65.0
C4,C15,52.6,52.6
C4,C16,57.2,57.2
C4,C17,48.8,48.8
C4,C18,66.3,66.3
C4,C19,80.0,80.0
C4,C20,76.9,76.9
C4,C21,89.1,89.1
C4,C22,18.2,18.2
C4,C23,83.5,83.5
C4,C24,86.6,86.6
C4,C25,48.3,48.3
C4,C26,78.7,78.7
C4,C27,49.2,49.2
C4,C28,51.8,51.8
C4,C29,72.8,72.8
C4,C30,69.6,69.6
C4,C31,71.4,71.4
C4,C32,48.5,48.5
C4,C33,62.1,62.1
C4,C34,72.0,72.0
C4,C35,59.2,59.2
C4,C36,25.0,25.0
C4,C37,94.6,94.6
C4,C38,93.2,93.2
C4,C39,37.2,37.2
C4,C40,39.2,39.2
C4,C41,40.3,40.3
C4,C42,31.4,31.4
C4,C43,76.4,76.4
C4,C44,36.7,36.7
C4,C45,25.0,25.0
C4,C46,98.6,98.6
C4,C47,48.3,48.3
C4,C48,48.0,48.0
C4,C49,78.0,78.0
C4,C50,52.6,52.6
C5,C1,66.0,66.0
C5,C2,22.5,22.5
C5,C3,81.0,81.0
C5,C4,29.1,29.1
C5,C5,0.0,0.0
C5,C6,75.2,75.2
C5,C7,47.5,47.5
C5,C8,74.7,74.7
C5,C9,36.1,36.1
C5,C10,77.6,77.6
C5,C11,21.1,21.1
C5,C12,41.7,41.7
C5,C13,35.1,35.1
C5,C14,73.4,73.4
C5,C15,26.6,26.6
C5,C16,63.7,63.7
C5,C17,23.3,23.3
C5,C18,63.1,63.1
C5,C19,63.5,63.5
C5,C20,70.3,70.3
C5,C21,60.4,60.4
C5,C22,37.7,37.7
C5,C23,73.2,73.2
C5,C24,67.0,67.0
C5,C25,42.0,42.0
C5,C26,73.2,73.2
C5,C27,45.3,45.3
C5,C28,56.6,56.6
C5,C29,58.3,58.3
C5,C30,68.4,68.4
C5,C31,56.5,56.5
C5,C32,30.5,30.5
C5,C33,72.0,72.0
C5,C34,48.8,48.8
C5,C35,49.5,49.5
C5,C36,40.4,40.4
C5,C37,68.4,68.4
C5,C38,80.4,80.4
C5,C39,38.6,38.6
C5,C40,48.0,48.0
C5,C41,12.8,12.8
C5,C42,47.4,47.4
C5,C43,76.7,76.7
C5,C44,11.4,11.4
C5,C45,22.8,22.8
C5,C46,73.8,73.8
C5,C47,46.9,46.9
C5,C48,43.2,43.2
C5,C49,84.8,84.8
C5,C50,57.9,57.9
C6,C1,48.2,48.2
C6,C2,75.7,75.7
C6,C3,6.1,6.1
C6,C4,66.1,66.1
C6,C5,75.2,75.2
C6,C6,0.0,0.0
C6,C7,108.9,108.9
C6,C8,1.4,1.4
C6,C9,102.1,102.1
C6,C10,95.1,95.1
C6,C11,65.9,65.9
C6,C12,61.9,61.9
C6,C13,70.1,70.1
C6,C14,2.2,2.2
C6,C15,75.7,75.7
C6,C16,12.0,12.0
C6,C17,97.6,97.6
C6,C18,29.4,29.4
C6,C19,63.2,63.2
C6,C20,39.1,39.1
C6,C21,110.4,110.4
C6,C22,48.0,48.0
C6,C23,50.1,50.1
C6,C24,74.5,74.5
C6,C25,39.7,39.7
C6,C26,37.3,37.3
C6,C27,35.5,35.5
C6,C28,19.2,19.2
C6,C29,55.8,55.8
C6,C30,25.0,25.0
C6,C31,56.3,56.3
C6,C32,59.5,59.5
C6,C33,4.1,4.1
C6,C34,76.5,76.5
C6,C35,43.4,43.4
C6,C36,41.0,41.0
C6,C37,100.1,100.1
C6,C38,61.4,61.4
C6,C39,36.7,36.7
C6,C40,27.9,27.9
C6,C41,86.8,86.8
C6,C42,35.1,35.1
C6,C43,23.4,23.4
C6,C44,70.7,70.7
C6,C45,87.9,87.9
C6,C46,98.1,98.1
C6,C47,31.8,31.8
C6,C48,37.5,37.5
C6,C49,12.6,12.6
C6,C50,17.8,17.8
C7,C1,77.5,77.5
C7,C2,33.8,33.8
C7,C3,113.8,113.8
C7,C4,76.5,76.5
C7,C5,47.5,47.5
C7,C6,108.9,108.9
C7,C7,0.0,0.0
C7,C8,109.0,109.0
C7,C9,12.2,12.2
C7,C10,56.8,56.8
C7,C11,43.8,43.8
C7,C12,50.2,50.2
C7,C13,82.2,82.2
C7,C14,106.8,106.8
C7,C15,33.3,33.3
C7,C16,96.9,96.9
C7,C17,32.6,32.6
C7,C18,86.0,86.0
C7,C19,65.3,65.3
C7,C20,86.8,86.8
C7,C21,19.1,19.1
C7,C22,83.5,83.5
C7,C23,83.2,83.2
C7,C24,60.3,60.3
C7,C25,69.3,69.3
C7,C26,90.4,90.4
C7,C27,73.5,73.5
C7,C28,89.9,89.9
