id,cluster,client,skill,demand,consultant,priority
1,C12,V1,S25,3,,5
2,C4,V2,S3,5,,5
3,C3,V3,S2,1,,2
4,C8,V4,S14,2,,2
5,C13,V5,S3,6,,1
6,C10,V6,S24,1,,2
7,C12,V7,S1,3,,2
8,C8,V8,S29,5,,2
9,C13,V9,S20,4,,2
10,C7,V10,S16,3,,2
11,C6,V11,S30,2,,2
12,C20,V12,S16,4,,5
13,C12,V13,S2,1,,2
14,C29,V14,S25,1,,5
15,C13,V15,S24,2,,3
16,C21,V16,S6,1,,1
17,C15,V17,S22,6,,5
18,C15,V18,S23,5,,5
19,C24,V19,S6,1,,4
20,C27,V20,S2,3,,5
21,C9,V21,S28,5,,2
22,C16,V22,S3,4,,4
23,C25,V23,S15,5,,1
24,C7,V24,S7,1,,4
25,C23,V25,S25,2,,1
26,C29,V26,S22,1,,5
27,C28,V27,S17,2,,3
28,C29,V28,S13,2,,2
29,C12,V29,S10,4,,3
30,C13,V30,S26,4,,5
31,C1,V31,S13,2,,5
32,C20,V32,S6,6,,2
33,C28,V33,S11,3,,2
34,C5,V34,S14,4,,4
35,C8,V35,S15,2,,2
36,C28,V36,S22,1,,4
37,C20,V37,S7,1,,5
38,C24,V38,S5,4,,4
39,C28,V39,S26,3,,3
40,C12,V40,S24,1,,2
41,C5,V41,S5,4,,1
42,C13,V42,S27,4,,5
43,C25,V43,S18,3,,3
44,C30,V44,S24,6,,2
45,C26,V45,S26,6,,1
46,C1,V46,S5,5,,2
47,C15,V47,S21,5,,5
48,C7,V48,S24,2,,4
49,C15,V49,S30,6,,3
50,C23,V50,S16,2,,3
51,C7,V51,S18,6,,4
52,C4,V52,S7,6,,2
53,C11,V53,S7,6,,4
54,C6,V54,S24,6,,2
55,C17,V55,S22,3,,5
56,C24,V56,S29,6,,5
57,C16,V57,S1,2,,2
58,C21,V58,S21,5,,4
59,C5,V59,S26,2,,4
60,C9,V60,S4,5,,3
61,C6,V61,S14,5,,4
62,C9,V62,S23,5,,4
63,C10,V63,S18,4,,4
64,C25,V64,S28,1,,3
65,C5,V65,S13,6,,2
66,C2,V66,S23,6,,3
67,C16,V67,S4,4,,1
68,C26,V68,S1,5,,3
69,C22,V69,S22,3,,2
70,C23,V70,S15,2,,4
71,C24,V71,S11,5,,4
72,C13,V72,S27,6,,1
73,C4,V73,S15,3,,1
74,C13,V74,S18,3,,3
75,C18,V75,S3,4,,4
76,C6,V76,S26,5,,1
77,C17,V77,S26,6,,1
78,C4,V78,S21,6,,4
79,C14,V79,S18,2,,4
80,C13,V80,S22,3,,3
81,C3,V81,S19,1,,4
82,C24,V82,S15,3,,2
83,C2,V83,S20,6,,5
84,C8,V84,S15,6,,3
85,C22,V85,S15,3,,1
86,C9,V86,S2,5,,4
87,C30,V87,S6,5,,2
88,C14,V88,S2,3,,3
89,C22,V89,S8,2,,2
90,C24,V90,S15,3,,1
91,C21,V91,S6,2,,1
92,C14,V92,S18,1,,3
93,C6,V93,S29,2,,4
94,C2,V94,S30,2,,4
95,C11,V95,S14,6,,3
96,C22,V96,S30,2,,3
97,C7,V97,S25,4,,4
98,C2,V98,S10,1,,4
99,C12,V99,S7,1,,5
100,C9,V100,S11,2,,5
101,C25,V101,S26,2,,3
102,C4,V102,S6,5,,5
103,C3,V103,S24,6,,5
104,C21,V104,S9,5,,1
105,C9,V105,S5,6,,1
106,C12,V106,S11,4,,3
107,C5,V107,S20,4,,4
108,C20,V108,S28,6,,2
109,C28,V109,S24,2,,2
110,C2,V110,S4,2,,5
111,C8,V111,S28,5,,4
112,C8,V112,S13,6,,3
113,C3,V113,S6,6,,5
114,C18,V114,S14,5,,3
115,C23,V115,S18,3,,4
116,C25,V116,S23,6,,1
117,C27,V117,S19,6,,4
118,C24,V118,S27,6,,3
119,C12,V119,S30,5,,4
120,C18,V120,S27,5,,4
121,C2,V121,S29,5,,2
122,C8,V122,S4,3,K8,3
123,C7,V123,S11,4,K55,1
124,C1,V124,S18,4,K25,1
125,C17,V125,S10,5,K46,3
126,C4,V126,S2,4,K47,2
127,C21,V127,S11,5,K14,2
128,C26,V128,S4,5,K54,4
129,C12,V129,S18,3,K56,1
130,C11,V130,S2,5,K33,3
131,C3,V131,S22,4,K18,2
132,C7,V132,S25,1,K51,4
133,C16,V133,S20,6,K11,3
134,C13,V134,S24,1,K28,2
