id,cluster,client,skill,demand,consultant,priority
1,C15,V1,S30,4,,4
2,C9,V2,S19,6,,4
3,C16,V3,S14,2,,1
4,C6,V4,S4,3,,1
5,C12,V5,S2,1,,1
6,C14,V6,S7,2,,5
7,C10,V7,S5,2,,1
8,C22,V8,S23,2,,4
9,C10,V9,S13,6,,5
10,C1,V10,S22,3,,5
11,C7,V11,S5,2,,3
12,C4,V12,S14,1,,5
13,C23,V13,S26,1,,4
14,C10,V14,S3,3,,5
15,C3,V15,S2,3,,3
16,C24,V16,S17,6,,2
17,C4,V17,S22,2,,5
18,C21,V18,S15,3,,2
19,C23,V19,S28,2,,2
20,C28,V20,S12,5,,3
21,C10,V21,S29,2,,4
22,C11,V22,S6,5,,1
23,C8,V23,S11,6,,3
24,C9,V24,S27,1,,4
25,C16,V25,S1,2,,1
26,C30,V26,S9,4,,5
27,C19,V27,S5,4,,2
28,C6,V28,S18,4,,5
29,C3,V29,S22,1,,5
30,C25,V30,S1,4,,5
31,C18,V31,S20,3,,2
32,C5,V32,S5,5,,4
33,C21,V33,S1,2,,1
34,C5,V34,S12,5,,4
35,C1,V35,S17,2,,3
36,C18,V36,S12,4,,1
37,C11,V37,S18,2,,5
38,C14,V38,S29,1,,1
39,C26,V39,S23,2,,3
40,C4,V40,S12,3,,3
41,C11,V41,S7,4,,2
42,C28,V42,S17,5,,2
43,C22,V43,S7,6,,2
44,C10,V44,S23,6,,1
45,C2,V45,S29,4,,4
46,C7,V46,S24,3,,4
47,C12,V47,S18,3,,3
48,C5,V48,S21,4,,4
49,C29,V49,S25,4,,3
50,C5,V50,S23,5,,2
51,C16,V51,S8,6,,4
52,C28,V52,S20,5,,3
53,C4,V53,S19,4,,5
54,C26,V54,S6,6,,3
55,C23,V55,S18,5,,4
56,C3,V56,S24,4,,5
57,C8,V57,S7,5,,5
58,C19,V58,S12,2,,5
59,C7,V59,S16,1,,3
60,C28,V60,S13,2,,3
61,C11,V61,S27,3,,5
62,C30,V62,S29,5,,1
63,C21,V63,S3,6,,5
64,C1,V64,S18,3,,4
65,C28,V65,S11,2,,1
66,C18,V66,S6,3,,2
67,C8,V67,S29,1,,1
68,C1,V68,S9,4,,5
69,C11,V69,S12,2,,2
70,C6,V70,S11,3,,2
71,C13,V71,S16,5,,5
72,C26,V72,S24,2,,4
73,C15,V73,S8,2,,1
74,C19,V74,S15,5,,3
75,C15,V75,S8,6,,2
76,C22,V76,S22,5,,4
77,C19,V77,S25,3,,5
78,C25,V78,S15,6,,2
79,C23,V79,S14,5,,4
80,C20,V80,S23,2,,4
81,C11,V81,S2,6,,4
82,C26,V82,S22,4,,5
83,C2,V83,S9,3,,3
84,C28,V84,S20,3,,3
85,C2,V85,S6,3,,3
86,C27,V86,S23,3,,2
87,C5,V87,S28,3,,2
88,C4,V88,S29,4,,1
89,C27,V89,S10,3,,3
90,C30,V90,S8,2,,4
91,C22,V91,S11,3,,2
92,C23,V92,S3,1,,2
93,C21,V93,S7,6,,3
94,C30,V94,S28,4,,4
95,C12,V95,S23,3,,2
96,C28,V96,S15,4,,4
97,C13,V97,S26,1,,3
98,C3,V98,S28,3,,1
99,C11,V99,S13,6,,5
100,C17,V100,S15,2,,1
101,C3,V101,S24,1,,3
102,C15,V102,S25,4,,1
103,C9,V103,S7,6,,5
104,C18,V104,S19,3,,1
105,C10,V105,S5,1,,1
106,C26,V106,S20,5,,5
107,C22,V107,S13,4,,5
108,C15,V108,S19,2,,2
109,C5,V109,S2,5,,1
110,C29,V110,S20,2,,1
111,C19,V111,S28,3,,2
112,C24,V112,S2,4,,3
113,C9,V113,S13,2,,3
114,C5,V114,S30,4,,3
115,C21,V115,S16,1,,5
116,C4,V116,S17,6,,3
117,C10,V117,S18,2,,5
118,C24,V118,S6,6,,5
119,C4,V119,S23,4,,5
120,C25,V120,S29,1,,3
121,C12,V121,S26,5,,1
122,C21,V122,S1,2,,3
123,C20,V123,S13,6,,4
124,C16,V124,S16,6,,2
125,C27,V125,S21,3,,1
126,C29,V126,S16,2,,5
127,C26,V127,S28,2,,1
128,C5,V128,S21,4,,5
129,C26,V129,S5,2,,5
130,C5,V130,S23,5,,2
131,C8,V131,S7,2,,3
132,C6,V132,S7,2,K8,2
133,C2,V133,S24,2,K22,3
134,C5,V134,S18,1,K21,3
135,C16,V135,S26,5,K50,2
136,C18,V136,S21,2,K14,2
137,C10,V137,S16,6,K54,4
138,C13,V138,S6,1,K58,3
139,C7,V139,S2,3,K31,3
140,C9,V140,S30,1,K41,4
141,C5,V141,S20,2,K22,3
142,C16,V142,S27,2,K32,5
143,C16,V143,S16,6,K58,3
144,C9,V144,S28,6,K10,3
145,C2,V145,S1,5,K30,4
146,C9,V146,S29,6,K47,5
