id,cluster,client,skill,demand,consultant,priority
1,C7,V1,S27,5,,3
2,C49,V2,S48,2,,2
3,C9,V3,S32,2,,2
4,C46,V4,S49,6,,1
5,C21,V5,S13,4,,5
6,C36,V6,S26,3,,4
7,C1,V7,S20,6,,3
8,C23,V8,S37,6,,4
9,C41,V9,S19,6,,1
10,C9,V10,S8,1,,5
11,C27,V11,S13,4,,2
12,C49,V12,S8,6,,2
13,C21,V13,S29,5,,5
14,C44,V14,S4,3,,2
15,C17,V15,S9,1,,4
16,C34,V16,S4,6,,3
17,C8,V17,S26,4,,1
18,C2,V18,S1,2,,1
19,C45,V19,S30,1,,2
20,C3,V20,S13,1,,4
21,C38,V21,S41,5,,2
22,C29,V22,S13,6,,4
23,C25,V23,S36,5,,2
24,C44,V24,S9,4,,2
25,C8,V25,S24,4,,2
26,C9,V26,S3,2,,3
27,C39,V27,S39,3,,2
28,C15,V28,S9,4,,3
29,C25,V29,S39,2,,4
30,C36,V30,S35,2,,2
31,C9,V31,S34,3,,5
32,C15,V32,S9,3,,4
33,C14,V33,S38,3,,1
34,C14,V34,S32,6,,4
35,C44,V35,S9,5,,1
36,C29,V36,S23,3,,4
37,C41,V37,S32,3,,1
38,C25,V38,S13,5,,5
39,C37,V39,S50,5,,5
40,C45,V40,S32,2,,1
41,C47,V41,S30,2,,4
42,C12,V42,S30,4,,2
43,C7,V43,S36,1,,2
44,C41,V44,S27,2,,3
45,C26,V45,S5,6,,3
46,C10,V46,S9,4,,2
47,C8,V47,S22,3,,1
48,C47,V48,S8,6,,5
49,C25,V49,S2,5,,4
50,C28,V50,S38,4,,1
51,C46,V51,S45,3,,1
52,C16,V52,S43,1,,4
53,C37,V53,S37,6,,4
54,C6,V54,S32,2,,2
55,C31,V55,S4,5,,5
56,C13,V56,S15,5,,2
57,C14,V57,S17,3,,4
58,C28,V58,S30,2,,1
59,C5,V59,S27,5,,2
60,C40,V60,S44,3,,3
61,C14,V61,S17,2,,5
62,C28,V62,S1,2,,2
63,C16,V63,S1,5,,3
64,C15,V64,S5,2,,3
65,C37,V65,S21,5,,2
66,C37,V66,S35,2,,1
67,C31,V67,S14,6,,3
68,C7,V68,S2,5,,5
69,C11,V69,S48,1,,5
