id,cluster,client,skill,demand,consultant,priority
1,C3,V1,S6,1,,3
2,C4,V2,S2,3,,5
3,C9,V3,S4,4,,1
4,C1,V4,S9,2,,4
5,C1,V5,S9,2,,5
6,C7,V6,S8,6,,1
7,C5,V7,S4,5,,1
8,C2,V8,S3,3,,1
9,C7,V9,S8,4,,3
10,C3,V10,S7,6,,3
11,C3,V11,S5,6,,4
12,C9,V12,S8,5,,1
13,C6,V13,S8,4,,4
14,C8,V14,S9,5,,5
15,C5,V15,S10,6,,2
16,C2,V16,S10,5,,3
17,C1,V17,S7,4,,4
18,C6,V18,S6,1,,2
19,C9,V19,S2,5,,1
20,C8,V20,S8,6,,4
21,C1,V21,S2,2,,5
22,C2,V22,S10,2,,2
23,C8,V23,S8,6,,4
24,C8,V24,S7,2,,4
25,C7,V25,S3,6,,1
26,C2,V26,S9,6,,4
27,C5,V27,S6,1,,4
28,C7,V28,S10,3,,3
29,C1,V29,S8,5,,2
30,C9,V30,S1,3,,1
31,C6,V31,S9,4,,5
32,C4,V32,S7,3,,2
33,C8,V33,S2,4,,3
34,C4,V34,S1,5,,5
35,C3,V35,S7,3,K6,4
36,C2,V36,S5,4,K20,3
37,C6,V37,S10,5,K14,5
38,C2,V38,S8,3,K2,4
