id,cluster,client,skill,demand,consultant,priority
1,C13,V1,S19,4,,1
2,C11,V2,S2,5,,4
3,C10,V3,S25,3,,2
4,C4,V4,S19,3,,3
5,C4,V5,S14,2,,2
6,C6,V6,S11,4,,1
7,C13,V7,S17,4,,1
8,C12,V8,S28,4,,1
9,C11,V9,S15,2,,3
10,C21,V10,S26,1,,5
11,C20,V11,S11,1,,3
12,C16,V12,S6,2,,2
13,C21,V13,S4,2,,3
14,C17,V14,S27,6,,5
15,C5,V15,S16,6,,5
16,C16,V16,S2,6,,5
17,C15,V17,S11,5,,4
18,C20,V18,S12,6,,4
19,C11,V19,S22,4,,1
20,C22,V20,S22,1,,2
21,C20,V21,S28,2,,4
22,C24,V22,S11,3,,3
23,C30,V23,S20,1,,3
24,C12,V24,S4,3,,4
25,C28,V25,S25,4,,5
26,C8,V26,S8,3,,1
27,C3,V27,S28,6,,3
28,C9,V28,S13,3,,3
29,C30,V29,S16,4,,4
30,C7,V30,S11,1,,3
31,C1,V31,S22,5,,3
32,C23,V32,S18,5,,1
33,C23,V33,S25,3,,4
34,C18,V34,S3,6,,1
35,C17,V35,S12,6,,2
36,C26,V36,S18,2,,1
37,C30,V37,S21,1,,5
38,C15,V38,S26,2,,1
39,C24,V39,S16,2,,4
40,C14,V40,S6,5,,1
41,C3,V41,S6,3,,3
42,C1,V42,S18,6,,1
43,C22,V43,S2,2,,1
44,C21,V44,S15,4,,4
45,C4,V45,S6,4,,1
46,C21,V46,S14,2,,5
47,C5,V47,S2,1,,5
48,C26,V48,S30,1,,2
49,C1,V49,S5,3,,5
50,C4,V50,S5,3,,2
51,C11,V51,S29,3,,3
52,C12,V52,S10,1,,2
53,C24,V53,S17,6,,2
54,C20,V54,S25,1,,3
55,C11,V55,S22,2,,4
56,C25,V56,S16,3,,2
57,C12,V57,S3,1,,1
58,C26,V58,S14,1,,4
59,C2,V59,S10,6,,1
60,C27,V60,S15,1,,1
61,C20,V61,S2,2,,4
62,C7,V62,S14,1,,4
63,C26,V63,S27,6,,1
64,C19,V64,S15,6,,1
65,C22,V65,S2,2,,2
66,C11,V66,S14,5,,4
67,C17,V67,S23,3,,1
68,C4,V68,S10,2,,2
69,C24,V69,S16,3,,5
70,C10,V70,S28,2,,4
71,C2,V71,S11,4,,4
72,C22,V72,S11,1,,2
73,C26,V73,S16,2,,5
74,C3,V74,S20,1,,4
75,C16,V75,S2,4,,3
76,C4,V76,S27,6,,2
77,C30,V77,S27,3,,3
78,C30,V78,S2,5,,1
79,C14,V79,S15,2,,1
80,C12,V80,S10,2,,2
81,C20,V81,S21,6,,3
82,C6,V82,S23,6,,5
83,C18,V83,S6,4,,1
84,C5,V84,S10,4,,1
85,C30,V85,S2,4,,2
86,C12,V86,S16,2,,2
87,C17,V87,S17,3,,1
88,C23,V88,S4,2,,1
89,C9,V89,S5,2,,3
90,C16,V90,S28,2,,2
91,C25,V91,S16,4,,5
92,C8,V92,S17,3,,5
93,C30,V93,S14,4,,4
94,C12,V94,S17,4,,2
95,C12,V95,S9,5,,5
96,C27,V96,S29,1,,2
97,C28,V97,S12,4,,5
98,C13,V98,S23,2,,5
99,C2,V99,S1,3,,3
100,C27,V100,S7,6,,1
101,C8,V101,S28,4,,4
102,C10,V102,S18,4,,5
103,C1,V103,S14,2,,1
104,C17,V104,S28,3,,4
105,C17,V105,S16,4,,5
106,C22,V106,S23,4,,1
107,C28,V107,S2,5,,2
108,C8,V108,S30,3,,5
109,C24,V109,S1,3,,3
110,C17,V110,S17,2,,4
111,C10,V111,S15,3,,1
112,C9,V112,S14,3,,2
113,C1,V113,S25,6,,1
114,C30,V114,S21,5,,2
115,C16,V115,S29,6,,2
116,C17,V116,S23,3,,5
117,C19,V117,S27,4,,1
118,C6,V118,S22,5,,2
119,C9,V119,S7,2,,4
120,C29,V120,S21,6,,3
121,C26,V121,S10,3,,4
122,C5,V122,S27,1,,2
123,C24,V123,S15,1,,2
124,C28,V124,S6,1,,1
125,C16,V125,S1,5,,1
126,C21,V126,S30,5,,3
127,C23,V127,S30,3,,2
128,C26,V128,S18,4,,5
129,C2,V129,S8,1,,2
130,C9,V130,S18,3,,1
131,C12,V131,S30,4,,5
132,C22,V132,S5,6,,4
133,C20,V133,S27,5,,5
134,C4,V134,S5,6,,4
135,C23,V135,S1,2,K36,3
136,C16,V136,S6,1,K30,3
137,C25,V137,S17,4,K57,3
138,C22,V138,S7,1,K55,4
139,C20,V139,S3,1,K27,3
140,C14,V140,S4,1,K60,3
141,C21,V141,S4,3,K11,2
142,C11,V142,S8,3,K30,3
143,C22,V143,S17,4,K31,2
144,C27,V144,S27,1,K50,2
145,C2,V145,S14,1,K10,4
146,C28,V146,S29,3,K41,4
147,C20,V147,S18,2,K15,1
148,C30,V148,S13,1,K24,4
149,C18,V149,S15,4,K13,5
150,C1,V150,S22,2,K31,2
151,C1,V151,S7,4,K9,4
152,C17,V152,S19,5,K54,5
153,C13,V153,S12,4,K47,4
154,C14,V154,S13,3,K50,2
