id,cluster,client,skill,demand,consultant,priority
1,C13,V1,S30,6,,5
2,C28,V2,S16,1,,4
3,C21,V3,S16,4,,5
4,C28,V4,S22,3,,4
5,C18,V5,S18,1,,5
6,C7,V6,S4,1,,3
7,C30,V7,S4,1,,1
8,C3,V8,S4,4,,5
9,C1,V9,S24,4,,5
10,C5,V10,S17,5,,2
11,C24,V11,S12,3,,4
12,C8,V12,S17,1,,2
13,C29,V13,S1,1,,4
14,C30,V14,S13,4,,4
15,C3,V15,S30,5,,4
16,C3,V16,S27,5,,3
17,C30,V17,S17,1,,5
18,C30,V18,S16,6,,2
19,C20,V19,S19,2,,2
20,C8,V20,S1,1,,3
21,C22,V21,S3,6,,2
22,C9,V22,S9,4,,3
23,C9,V23,S1,1,,4
24,C8,V24,S6,1,,1
25,C19,V25,S15,6,,4
26,C5,V26,S8,3,,5
27,C21,V27,S12,1,,5
28,C27,V28,S22,1,,3
29,C9,V29,S19,6,,4
30,C4,V30,S17,2,,4
31,C8,V31,S4,3,,5
32,C24,V32,S11,5,,5
33,C2,V33,S4,5,,4
34,C22,V34,S11,1,,2
35,C21,V35,S28,1,,5
36,C23,V36,S25,5,,2
37,C2,V37,S22,1,,4
38,C20,V38,S20,2,,2
39,C12,V39,S7,1,,4
40,C11,V40,S24,5,,1
41,C11,V41,S27,5,,2
42,C27,V42,S22,2,,3
43,C8,V43,S20,1,,1
44,C28,V44,S12,3,,1
45,C28,V45,S12,4,,2
46,C24,V46,S20,1,,5
47,C11,V47,S18,5,,1
48,C21,V48,S27,2,,4
49,C18,V49,S6,4,,3
50,C23,V50,S9,4,,2
51,C14,V51,S11,6,,5
52,C4,V52,S2,2,,4
53,C9,V53,S24,2,,2
54,C23,V54,S17,1,,5
55,C12,V55,S20,6,,5
56,C14,V56,S14,1,,2
57,C11,V57,S20,4,,4
58,C28,V58,S26,2,,5
59,C20,V59,S30,1,,5
60,C24,V60,S3,6,,5
61,C24,V61,S11,3,,5
62,C4,V62,S19,6,,2
63,C19,V63,S25,2,,1
64,C5,V64,S28,3,,3
65,C30,V65,S26,1,,2
66,C25,V66,S6,6,,5
67,C8,V67,S8,1,,4
68,C4,V68,S16,6,,4
69,C8,V69,S12,2,,2
70,C30,V70,S17,5,,4
71,C30,V71,S9,1,,2
72,C24,V72,S3,5,,5
73,C8,V73,S21,2,,1
74,C18,V74,S1,6,,5
75,C22,V75,S18,6,,3
76,C14,V76,S17,4,,1
77,C26,V77,S30,1,,3
78,C22,V78,S28,4,,2
79,C20,V79,S21,1,,5
80,C26,V80,S20,1,,5
81,C15,V81,S16,1,,2
82,C23,V82,S18,3,,5
83,C19,V83,S22,2,,4
84,C8,V84,S9,3,,4
85,C27,V85,S16,4,,2
86,C21,V86,S4,6,,5
87,C4,V87,S9,5,,1
88,C23,V88,S23,1,,1
89,C19,V89,S28,2,,2
90,C17,V90,S8,3,,4
91,C8,V91,S25,6,,3
92,C6,V92,S16,5,,2
93,C12,V93,S28,5,,4
94,C14,V94,S10,3,,4
95,C8,V95,S30,1,,2
96,C1,V96,S28,5,,3
97,C28,V97,S19,1,,4
98,C12,V98,S27,3,,4
99,C1,V99,S21,3,,2
100,C29,V100,S30,2,,3
101,C14,V101,S8,2,,4
102,C27,V102,S27,4,,4
103,C23,V103,S28,6,,3
104,C6,V104,S4,2,,3
105,C25,V105,S28,4,,2
106,C22,V106,S26,4,,1
107,C13,V107,S27,3,,1
108,C17,V108,S28,2,,2
109,C29,V109,S15,6,,5
110,C25,V110,S20,3,,2
111,C11,V111,S17,3,,4
112,C18,V112,S26,1,,1
113,C8,V113,S12,4,,5
114,C23,V114,S6,3,,4
115,C23,V115,S5,1,,1
116,C4,V116,S15,2,,1
117,C5,V117,S30,1,,5
118,C27,V118,S24,6,,2
119,C11,V119,S8,2,,5
120,C30,V120,S28,6,,5
121,C20,V121,S7,4,,4
122,C19,V122,S8,2,,1
123,C12,V123,S2,6,,2
124,C27,V124,S2,3,,4
125,C20,V125,S12,6,,4
126,C16,V126,S26,4,,1
127,C16,V127,S2,3,,5
128,C8,V128,S9,5,,4
129,C22,V129,S4,1,,1
130,C24,V130,S2,1,,3
131,C18,V131,S15,5,,2
132,C28,V132,S14,5,,4
133,C26,V133,S21,1,,2
134,C19,V134,S15,4,,3
135,C28,V135,S2,6,,3
136,C2,V136,S19,5,,3
137,C5,V137,S15,6,,1
138,C18,V138,S9,2,,4
139,C11,V139,S12,5,,3
140,C6,V140,S16,1,K60,3
141,C12,V141,S9,4,K46,3
142,C8,V142,S14,6,K21,3
143,C13,V143,S19,1,K11,2
144,C9,V144,S16,1,K2,3
145,C27,V145,S2,3,K36,3
146,C3,V146,S9,1,K31,2
147,C18,V147,S12,4,K59,5
148,C13,V148,S25,6,K54,5
149,C8,V149,S26,4,K29,1
150,C29,V150,S11,5,K33,4
151,C4,V151,S5,2,K52,2
152,C10,V152,S15,1,K21,3
153,C13,V153,S22,5,K58,3
154,C22,V154,S11,6,K39,1
