id,cluster,client,skill,demand,consultant,priority
1,C13,V1,S18,2,,4
2,C22,V2,S2,3,,4
3,C17,V3,S1,1,,1
4,C8,V4,S15,3,,2
5,C8,V5,S6,2,,4
6,C10,V6,S17,2,,3
7,C24,V7,S5,6,,4
8,C21,V8,S27,1,,1
9,C28,V9,S6,4,,4
10,C11,V10,S10,1,,1
11,C11,V11,S22,4,,3
12,C19,V12,S10,6,,5
13,C24,V13,S18,1,,4
14,C9,V14,S15,1,,4
15,C21,V15,S30,4,,5
16,C24,V16,S30,5,,2
17,C27,V17,S24,3,,4
18,C28,V18,S24,2,,2
19,C8,V19,S4,4,,5
20,C2,V20,S20,6,,2
21,C5,V21,S10,6,,5
22,C29,V22,S1,3,,1
23,C14,V23,S10,5,,3
24,C14,V24,S6,2,,3
25,C17,V25,S13,1,,2
26,C24,V26,S12,5,,3
27,C28,V27,S19,2,,3
28,C20,V28,S23,1,,1
29,C7,V29,S7,1,,1
30,C13,V30,S10,6,,5
31,C22,V31,S18,2,,4
32,C28,V32,S12,3,,2
33,C30,V33,S15,3,,4
34,C10,V34,S21,1,,3
35,C8,V35,S23,1,,5
36,C21,V36,S1,4,,1
37,C13,V37,S23,3,,5
38,C23,V38,S22,2,,1
39,C10,V39,S13,3,,4
40,C11,V40,S27,4,,3
41,C30,V41,S12,2,,1
42,C17,V42,S30,4,,4
43,C21,V43,S21,2,,2
44,C8,V44,S28,6,,5
45,C1,V45,S10,4,,2
46,C20,V46,S2,5,,1
47,C6,V47,S15,1,,5
48,C20,V48,S21,3,,4
49,C29,V49,S28,5,,4
50,C5,V50,S11,4,,2
51,C5,V51,S12,4,,2
52,C23,V52,S14,5,,5
53,C13,V53,S14,2,,1
54,C16,V54,S8,2,,4
55,C18,V55,S5,1,,3
56,C14,V56,S25,1,,3
57,C12,V57,S29,1,,4
58,C11,V58,S25,4,,5
59,C15,V59,S26,2,,3
60,C22,V60,S20,3,,5
61,C15,V61,S1,3,,5
62,C5,V62,S29,2,,3
63,C28,V63,S6,2,,5
64,C2,V64,S10,6,,4
65,C6,V65,S8,2,,4
66,C15,V66,S21,1,,1
67,C18,V67,S14,6,,1
68,C27,V68,S2,2,,2
69,C26,V69,S7,4,,4
70,C1,V70,S20,3,,3
71,C24,V71,S9,3,,3
72,C2,V72,S4,2,,5
73,C1,V73,S6,6,,4
74,C15,V74,S19,5,,2
75,C8,V75,S15,5,,5
76,C23,V76,S4,2,,3
77,C16,V77,S26,2,,4
78,C8,V78,S29,3,,1
79,C22,V79,S15,2,,5
80,C24,V80,S19,1,,3
81,C15,V81,S18,1,,4
82,C2,V82,S9,3,,5
83,C24,V83,S23,6,,2
84,C20,V84,S2,5,,5
85,C25,V85,S27,1,,3
86,C9,V86,S5,3,,1
87,C28,V87,S17,4,,3
88,C6,V88,S25,4,,5
89,C21,V89,S27,6,,1
90,C12,V90,S4,3,,4
91,C10,V91,S4,4,,4
92,C25,V92,S29,3,,5
93,C18,V93,S25,1,,4
94,C11,V94,S6,6,,5
95,C6,V95,S5,6,,5
96,C8,V96,S6,4,,5
97,C22,V97,S11,3,,1
98,C19,V98,S4,5,,3
99,C3,V99,S10,5,,5
100,C18,V100,S20,1,,1
101,C20,V101,S4,4,,2
102,C25,V102,S20,1,,3
103,C30,V103,S16,2,,4
104,C30,V104,S23,2,,2
105,C10,V105,S18,3,,3
106,C25,V106,S17,3,,1
107,C18,V107,S28,1,,4
108,C9,V108,S8,2,,2
109,C17,V109,S20,4,,3
110,C30,V110,S16,2,,2
111,C22,V111,S9,6,,4
112,C5,V112,S21,6,,1
113,C10,V113,S13,6,,2
114,C6,V114,S24,2,,3
115,C17,V115,S12,2,,4
116,C14,V116,S24,5,,5
117,C24,V117,S16,3,,1
118,C2,V118,S29,6,,4
119,C23,V119,S23,5,,1
120,C26,V120,S6,1,,4
121,C20,V121,S12,3,,2
122,C14,V122,S17,6,,5
123,C1,V123,S3,2,,4
124,C25,V124,S22,5,,2
125,C15,V125,S8,3,,4
126,C8,V126,S23,4,,3
127,C16,V127,S9,3,,3
128,C1,V128,S30,3,,1
129,C25,V129,S5,2,,3
130,C10,V130,S29,6,,5
131,C26,V131,S10,3,,5
132,C20,V132,S17,3,,1
133,C15,V133,S13,3,,1
134,C17,V134,S30,6,,1
135,C9,V135,S30,4,,4
136,C8,V136,S18,1,,4
137,C30,V137,S2,4,,2
138,C6,V138,S30,2,,1
139,C11,V139,S12,5,,1
140,C25,V140,S7,4,K18,2
141,C5,V141,S26,3,K29,2
142,C6,V142,S30,2,K55,1
143,C19,V143,S5,3,K44,4
144,C26,V144,S7,4,K25,1
145,C24,V145,S6,3,K38,3
146,C15,V146,S1,6,K37,1
147,C27,V147,S30,4,K25,1
148,C7,V148,S18,4,K18,2
149,C26,V149,S6,5,K43,4
150,C12,V150,S8,4,K43,4
151,C24,V151,S1,3,K56,1
152,C26,V152,S30,5,K20,5
