id,cluster,client,skill,demand,consultant,priority
1,C22,V1,S13,3,,2
2,C5,V2,S39,5,,5
3,C35,V3,S23,5,,4
4,C9,V4,S9,3,,3
5,C31,V5,S12,6,,4
6,C48,V6,S10,5,,2
7,C10,V7,S25,3,,5
8,C10,V8,S12,6,,4
9,C1,V9,S21,4,,3
10,C42,V10,S22,6,,1
11,C19,V11,S32,3,,3
12,C10,V12,S18,6,,2
13,C36,V13,S25,2,,3
14,C11,V14,S48,1,,3
15,C28,V15,S6,2,,2
16,C26,V16,S29,2,,1
17,C2,V17,S49,4,,3
18,C27,V18,S26,1,,4
19,C33,V19,S3,1,,4
20,C46,V20,S39,3,,2
21,C3,V21,S21,6,,3
22,C25,V22,S42,3,,1
23,C46,V23,S4,6,,4
24,C25,V24,S24,1,,1
25,C7,V25,S33,5,,2
26,C4,V26,S28,2,,4
27,C9,V27,S17,4,,2
28,C48,V28,S6,2,,5
29,C49,V29,S19,4,,5
30,C17,V30,S32,2,,1
31,C50,V31,S18,1,,3
32,C18,V32,S25,5,,1
33,C20,V33,S45,5,,1
34,C40,V34,S6,4,,2
35,C11,V35,S9,6,,1
36,C12,V36,S44,2,,4
37,C13,V37,S16,1,,3
38,C43,V38,S47,1,,3
39,C25,V39,S23,6,,5
40,C36,V40,S38,2,,2
41,C50,V41,S10,2,,5
42,C36,V42,S34,6,,4
43,C5,V43,S35,6,,4
44,C16,V44,S15,1,,5
45,C44,V45,S42,4,,4
46,C7,V46,S50,6,,4
47,C39,V47,S3,2,,1
48,C13,V48,S42,5,,4
49,C43,V49,S1,5,,2
50,C26,V50,S9,6,,1
51,C49,V51,S26,3,,2
52,C33,V52,S17,4,,5
53,C30,V53,S7,6,,1
54,C18,V54,S1,5,,3
55,C6,V55,S5,4,,3
56,C2,V56,S29,5,,4
57,C11,V57,S25,2,,4
58,C24,V58,S38,3,,2
59,C5,V59,S44,1,,4
60,C5,V60,S29,6,,1
61,C15,V61,S28,4,,4
62,C1,V62,S32,6,,3
63,C14,V63,S24,5,,3
64,C38,V64,S8,6,,1
65,C21,V65,S33,6,,2
66,C13,V66,S3,5,,4
67,C1,V67,S45,4,,1
68,C36,V68,S46,1,,5
69,C3,V69,S47,2,,1
70,C34,V70,S47,6,,1
71,C16,V71,S37,4,,1
72,C29,V72,S8,2,,5
73,C16,V73,S6,6,,1
74,C47,V74,S22,5,,4
75,C31,V75,S9,2,,1
76,C34,V76,S30,3,,1
77,C48,V77,S39,2,,5
78,C19,V78,S2,2,,1
79,C5,V79,S20,1,,4
80,C17,V80,S2,1,,4
81,C46,V81,S35,6,,1
82,C27,V82,S22,4,,2
83,C6,V83,S34,5,,3
84,C4,V84,S8,1,,2
