id,cluster,client,skill,demand,consultant,priority
1,C26,V1,S13,3,,2
2,C16,V2,S29,1,,2
3,C16,V3,S4,6,,4
4,C7,V4,S24,2,,5
5,C22,V5,S26,5,,5
6,C17,V6,S19,4,,5
7,C24,V7,S30,5,,1
8,C17,V8,S22,2,,4
9,C30,V9,S27,5,,1
10,C25,V10,S22,1,,1
11,C3,V11,S4,2,,4
12,C19,V12,S8,3,,5
13,C2,V13,S5,2,,3
14,C21,V14,S5,2,,2
15,C22,V15,S19,4,,4
16,C14,V16,S29,6,,5
17,C17,V17,S9,2,,4
18,C6,V18,S17,2,,2
19,C3,V19,S20,6,,4
20,C18,V20,S14,3,,3
21,C19,V21,S19,6,,1
22,C7,V22,S1,5,,1
23,C22,V23,S30,3,,1
24,C1,V24,S17,2,,3
25,C12,V25,S3,4,,1
26,C24,V26,S25,2,,5
27,C23,V27,S17,1,,4
28,C10,V28,S22,6,,2
29,C6,V29,S26,4,,2
30,C26,V30,S18,3,,5
31,C4,V31,S26,3,,3
32,C11,V32,S21,6,,1
33,C9,V33,S16,1,,2
34,C15,V34,S6,6,,4
35,C26,V35,S27,5,,2
36,C24,V36,S21,6,,3
37,C5,V37,S23,1,,1
38,C8,V38,S24,1,,2
39,C23,V39,S3,1,,2
40,C26,V40,S21,2,,2
41,C26,V41,S2,1,,5
42,C28,V42,S28,2,,3
43,C2,V43,S30,2,,5
44,C7,V44,S17,1,,3
45,C17,V45,S22,3,,2
46,C21,V46,S8,5,,4
47,C17,V47,S3,5,,5
48,C20,V48,S12,6,,3
49,C2,V49,S13,6,,2
50,C25,V50,S12,1,,3
51,C30,V51,S16,3,,5
52,C25,V52,S20,1,,5
53,C8,V53,S8,3,,1
54,C17,V54,S22,2,,2
55,C20,V55,S9,4,,5
56,C29,V56,S25,2,,3
57,C4,V57,S6,5,,2
58,C15,V58,S23,3,,5
59,C24,V59,S9,3,,5
60,C17,V60,S11,3,,2
61,C9,V61,S17,2,,2
62,C9,V62,S7,6,,1
63,C19,V63,S16,2,,3
64,C1,V64,S20,4,,4
65,C23,V65,S29,2,,2
66,C18,V66,S5,1,,2
67,C30,V67,S8,3,,5
68,C2,V68,S19,5,,3
69,C26,V69,S8,4,,2
70,C21,V70,S10,2,,5
71,C27,V71,S22,1,,2
72,C11,V72,S4,1,,2
73,C11,V73,S3,4,,5
74,C23,V74,S10,5,,2
75,C16,V75,S21,4,,2
76,C10,V76,S12,1,,4
77,C29,V77,S8,5,,1
78,C14,V78,S12,3,,1
79,C13,V79,S16,6,,3
80,C26,V80,S19,4,,2
81,C10,V81,S8,1,,3
82,C29,V82,S13,6,,2
83,C20,V83,S23,5,,4
84,C10,V84,S22,6,,5
85,C5,V85,S26,4,,1
86,C11,V86,S12,5,,2
87,C29,V87,S13,5,,4
88,C17,V88,S5,2,,4
89,C8,V89,S19,6,,2
90,C2,V90,S5,4,,4
91,C27,V91,S4,5,,4
92,C8,V92,S27,1,,5
93,C30,V93,S25,6,,4
94,C7,V94,S28,1,,5
95,C27,V95,S23,2,,1
96,C1,V96,S30,2,,4
97,C4,V97,S18,3,,3
98,C1,V98,S24,2,,4
99,C4,V99,S17,3,,2
100,C17,V100,S1,1,,1
101,C3,V101,S19,3,,4
102,C10,V102,S20,4,,2
103,C8,V103,S28,1,,5
104,C14,V104,S7,5,,1
105,C15,V105,S19,3,,3
106,C18,V106,S12,6,,1
107,C22,V107,S2,6,,1
108,C3,V108,S26,2,,2
109,C26,V109,S21,5,,1
110,C18,V110,S30,2,,1
111,C5,V111,S19,4,,1
112,C15,V112,S22,5,,4
113,C24,V113,S21,1,,3
114,C3,V114,S6,3,,5
115,C13,V115,S24,6,,1
116,C23,V116,S2,2,,2
117,C24,V117,S20,2,,3
118,C3,V118,S14,6,,1
119,C27,V119,S3,1,,3
120,C2,V120,S9,5,,3
121,C11,V121,S25,4,,4
122,C21,V122,S30,2,,2
123,C2,V123,S23,5,,2
124,C10,V124,S20,1,,2
125,C28,V125,S11,4,,4
126,C3,V126,S22,6,,3
127,C19,V127,S26,5,,2
128,C30,V128,S1,6,,3
129,C9,V129,S23,4,,1
130,C10,V130,S5,2,,4
131,C4,V131,S29,6,,3
132,C28,V132,S3,3,,5
133,C13,V133,S16,3,K42,3
134,C11,V134,S3,5,K13,3
135,C5,V135,S17,1,K37,2
136,C19,V136,S17,2,K12,1
137,C10,V137,S19,3,K58,3
138,C8,V138,S4,4,K15,2
139,C16,V139,S2,2,K20,2
140,C4,V140,S19,3,K38,5
141,C11,V141,S15,2,K7,3
142,C4,V142,S6,1,K25,4
143,C27,V143,S22,2,K56,3
144,C5,V144,S9,4,K16,3
145,C12,V145,S26,2,K8,4
146,C16,V146,S1,4,K16,3
147,C2,V147,S27,6,K11,3
148,C4,V148,S29,6,K12,1
