id,cluster,client,skill,demand,consultant,priority
1,C4,V1,S5,6,,1
2,C3,V2,S2,6,,4
3,C10,V3,S5,1,,1
4,C7,V4,S4,4,,5
5,C1,V5,S8,2,,4
6,C7,V6,S6,2,,4
7,C8,V7,S7,4,,4
8,C7,V8,S3,6,,1
9,C10,V9,S3,3,,4
10,C7,V10,S1,4,,4
11,C8,V11,S6,6,,2
12,C5,V12,S1,4,,4
13,C10,V13,S1,5,,1
14,C4,V14,S7,6,,4
15,C1,V15,S5,3,,3
16,C7,V16,S4,1,,2
17,C5,V17,S4,3,,2
18,C2,V18,S2,1,,5
19,C1,V19,S6,5,,4
20,C6,V20,S10,6,,1
21,C9,V21,S8,5,,1
22,C6,V22,S2,2,,1
23,C2,V23,S5,4,,2
24,C1,V24,S3,4,,1
25,C10,V25,S8,2,,3
26,C6,V26,S3,4,,4
27,C5,V27,S5,4,,4
28,C7,V28,S3,6,,4
29,C10,V29,S2,1,,3
30,C4,V30,S6,6,,2
31,C5,V31,S3,4,,1
32,C2,V32,S9,5,,4
33,C9,V33,S4,5,,1
34,C8,V34,S3,5,,1
35,C2,V35,S5,1,K3,2
36,C3,V36,S5,4,K9,4
37,C9,V37,S6,6,K5,4
38,C10,V38,S9,4,K7,1
