id,cluster,client,skill,demand,consultant,priority
1,C5,V1,S2,4,,1
2,C6,V2,S6,4,,3
3,C9,V3,S3,4,,5
4,C10,V4,S8,6,,3
5,C6,V5,S5,3,,5
6,C8,V6,S4,5,,4
7,C3,V7,S9,6,,2
8,C10,V8,S9,3,,1
9,C1,V9,S9,3,,3
10,C10,V10,S4,4,,1
11,C8,V11,S10,2,,4
12,C2,V12,S10,6,,5
13,C9,V13,S6,2,,3
14,C5,V14,S2,5,,1
15,C7,V15,S3,6,,4
16,C3,V16,S2,4,,4
17,C3,V17,S6,1,,1
18,C5,V18,S6,6,,1
19,C7,V19,S5,4,,4
20,C6,V20,S6,2,,1
21,C9,V21,S4,1,,4
22,C10,V22,S1,3,,2
23,C5,V23,S2,5,,4
24,C10,V24,S9,6,,3
25,C2,V25,S1,4,,2
26,C2,V26,S8,6,,4
27,C3,V27,S1,4,,2
28,C3,V28,S5,1,,1
29,C1,V29,S3,4,,3
30,C3,V30,S9,3,,2
31,C10,V31,S9,6,,2
32,C3,V32,S5,2,,2
33,C10,V33,S6,1,,3
34,C9,V34,S7,4,,5
35,C2,V35,S10,5,,5
36,C4,V36,S7,5,K6,4
37,C7,V37,S3,6,K1,3
38,C10,V38,S1,4,K7,3
