id,cluster,client,skill,demand,consultant,priority
1,C9,V1,S3,6,,2
2,C5,V2,S6,3,,3
3,C9,V3,S10,3,,1
4,C3,V4,S3,2,,5
5,C4,V5,S7,2,,3
6,C10,V6,S4,4,,3
7,C9,V7,S9,4,,1
8,C5,V8,S5,6,,1
9,C6,V9,S2,1,,1
10,C9,V10,S7,5,,4
11,C8,V11,S8,2,,3
12,C6,V12,S10,1,,3
13,C3,V13,S10,6,,2
14,C6,V14,S5,4,,1
15,C1,V15,S3,6,,4
16,C2,V16,S7,4,,1
17,C8,V17,S2,1,,1
18,C2,V18,S10,1,,4
19,C8,V19,S3,3,,3
20,C4,V20,S3,2,,5
21,C10,V21,S9,6,,1
22,C10,V22,S9,5,,1
23,C6,V23,S10,1,,2
24,C5,V24,S3,4,,5
25,C3,V25,S1,2,,4
26,C10,V26,S3,4,,1
27,C10,V27,S8,2,,4
28,C7,V28,S10,6,,3
29,C3,V29,S3,2,,4
30,C10,V30,S10,1,,1
31,C1,V31,S7,4,,2
32,C7,V32,S9,1,,2
33,C1,V33,S4,2,,2
34,C9,V34,S5,6,,3
35,C10,V35,S1,1,,4
36,C4,V36,S1,4,,5
37,C1,V37,S6,2,,4
38,C2,V38,S7,4,,3
39,C9,V39,S5,6,,1
40,C10,V40,S2,6,,1
41,C7,V41,S1,5,K15,2
42,C1,V42,S5,2,K10,2
43,C2,V43,S6,3,K16,4
44,C7,V44,S1,5,K20,5
