id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S8,6,,3
2,C4,V2,S8,5,,4
3,C7,V3,S6,5,,5
4,C8,V4,S1,1,,5
5,C3,V5,S7,6,,1
6,C10,V6,S5,3,,1
7,C2,V7,S2,4,,2
8,C1,V8,S1,5,,3
9,C3,V9,S3,3,,5
10,C8,V10,S10,6,,1
11,C5,V11,S7,4,,5
12,C8,V12,S3,6,,2
13,C10,V13,S7,3,,5
14,C3,V14,S1,1,,5
15,C5,V15,S1,6,,4
16,C3,V16,S6,1,,3
17,C8,V17,S10,6,,2
18,C4,V18,S5,5,,3
19,C2,V19,S8,6,,1
20,C3,V20,S7,5,,3
21,C9,V21,S2,5,,3
22,C4,V22,S4,5,,1
23,C1,V23,S3,4,,2
24,C1,V24,S8,3,,3
25,C7,V25,S8,5,,1
26,C1,V26,S4,1,,3
27,C2,V27,S10,2,,4
28,C5,V28,S7,4,,4
29,C4,V29,S6,4,,5
30,C8,V30,S7,2,,1
31,C2,V31,S10,2,,2
32,C1,V32,S3,6,,4
33,C9,V33,S5,5,,5
34,C8,V34,S1,2,K9,3
35,C6,V35,S6,5,K12,2
36,C8,V36,S1,1,K10,5
37,C2,V37,S7,3,K9,3
38,C5,V38,S4,4,K16,3
