id,cluster,client,skill,demand,consultant,priority
1,C8,V1,S10,2,,2
2,C25,V2,S24,1,,4
3,C8,V3,S12,3,,5
4,C28,V4,S20,1,,5
5,C11,V5,S2,4,,5
6,C9,V6,S20,4,,2
7,C25,V7,S15,3,,5
8,C9,V8,S24,3,,5
9,C5,V9,S7,5,,1
10,C11,V10,S15,2,,2
11,C20,V11,S27,5,,1
12,C15,V12,S22,6,,4
13,C8,V13,S12,4,,4
14,C20,V14,S26,6,,1
15,C21,V15,S22,3,,2
16,C6,V16,S2,6,,4
17,C19,V17,S13,3,,5
18,C18,V18,S17,1,,3
19,C30,V19,S30,1,,4
20,C11,V20,S12,6,,2
21,C5,V21,S24,6,,3
22,C26,V22,S7,2,,1
23,C7,V23,S24,3,,4
24,C13,V24,S19,6,,5
25,C10,V25,S26,5,,1
26,C29,V26,S20,4,,3
27,C28,V27,S29,3,,3
28,C15,V28,S21,2,,1
29,C18,V29,S19,2,,5
30,C27,V30,S18,3,,2
31,C30,V31,S4,3,,5
32,C11,V32,S1,1,,1
33,C11,V33,S11,1,,3
34,C19,V34,S7,5,,5
35,C20,V35,S6,4,,4
36,C16,V36,S26,2,,4
37,C14,V37,S7,5,,2
38,C12,V38,S5,6,,4
39,C6,V39,S20,6,,1
40,C26,V40,S17,5,,5
41,C29,V41,S2,2,,5
42,C30,V42,S12,3,,4
43,C15,V43,S4,4,,1
44,C12,V44,S23,1,,3
45,C10,V45,S24,5,,3
46,C7,V46,S4,1,,1
47,C2,V47,S5,2,,2
48,C24,V48,S19,1,,3
49,C14,V49,S29,1,,1
50,C1,V50,S7,4,,5
51,C22,V51,S2,6,,5
52,C14,V52,S2,3,,3
53,C2,V53,S3,1,,3
54,C24,V54,S7,2,,5
55,C14,V55,S23,4,,5
56,C21,V56,S19,2,,3
57,C25,V57,S27,4,,1
58,C12,V58,S3,4,,2
59,C26,V59,S26,6,,4
60,C13,V60,S20,2,,1
61,C10,V61,S30,5,,5
62,C10,V62,S14,6,,5
63,C12,V63,S2,2,,5
64,C3,V64,S22,5,,3
65,C6,V65,S11,2,,3
66,C9,V66,S29,5,,4
67,C28,V67,S19,3,,4
68,C23,V68,S17,1,,1
69,C14,V69,S24,2,,2
70,C23,V70,S28,3,,4
71,C26,V71,S16,1,,2
72,C25,V72,S11,4,,5
73,C19,V73,S28,5,,5
74,C2,V74,S20,6,,2
75,C2,V75,S5,5,,2
76,C17,V76,S26,5,,3
77,C22,V77,S23,2,,3
78,C13,V78,S25,6,,1
79,C10,V79,S3,1,,4
80,C10,V80,S28,5,,4
81,C14,V81,S21,1,,4
82,C8,V82,S2,2,,4
83,C12,V83,S23,3,,5
84,C9,V84,S13,6,,3
85,C30,V85,S5,3,,2
86,C24,V86,S5,5,,2
87,C30,V87,S28,6,,3
88,C29,V88,S30,1,,1
89,C12,V89,S21,6,,5
90,C11,V90,S28,3,,4
91,C26,V91,S10,6,,4
92,C28,V92,S22,5,,3
93,C25,V93,S17,6,,1
94,C2,V94,S8,3,,5
95,C7,V95,S2,4,,5
96,C1,V96,S10,1,,2
97,C21,V97,S6,3,,2
98,C28,V98,S7,3,,5
99,C12,V99,S4,6,,2
100,C1,V100,S28,4,,5
101,C28,V101,S28,3,,1
102,C14,V102,S12,6,,2
103,C5,V103,S26,2,,3
104,C25,V104,S7,5,,5
105,C25,V105,S29,5,,1
106,C13,V106,S17,6,,5
107,C17,V107,S20,6,,3
108,C7,V108,S27,1,,1
109,C20,V109,S7,5,,4
110,C30,V110,S23,4,,5
111,C8,V111,S20,5,,4
112,C22,V112,S16,5,,1
113,C9,V113,S16,1,,1
114,C21,V114,S30,1,,2
115,C5,V115,S9,2,,4
116,C20,V116,S5,1,,4
117,C15,V117,S26,2,,3
118,C16,V118,S8,4,,1
119,C10,V119,S16,4,,4
120,C20,V120,S4,6,,2
121,C7,V121,S3,6,,4
122,C19,V122,S12,6,,5
123,C10,V123,S16,2,,2
124,C5,V124,S16,1,,4
125,C29,V125,S5,1,,3
126,C14,V126,S24,5,,1
127,C29,V127,S30,3,,2
128,C12,V128,S12,1,K35,2
129,C11,V129,S14,1,K53,1
130,C26,V130,S20,1,K43,4
131,C6,V131,S11,3,K8,3
132,C27,V132,S13,6,K28,2
133,C19,V133,S11,5,K59,1
134,C22,V134,S9,2,K42,3
135,C27,V135,S14,2,K35,2
136,C1,V136,S22,1,K32,3
137,C1,V137,S5,1,K13,2
138,C26,V138,S6,2,K43,4
139,C18,V139,S24,1,K26,1
140,C22,V140,S12,3,K36,5
141,C29,V141,S2,5,K10,4
142,C24,V142,S26,6,K15,4
143,C14,V143,S20,4,K59,1
144,C22,V144,S12,6,K39,3
