id,cluster,client,skill,demand,consultant,priority
1,C7,V1,S6,2,,3
2,C6,V2,S1,4,,2
3,C9,V3,S8,6,,3
4,C7,V4,S10,3,,5
5,C7,V5,S7,5,,2
6,C9,V6,S1,1,,3
7,C2,V7,S5,3,,2
8,C3,V8,S10,3,,1
9,C3,V9,S5,2,,1
10,C2,V10,S1,3,,2
11,C10,V11,S2,1,,1
12,C3,V12,S6,5,,5
13,C2,V13,S5,5,,5
14,C1,V14,S6,1,,4
15,C3,V15,S10,6,,2
16,C1,V16,S2,1,,1
17,C2,V17,S7,5,,1
18,C6,V18,S1,6,,5
19,C10,V19,S8,2,,1
20,C5,V20,S8,5,,2
21,C10,V21,S10,2,,4
22,C8,V22,S10,1,,3
23,C7,V23,S3,6,,4
24,C4,V24,S2,2,,5
25,C2,V25,S9,5,,4
26,C6,V26,S3,3,,2
27,C8,V27,S3,5,,1
28,C10,V28,S7,5,,4
29,C5,V29,S3,2,,2
30,C7,V30,S9,4,,2
31,C8,V31,S5,6,,1
32,C8,V32,S1,6,,4
33,C3,V33,S5,2,,5
34,C10,V34,S10,1,,4
35,C7,V35,S4,5,,1
36,C4,V36,S6,1,,1
37,C5,V37,S7,4,,5
38,C1,V38,S2,6,,2
39,C5,V39,S5,1,K6,4
40,C7,V40,S4,5,K8,3
41,C2,V41,S8,2,K12,5
42,C9,V42,S5,5,K5,5
43,C3,V43,S5,2,K14,4
