airport_from,airport_to,cost,distance
C1,C1,0.0,0.0
C1,C2,32.0,32.0
C1,C3,34.2,34.2
C1,C4,89.3,89.3
C1,C5,69.0,69.0
C1,C6,30.0,30.0
C1,C7,90.1,90.1
C1,C8,61.0,61.0
C1,C9,67.7,67.7
C1,C10,33.1,33.1
C1,C11,71.1,71.1
C1,C12,91.5,91.5
C1,C13,35.8,35.8
C1,C14,68.2,68.2
C1,C15,104.7,104.7
C1,C16,45.6,45.6
C1,C17,68.9,68.9
C1,C18,55.9,55.9
C1,C19,89.3,89.3
C1,C20,38.0,38.0
C1,C21,54.1,54.1
C1,C22,6.1,6.1
C1,C23,57.0,57.0
C1,C24,95.3,95.3
C1,C25,88.1,88.1
C1,C26,45.0,45.0
C1,C27,62.3,62.3
C1,C28,44.3,44.3
C1,C29,36.0,36.0
C1,C30,47.4,47.4
C2,C1,32.0,32.0
C2,C2,0.0,0.0
C2,C3,27.7,27.7
C2,C4,76.7,76.7
C2,C5,64.4,64.4
C2,C6,5.7,5.7
C2,C7,102.4,102.4
C2,C8,83.5,83.5
C2,C9,96.1,96.1
C2,C10,64.5,64.5
C2,C11,95.6,95.6
C2,C12,82.5,82.5
C2,C13,61.4,61.4
C2,C14,76.4,76.4
C2,C15,113.8,113.8
C2,C16,58.3,58.3
C2,C17,93.9,93.9
C2,C18,85.0,85.0
C2,C19,91.0,91.0
C2,C20,64.3,64.3
C2,C21,58.7,58.7
C2,C22,26.0,26.0
C2,C23,78.7,78.7
C2,C24,102.6,102.6
C2,C25,81.3,81.3
C2,C26,62.2,62.2
C2,C27,89.5,89.5
C2,C28,56.9,56.9
C2,C29,67.1,67.1
C2,C30,59.4,59.4
C3,C1,34.2,34.2
C3,C2,27.7,27.7
C3,C3,0.0,0.0
C3,C4,55.6,55.6
C3,C5,38.3,38.3
C3,C6,22.0,22.0
C3,C7,75.5,75.5
C3,C8,62.1,62.1
C3,C9,79.8,79.8
C3,C10,57.0,57.0
C3,C11,75.0,75.0
C3,C12,59.0,59.0
C3,C13,45.2,45.2
C3,C14,49.0,49.0
C3,C15,86.3,86.3
C3,C16,33.2,33.2
C3,C17,74.0,74.0
C3,C18,70.5,70.5
C3,C19,63.6,63.6
C3,C20,48.4,48.4
C3,C21,31.1,31.1
C3,C22,31.6,31.6
C3,C23,57.1,57.1
C3,C24,75.0,75.0
C3,C25,56.6,56.6
C3,C26,39.2,39.2
C3,C27,72.0,72.0
C3,C28,32.0,32.0
C3,C29,58.2,58.2
C3,C30,33.8,33.8
C4,C1,89.3,89.3
C4,C2,76.7,76.7
C4,C3,55.6,55.6
C4,C4,0.0,0.0
C4,C5,25.5,25.5
C4,C6,72.2,72.2
C4,C7,71.0,71.0
C4,C8,87.2,87.2
C4,C9,112.2,112.2
C4,C10,104.4,104.4
C4,C11,99.0,99.0
C4,C12,10.8,10.8
C4,C13,85.8,85.8
C4,C14,51.9,51.9
C4,C15,70.2,70.2
C4,C16,61.0,61.0
C4,C17,99.9,99.9
C4,C18,107.5,107.5
C4,C19,40.0,40.0
C4,C20,88.4,88.4
C4,C21,46.0,46.0
C4,C22,87.1,87.1
C4,C23,83.2,83.2
C4,C24,59.0,59.0
C4,C25,16.0,16.0
C4,C26,69.4,69.4
C4,C27,103.6,103.6
C4,C28,61.1,61.1
C4,C29,104.3,104.3
C4,C30,59.5,59.5
C5,C1,69.0,69.0
C5,C2,64.4,64.4
