id,cluster,client,skill,demand,consultant,priority
1,C25,V1,S3,3,,5
2,C7,V2,S16,2,,1
3,C11,V3,S7,6,,1
4,C20,V4,S4,4,,2
5,C29,V5,S23,6,,5
6,C17,V6,S1,2,,4
7,C29,V7,S9,3,,5
8,C22,V8,S25,4,,3
9,C9,V9,S16,5,,1
10,C9,V10,S12,6,,3
11,C1,V11,S27,4,,2
12,C24,V12,S9,5,,2
13,C14,V13,S11,6,,2
14,C2,V14,S14,3,,4
15,C3,V15,S20,4,,5
16,C3,V16,S17,2,,1
17,C9,V17,S11,1,,1
18,C21,V18,S27,2,,5
19,C20,V19,S14,2,,4
20,C29,V20,S14,5,,1
21,C15,V21,S30,6,,1
22,C7,V22,S26,5,,2
23,C16,V23,S14,2,,5
24,C24,V24,S30,6,,5
25,C18,V25,S16,1,,2
26,C16,V26,S27,3,,2
27,C18,V27,S21,5,,3
28,C3,V28,S28,5,,5
29,C30,V29,S11,6,,2
30,C30,V30,S17,1,,4
31,C7,V31,S12,1,,5
32,C11,V32,S30,1,,3
33,C6,V33,S23,2,,5
34,C23,V34,S24,2,,3
35,C2,V35,S1,4,,2
36,C15,V36,S21,5,,3
37,C24,V37,S14,2,,2
38,C18,V38,S27,4,,1
39,C19,V39,S29,4,,1
40,C25,V40,S26,4,,3
41,C16,V41,S11,3,,5
42,C24,V42,S14,5,,3
43,C21,V43,S10,6,,4
44,C29,V44,S16,4,,1
45,C30,V45,S24,4,,1
46,C7,V46,S26,6,,2
47,C23,V47,S27,2,,2
48,C22,V48,S12,5,,2
49,C4,V49,S3,3,,5
50,C12,V50,S17,2,,1
51,C30,V51,S21,2,,4
52,C23,V52,S7,1,,3
53,C3,V53,S26,5,,2
54,C19,V54,S5,2,,5
55,C27,V55,S11,6,,5
56,C29,V56,S25,5,,3
57,C2,V57,S24,3,,4
58,C4,V58,S9,2,,4
59,C22,V59,S10,4,,5
60,C20,V60,S24,5,,4
61,C28,V61,S16,5,,2
62,C23,V62,S27,1,,5
63,C3,V63,S21,4,,5
64,C13,V64,S1,6,,1
65,C25,V65,S1,1,,3
66,C12,V66,S17,3,,3
67,C19,V67,S4,4,,1
68,C10,V68,S21,5,,3
69,C17,V69,S2,2,,1
70,C5,V70,S29,5,,5
71,C29,V71,S15,1,,5
72,C27,V72,S1,2,,4
73,C30,V73,S14,5,,4
74,C19,V74,S15,3,,3
75,C5,V75,S23,4,,2
76,C13,V76,S5,5,K11,4
77,C23,V77,S26,1,K13,5
78,C23,V78,S7,6,K20,2
79,C12,V79,S1,4,K24,4
80,C11,V80,S24,4,K5,1
81,C17,V81,S6,3,K24,4
82,C5,V82,S15,1,K27,4
83,C17,V83,S17,6,K29,3
