id,cluster,client,skill,demand,consultant,priority
1,C12,V1,S28,6,,2
2,C6,V2,S16,6,,2
3,C21,V3,S15,2,,2
4,C16,V4,S18,3,,5
5,C25,V5,S9,1,,4
6,C6,V6,S11,4,,4
7,C6,V7,S12,2,,4
8,C16,V8,S28,4,,4
9,C12,V9,S9,6,,2
10,C8,V10,S14,6,,4
11,C5,V11,S14,2,,3
12,C25,V12,S29,4,,3
13,C29,V13,S7,4,,3
14,C1,V14,S13,3,,5
15,C2,V15,S6,6,,2
16,C17,V16,S9,6,,2
17,C21,V17,S11,6,,2
18,C24,V18,S28,4,,5
19,C22,V19,S22,3,,1
20,C11,V20,S24,2,,1
21,C24,V21,S28,1,,4
22,C10,V22,S2,2,,5
23,C8,V23,S22,3,,1
24,C15,V24,S4,5,,1
25,C2,V25,S9,6,,4
26,C13,V26,S25,2,,1
27,C3,V27,S1,6,,3
28,C22,V28,S24,5,,3
29,C7,V29,S27,3,,5
30,C9,V30,S14,3,,1
31,C23,V31,S7,2,,4
32,C27,V32,S22,5,,1
33,C8,V33,S13,2,,5
34,C22,V34,S8,6,,5
35,C10,V35,S6,4,,5
36,C18,V36,S2,4,,3
37,C16,V37,S15,2,,3
38,C6,V38,S2,2,,5
39,C13,V39,S7,3,,2
40,C11,V40,S1,3,,4
41,C1,V41,S30,5,,2
42,C30,V42,S9,3,,2
43,C5,V43,S27,1,,5
44,C13,V44,S16,6,,3
45,C30,V45,S21,2,,1
46,C13,V46,S12,3,,4
47,C25,V47,S3,1,,5
48,C9,V48,S12,2,,1
49,C21,V49,S29,3,,2
50,C14,V50,S19,4,,2
51,C6,V51,S22,5,,4
52,C23,V52,S19,1,,3
53,C9,V53,S24,6,,1
54,C20,V54,S14,2,,2
55,C6,V55,S17,4,,5
56,C23,V56,S21,1,,2
57,C17,V57,S16,2,,2
58,C28,V58,S9,6,,2
59,C14,V59,S18,2,,2
60,C7,V60,S11,6,,2
61,C27,V61,S1,3,,5
62,C22,V62,S14,4,,5
63,C20,V63,S13,6,,2
64,C18,V64,S17,2,,4
65,C5,V65,S16,1,,4
66,C28,V66,S15,3,,5
67,C2,V67,S2,1,,1
68,C26,V68,S9,6,,1
69,C27,V69,S12,5,,5
70,C2,V70,S28,6,,3
71,C28,V71,S18,3,,5
72,C8,V72,S24,2,,1
73,C24,V73,S29,2,,4
74,C11,V74,S7,2,,4
75,C26,V75,S19,4,,5
76,C16,V76,S11,4,,3
77,C23,V77,S1,1,,5
78,C12,V78,S30,6,,4
79,C11,V79,S24,6,,3
80,C17,V80,S17,3,,3
81,C21,V81,S5,6,,2
82,C27,V82,S15,1,,4
83,C30,V83,S5,6,,2
84,C24,V84,S11,1,,3
85,C2,V85,S1,3,,3
86,C21,V86,S9,5,,1
87,C16,V87,S11,1,,1
88,C2,V88,S4,6,,1
89,C14,V89,S24,5,,2
90,C21,V90,S27,1,,1
91,C5,V91,S3,2,,4
92,C10,V92,S19,6,,2
93,C20,V93,S12,4,,4
94,C7,V94,S5,3,,4
95,C14,V95,S2,2,,3
96,C19,V96,S11,4,,4
97,C27,V97,S28,3,,5
98,C11,V98,S12,6,,2
99,C26,V99,S12,5,,5
100,C14,V100,S16,1,,5
101,C14,V101,S1,4,,4
102,C11,V102,S19,4,,5
103,C26,V103,S13,3,,2
104,C9,V104,S9,4,,5
105,C24,V105,S7,3,,1
106,C7,V106,S2,2,,3
107,C4,V107,S16,3,,5
108,C1,V108,S14,3,,3
109,C12,V109,S24,3,,2
110,C12,V110,S16,3,,5
111,C6,V111,S30,5,,1
112,C1,V112,S4,5,,3
113,C28,V113,S24,2,,2
114,C23,V114,S2,4,,4
115,C24,V115,S6,6,,2
116,C9,V116,S10,3,,5
117,C15,V117,S23,1,,5
118,C26,V118,S24,1,,3
119,C14,V119,S30,4,,1
120,C8,V120,S2,2,,3
121,C2,V121,S9,4,,2
122,C6,V122,S24,2,,3
123,C12,V123,S3,4,,5
124,C27,V124,S12,5,,2
125,C21,V125,S17,6,,4
126,C6,V126,S17,3,,5
127,C15,V127,S4,6,,2
128,C7,V128,S25,6,K11,2
129,C18,V129,S19,4,K37,3
130,C2,V130,S10,5,K27,3
131,C6,V131,S5,6,K46,3
132,C18,V132,S12,2,K50,2
133,C13,V133,S10,4,K60,3
134,C15,V134,S2,3,K35,3
135,C19,V135,S19,5,K18,2
136,C23,V136,S12,2,K30,3
137,C8,V137,S17,5,K34,1
138,C24,V138,S17,1,K11,2
139,C25,V139,S11,1,K45,4
140,C15,V140,S9,6,K13,5
