id,cluster,client,skill,demand,consultant,priority
1,C38,V1,S26,3,,5
2,C37,V2,S19,4,,5
3,C20,V3,S42,4,,4
4,C9,V4,S39,6,,3
5,C25,V5,S11,5,,3
6,C20,V6,S39,3,,4
7,C36,V7,S43,6,,5
8,C50,V8,S37,3,,1
9,C20,V9,S34,4,,4
10,C13,V10,S42,5,,1
11,C46,V11,S12,3,,3
12,C13,V12,S43,6,,3
13,C14,V13,S31,3,,4
14,C19,V14,S33,6,,1
15,C3,V15,S22,5,,4
16,C2,V16,S10,4,,3
17,C13,V17,S3,3,,5
18,C17,V18,S35,6,,3
19,C22,V19,S29,5,,2
20,C36,V20,S13,2,,1
21,C17,V21,S26,4,,2
22,C50,V22,S40,1,,2
23,C8,V23,S46,6,,4
24,C40,V24,S18,4,,5
25,C32,V25,S21,4,,5
26,C25,V26,S30,2,,3
27,C37,V27,S34,5,,2
28,C37,V28,S42,4,,2
29,C12,V29,S43,2,,2
30,C6,V30,S11,4,,2
31,C26,V31,S45,1,,4
32,C31,V32,S9,6,,4
33,C27,V33,S23,4,,3
34,C38,V34,S27,6,,3
35,C5,V35,S38,3,,3
36,C43,V36,S49,5,,2
37,C20,V37,S35,5,,3
38,C39,V38,S11,5,,2
39,C30,V39,S5,6,,2
40,C34,V40,S32,2,,3
41,C40,V41,S46,1,,2
42,C14,V42,S46,3,,1
43,C30,V43,S41,6,,3
44,C11,V44,S19,4,,2
45,C41,V45,S17,4,,5
46,C21,V46,S30,5,,5
47,C42,V47,S47,4,,4
48,C50,V48,S20,1,,2
49,C17,V49,S26,6,,1
50,C46,V50,S17,1,,1
51,C29,V51,S15,5,,1
52,C9,V52,S3,4,,3
53,C47,V53,S45,5,,5
54,C19,V54,S46,1,,1
55,C40,V55,S20,6,,1
56,C7,V56,S45,1,,3
57,C11,V57,S22,3,,2
58,C36,V58,S17,2,,1
59,C22,V59,S40,2,,5
60,C26,V60,S16,5,,5
61,C37,V61,S11,3,,4
62,C29,V62,S43,5,,2
63,C12,V63,S5,6,,4
64,C33,V64,S4,3,,1
65,C16,V65,S39,6,,2
66,C2,V66,S43,6,,4
67,C29,V67,S32,5,,4
68,C29,V68,S17,1,,4
69,C49,V69,S42,3,,2
70,C29,V70,S23,3,,2
71,C36,V71,S6,5,,1
72,C26,V72,S12,4,,3
73,C35,V73,S28,5,,3
74,C1,V74,S19,2,,3
75,C4,V75,S13,2,,4
76,C12,V76,S28,1,,4
77,C24,V77,S21,6,,1
78,C50,V78,S50,5,,2
79,C45,V79,S29,1,,4
80,C43,V80,S18,4,,2
81,C20,V81,S18,5,,5
82,C28,V82,S23,2,,1
83,C5,V83,S47,3,,2
84,C47,V84,S25,5,,5
85,C49,V85,S7,6,,5
86,C26,V86,S14,5,,3
87,C41,V87,S41,1,,3
88,C20,V88,S14,2,,2
89,C47,V89,S31,1,,3
90,C28,V90,S41,3,,2
91,C3,V91,S25,5,,4
92,C25,V92,S39,3,,4
93,C49,V93,S19,3,,1
94,C16,V94,S28,2,,1
95,C15,V95,S7,5,,5
96,C39,V96,S29,1,,5
97,C29,V97,S20,2,,4
98,C44,V98,S45,2,,5
99,C5,V99,S36,5,,1
100,C10,V100,S12,4,,1
101,C1,V101,S36,2,,2
102,C21,V102,S15,1,,4
103,C4,V103,S24,6,,3
104,C41,V104,S34,3,,3
105,C19,V105,S15,1,,1
106,C33,V106,S41,1,,2
107,C31,V107,S50,4,,1
108,C2,V108,S11,6,,4
109,C27,V109,S15,4,,3
110,C13,V110,S32,5,,4
111,C36,V111,S32,6,,3
112,C5,V112,S9,2,,3
113,C15,V113,S18,2,,4
114,C26,V114,S42,4,,4
115,C13,V115,S29,6,,1
116,C4,V116,S10,2,,3
117,C20,V117,S4,6,,1
118,C11,V118,S46,2,,5
119,C2,V119,S49,2,,1
120,C32,V120,S22,2,,1
121,C3,V121,S6,1,,4
122,C29,V122,S23,4,,4
123,C47,V123,S43,1,,4
124,C11,V124,S29,6,,1
125,C6,V125,S5,2,,4
126,C41,V126,S48,6,,1
127,C42,V127,S34,3,,2
128,C3,V128,S21,5,,1
129,C24,V129,S7,5,,4
130,C13,V130,S31,5,,3
131,C21,V131,S31,6,,4
132,C32,V132,S7,1,,3
133,C44,V133,S30,6,,3
134,C12,V134,S33,3,,3
135,C38,V135,S17,2,,2
136,C21,V136,S26,3,,3
137,C28,V137,S16,4,,5
138,C47,V138,S4,3,,1
139,C10,V139,S31,4,,3
140,C20,V140,S49,5,,1
141,C24,V141,S2,6,,3
142,C20,V142,S49,6,,2
143,C43,V143,S5,2,,4
144,C16,V144,S11,4,,1
145,C10,V145,S4,6,,3
146,C28,V146,S43,1,,2
147,C45,V147,S36,3,,3
148,C18,V148,S5,5,,1
149,C38,V149,S24,6,,2
150,C31,V150,S3,3,,1
151,C45,V151,S4,1,,3
152,C1,V152,S19,3,,5
153,C38,V153,S21,5,,5
154,C42,V154,S16,5,,4
155,C23,V155,S19,1,,4
156,C8,V156,S38,4,,1
157,C30,V157,S43,5,,1
158,C8,V158,S7,4,,5
159,C8,V159,S28,6,,4
160,C3,V160,S16,2,,2
161,C13,V161,S21,5,,3
162,C50,V162,S4,3,,5
163,C12,V163,S41,4,,2
164,C29,V164,S9,5,,4
165,C12,V165,S8,5,,1
166,C27,V166,S14,4,,4
167,C25,V167,S9,3,,2
168,C30,V168,S7,6,,1
169,C40,V169,S30,4,,4
170,C37,V170,S21,4,,4
171,C26,V171,S10,5,,4
172,C4,V172,S31,1,,3
173,C31,V173,S32,5,,5
174,C15,V174,S44,6,,2
175,C37,V175,S21,1,,3
176,C5,V176,S39,6,,1
177,C5,V177,S6,3,,1
178,C40,V178,S1,3,,5
179,C11,V179,S19,3,,5
180,C42,V180,S19,5,,4
181,C43,V181,S15,5,,2
182,C48,V182,S48,6,,1
183,C28,V183,S35,5,,5
184,C38,V184,S40,6,,1
185,C26,V185,S5,4,,3
186,C33,V186,S45,3,,2
