name,available,cluster,wage,skill,lb,ub
K1,10,C6,0,"S21,S5,S17,S16,S8,S10,S1,S7,S19,S15,S22,S25,S2,S20,S4",1,5
K2,10,C1,0,"S27,S22,S21,S4,S16,S19,S15,S14,S17,S11,S6,S29,S8,S12,S5",1,2
K3,10,C25,1032,"S6,S18,S13,S9,S5,S27,S28,S21,S26,S7,S10,S24,S8,S29,S17",3,5
K4,10,C26,997,"S16,S15,S28,S13,S25,S11,S29,S27,S4,S30,S20,S1,S2,S5,S21",4,5
K5,10,C15,927,"S22,S6,S13,S9,S12,S28,S15,S27,S5,S16,S25,S17,S24,S19,S23",1,2
K6,10,C7,0,"S19,S24,S7,S17,S28,S26,S2,S20,S3,S29,S5,S22,S8,S27,S4",1,5
K7,10,C8,1058,"S10,S22,S15,S17,S18,S27,S20,S4,S23,S8,S21,S1,S29,S3,S2",3,4
K8,10,C17,0,"S30,S19,S24,S21,S26,S23,S5,S17,S12,S11,S27,S29,S22,S3,S4",3,5
K9,10,C6,0,"S12,S25,S8,S22,S20,S30,S5,S6,S2,S27,S16,S18,S3,S11,S7",2,4
K10,10,C5,0,"S17,S16,S2,S5,S8,S9,S25,S13,S24,S12,S15,S28,S19,S30,S4",4,5
K11,10,C22,1090,"S30,S11,S25,S3,S5,S13,S27,S9,S28,S24,S17,S14,S18,S29,S4",4,5
K12,10,C14,0,"S25,S27,S21,S14,S11,S7,S9,S24,S22,S8,S23,S20,S28,S13,S6",3,4
K13,10,C8,0,"S3,S23,S24,S27,S11,S14,S7,S25,S18,S2,S5,S9,S15,S26,S21",4,5
K14,10,C6,0,"S6,S23,S16,S18,S15,S14,S28,S9,S19,S13,S21,S22,S30,S2,S4",2,4
K15,10,C23,1085,"S19,S23,S24,S7,S14,S26,S9,S27,S8,S29,S10,S1,S21,S4,S2",4,5
K16,10,C19,1078,"S26,S14,S3,S19,S10,S11,S30,S1,S23,S25,S20,S12,S22,S7,S6",2,5
K17,10,C21,0,"S19,S14,S17,S27,S6,S9,S25,S10,S3,S23,S5,S7,S28,S2,S8",2,3
K18,10,C21,1083,"S16,S19,S26,S15,S5,S23,S1,S8,S18,S17,S14,S7,S12,S20,S28",2,5
K19,10,C3,0,"S18,S28,S12,S22,S16,S13,S23,S6,S27,S21,S10,S17,S7,S25,S15",2,3
K20,10,C24,944,"S9,S8,S16,S19,S3,S22,S28,S15,S4,S24,S7,S20,S14,S29,S13",1,3
K21,10,C12,957,"S3,S29,S2,S5,S17,S20,S10,S19,S8,S7,S21,S13,S26,S28,S9",1,5
K22,10,C5,0,"S9,S29,S26,S15,S1,S14,S7,S17,S11,S16,S19,S12,S20,S30,S6",2,4
K23,10,C21,0,"S14,S11,S22,S18,S21,S25,S9,S12,S17,S28,S30,S29,S24,S6,S27",2,3
K24,10,C20,0,"S6,S1,S4,S11,S5,S29,S20,S23,S24,S27,S18,S8,S10,S17,S15",4,5
K25,10,C29,0,"S13,S4,S30,S29,S5,S20,S10,S16,S7,S14,S2,S9,S24,S12,S15",1,5
K26,10,C13,1092,"S22,S8,S5,S11,S16,S2,S18,S25,S27,S20,S9,S12,S14,S26,S3",1,3
K27,10,C5,0,"S20,S21,S9,S29,S22,S26,S23,S11,S16,S15,S17,S10,S3,S2,S7",1,4
K28,10,C20,1023,"S3,S18,S29,S12,S15,S25,S11,S23,S4,S26,S17,S24,S1,S5,S22",3,5
K29,10,C25,1033,"S20,S27,S8,S21,S23,S17,S12,S26,S4,S11,S25,S24,S22,S14,S3",1,3
K30,10,C4,0,"S15,S23,S7,S22,S11,S8,S6,S26,S9,S5,S3,S16,S17,S27,S18",1,4
K31,10,C26,1038,"S18,S4,S29,S10,S17,S16,S5,S19,S30,S7,S27,S1,S28,S6,S3",1,5
K32,10,C10,0,"S17,S29,S27,S18,S15,S1,S12,S30,S21,S20,S16,S22,S3,S10,S2",2,3
K33,10,C2,0,"S5,S9,S10,S16,S28,S4,S19,S1,S2,S8,S27,S26,S21,S23,S20",1,3
K34,10,C9,0,"S17,S15,S28,S11,S19,S29,S2,S18,S30,S22,S5,S10,S6,S26,S27",1,3
K35,10,C8,999,"S9,S4,S18,S19,S29,S14,S25,S1,S3,S23,S13,S24,S11,S2,S7",1,5
K36,10,C15,0,"S17,S5,S30,S22,S16,S12,S26,S14,S9,S19,S2,S15,S11,S18,S8",1,3
K37,10,C10,0,"S9,S21,S30,S28,S10,S29,S16,S26,S15,S27,S12,S23,S25,S3,S6",2,4
K38,10,C10,1012,"S20,S1,S14,S15,S21,S12,S18,S10,S2,S19,S16,S29,S28,S24,S9",2,4
K39,10,C17,0,"S22,S17,S6,S30,S13,S24,S7,S25,S23,S21,S26,S15,S14,S16,S19",1,2
K40,10,C30,0,"S25,S6,S28,S17,S4,S24,S1,S29,S14,S26,S13,S22,S19,S27,S15",2,3
