id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S1,2,,2
2,C14,V2,S16,3,,3
3,C12,V3,S5,5,,2
4,C24,V4,S1,6,,3
5,C30,V5,S7,1,,2
6,C5,V6,S12,4,,2
7,C12,V7,S21,3,,2
8,C30,V8,S9,1,,3
9,C5,V9,S29,4,,4
10,C10,V10,S10,5,,5
11,C1,V11,S16,2,,2
12,C29,V12,S18,2,,1
13,C13,V13,S20,3,,3
14,C24,V14,S16,4,,5
15,C29,V15,S10,2,,4
16,C13,V16,S10,4,,1
17,C22,V17,S21,4,,2
18,C21,V18,S9,6,,4
19,C5,V19,S13,4,,5
20,C29,V20,S26,4,,3
21,C22,V21,S11,1,,3
22,C27,V22,S18,3,,4
23,C8,V23,S5,6,,5
24,C15,V24,S1,5,,3
25,C15,V25,S21,5,,4
26,C25,V26,S26,3,,5
27,C22,V27,S21,1,,1
28,C14,V28,S19,1,,2
29,C30,V29,S9,3,,2
30,C7,V30,S20,5,,4
31,C1,V31,S22,2,,5
32,C14,V32,S23,4,,2
33,C10,V33,S12,6,,2
34,C1,V34,S13,3,,1
35,C11,V35,S21,4,,1
36,C22,V36,S18,6,,5
37,C20,V37,S20,4,,4
38,C26,V38,S14,4,,1
39,C20,V39,S24,5,,2
40,C5,V40,S27,1,,5
41,C26,V41,S6,3,,2
42,C12,V42,S29,2,,5
43,C4,V43,S12,6,,5
44,C19,V44,S6,1,,5
45,C4,V45,S6,6,,3
46,C6,V46,S14,5,,5
47,C3,V47,S28,4,,3
48,C30,V48,S15,6,,2
49,C19,V49,S18,6,,5
50,C10,V50,S28,3,,1
51,C11,V51,S27,1,,5
52,C24,V52,S18,3,,1
53,C5,V53,S2,3,,5
54,C22,V54,S26,4,,2
55,C11,V55,S15,4,,3
56,C30,V56,S25,1,,2
57,C17,V57,S19,5,,5
58,C14,V58,S14,2,,1
59,C8,V59,S14,1,,4
60,C18,V60,S28,3,,4
61,C20,V61,S7,1,,5
62,C5,V62,S10,3,,2
63,C27,V63,S12,1,,3
64,C1,V64,S27,5,,2
65,C26,V65,S30,3,,3
66,C29,V66,S18,1,,2
67,C2,V67,S8,3,,4
68,C29,V68,S18,4,,4
69,C23,V69,S26,1,,3
70,C14,V70,S14,5,,1
71,C29,V71,S24,3,,3
72,C9,V72,S29,2,,1
73,C23,V73,S27,2,,5
74,C9,V74,S9,5,,4
75,C17,V75,S26,5,,3
76,C27,V76,S1,1,,4
77,C13,V77,S8,2,,5
78,C24,V78,S20,3,,4
79,C22,V79,S12,6,,4
80,C28,V80,S23,4,,2
81,C26,V81,S2,2,K15,5
82,C30,V82,S18,5,K23,3
83,C10,V83,S29,5,K6,3
84,C14,V84,S28,1,K4,4
85,C4,V85,S5,5,K34,1
86,C11,V86,S28,1,K11,4
87,C3,V87,S7,6,K17,2
88,C8,V88,S25,5,K9,4
