id,cluster,client,skill,demand,consultant,priority
1,C13,V1,S12,2,,3
2,C20,V2,S19,5,,5
3,C8,V3,S8,3,,4
4,C17,V4,S2,6,,1
5,C10,V5,S2,5,,4
6,C18,V6,S25,6,,2
7,C19,V7,S5,4,,5
8,C20,V8,S4,5,,3
9,C21,V9,S3,3,,5
10,C2,V10,S7,3,,1
11,C3,V11,S7,2,,4
12,C7,V12,S27,6,,2
13,C21,V13,S4,4,,3
14,C14,V14,S28,3,,3
15,C21,V15,S25,2,,3
16,C7,V16,S17,3,,4
17,C15,V17,S1,6,,5
18,C10,V18,S15,5,,4
19,C8,V19,S12,5,,1
20,C1,V20,S20,4,,4
21,C11,V21,S9,6,,1
22,C5,V22,S19,4,,2
23,C29,V23,S12,2,,5
24,C1,V24,S7,1,,3
25,C27,V25,S9,4,,1
26,C28,V26,S8,6,,4
27,C26,V27,S11,1,,4
28,C22,V28,S2,2,,1
29,C23,V29,S10,6,,3
30,C13,V30,S9,4,,5
31,C4,V31,S25,3,,2
32,C28,V32,S2,4,,3
33,C10,V33,S28,6,,5
34,C11,V34,S5,3,,2
35,C22,V35,S27,2,,1
36,C3,V36,S3,4,,1
37,C30,V37,S15,4,,4
38,C26,V38,S6,3,,1
39,C7,V39,S7,5,,1
40,C26,V40,S13,2,,4
41,C21,V41,S19,4,,2
42,C4,V42,S7,2,,5
43,C30,V43,S16,6,,1
44,C15,V44,S11,3,,3
45,C26,V45,S23,6,,1
46,C9,V46,S27,1,,1
47,C22,V47,S26,6,,1
48,C26,V48,S6,6,,2
49,C21,V49,S13,3,,2
50,C12,V50,S17,6,,4
51,C12,V51,S25,1,,1
52,C9,V52,S12,1,,3
53,C22,V53,S21,1,,1
54,C17,V54,S2,5,,1
55,C22,V55,S15,4,,3
56,C17,V56,S9,6,,1
57,C12,V57,S5,2,,2
58,C25,V58,S10,1,,1
59,C20,V59,S11,1,,2
60,C3,V60,S13,2,,2
61,C19,V61,S6,5,,5
62,C11,V62,S8,4,,3
63,C27,V63,S15,2,,3
64,C25,V64,S4,5,,1
65,C25,V65,S12,2,,1
66,C6,V66,S2,3,,2
67,C14,V67,S20,4,,4
68,C13,V68,S6,3,,5
69,C27,V69,S8,4,,5
70,C28,V70,S14,2,,5
71,C12,V71,S21,4,,3
72,C19,V72,S16,3,,1
73,C21,V73,S13,3,,3
74,C1,V74,S2,5,,4
75,C9,V75,S24,2,K5,1
76,C17,V76,S16,6,K1,4
77,C10,V77,S27,1,K7,4
78,C21,V78,S19,1,K38,3
79,C18,V79,S23,4,K19,2
80,C15,V80,S14,1,K39,2
81,C4,V81,S12,6,K37,4
82,C12,V82,S2,3,K9,4
83,C11,V83,S5,6,K34,1
