id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S10,5,,5
2,C10,V2,S1,4,,5
3,C1,V3,S10,6,,5
4,C2,V4,S7,1,,3
5,C9,V5,S7,4,,4
6,C5,V6,S6,4,,2
7,C2,V7,S6,4,,5
8,C7,V8,S3,1,,2
9,C4,V9,S4,2,,1
10,C8,V10,S3,3,,1
11,C6,V11,S7,3,,4
12,C6,V12,S8,4,,4
13,C6,V13,S3,6,,1
14,C7,V14,S3,6,,5
15,C9,V15,S6,1,,1
16,C1,V16,S5,4,,1
17,C1,V17,S2,6,,1
18,C7,V18,S2,1,,1
19,C1,V19,S4,2,,2
20,C9,V20,S2,5,,3
21,C4,V21,S9,2,,3
22,C5,V22,S8,5,,5
23,C7,V23,S10,5,,5
24,C2,V24,S9,3,,3
25,C10,V25,S9,4,,5
26,C6,V26,S5,5,,3
27,C9,V27,S1,4,,5
28,C7,V28,S4,3,,4
29,C9,V29,S1,2,,4
30,C2,V30,S7,4,,3
31,C8,V31,S4,4,,2
32,C5,V32,S6,4,,2
33,C8,V33,S2,4,,5
34,C3,V34,S1,1,,1
35,C8,V35,S3,1,,4
36,C4,V36,S4,5,,5
37,C9,V37,S1,4,,2
38,C7,V38,S4,3,,2
39,C7,V39,S6,2,K20,5
40,C2,V40,S3,4,K20,5
41,C9,V41,S7,3,K17,2
42,C4,V42,S3,6,K3,2
