airport_from,airport_to,cost,distance
C1,C1,0.0,0.0
C1,C2,32.7,32.7
C1,C3,67.3,67.3
C1,C4,82.2,82.2
C1,C5,44.1,44.1
C1,C6,69.2,69.2
C1,C7,61.7,61.7
C1,C8,21.9,21.9
C1,C9,49.3,49.3
C1,C10,17.0,17.0
C1,C11,34.8,34.8
C1,C12,88.6,88.6
C1,C13,56.7,56.7
C1,C14,80.9,80.9
C1,C15,51.2,51.2
C1,C16,90.7,90.7
C1,C17,66.4,66.4
C1,C18,44.9,44.9
C1,C19,46.0,46.0
C1,C20,76.1,76.1
C1,C21,70.4,70.4
C1,C22,27.9,27.9
C1,C23,52.7,52.7
C1,C24,82.7,82.7
C1,C25,60.8,60.8
C1,C26,63.2,63.2
C1,C27,20.8,20.8
C1,C28,66.4,66.4
C1,C29,98.2,98.2
C1,C30,92.2,92.2
C2,C1,32.7,32.7
C2,C2,0.0,0.0
C2,C3,89.9,89.9
C2,C4,81.3,81.3
C2,C5,21.3,21.3
C2,C6,46.0,46.0
C2,C7,88.9,88.9
C2,C8,31.3,31.3
C2,C9,32.8,32.8
C2,C10,42.0,42.0
C2,C11,49.8,49.8
C2,C12,77.7,77.7
C2,C13,51.7,51.7
C2,C14,78.2,78.2
C2,C15,76.6,76.6
C2,C16,90.5,90.5
C2,C17,41.2,41.2
C2,C18,51.4,51.4
C2,C19,44.2,44.2
C2,C20,59.5,59.5
C2,C21,96.6,96.6
C2,C22,43.8,43.8
C2,C23,44.3,44.3
C2,C24,93.4,93.4
C2,C25,47.5,47.5
C2,C26,65.3,65.3
C2,C27,42.2,42.2
C2,C28,57.8,57.8
C2,C29,95.2,95.2
C2,C30,95.0,95.0
C3,C1,67.3,67.3
C3,C2,89.9,89.9
C3,C3,0.0,0.0
C3,C4,62.0,62.0
C3,C5,85.0,85.0
C3,C6,96.8,96.8
C3,C7,16.4,16.4
C3,C8,58.7,58.7
C3,C9,78.7,78.7
C3,C10,78.0,78.0
C3,C11,40.8,40.8
C3,C12,85.0,85.0
C3,C13,63.1,63.1
C3,C14,65.1,65.1
C3,C15,17.1,17.1
C3,C16,64.6,64.6
C3,C17,98.6,98.6
C3,C18,46.4,46.4
C3,C19,58.6,58.6
C3,C20,88.8,88.8
C3,C21,14.0,14.0
C3,C22,46.1,46.1
C3,C23,68.0,68.0
C3,C24,36.8,36.8
C3,C25,77.0,77.0
C3,C26,51.0,51.0
C3,C27,83.0,83.0
C3,C28,70.9,70.9
C3,C29,74.8,74.8
C3,C30,58.9,58.9
C4,C1,82.2,82.2
C4,C2,81.3,81.3
C4,C3,62.0,62.0
C4,C4,0.0,0.0
C4,C5,63.2,63.2
C4,C6,56.3,56.3
C4,C7,75.7,75.7
C4,C8,60.7,60.7
C4,C9,51.0,51.0
C4,C10,99.0,99.0
C4,C11,50.3,50.3
C4,C12,25.6,25.6
C4,C13,29.6,29.6
C4,C14,5.0,5.0
C4,C15,66.2,66.2
C4,C16,9.2,9.2
C4,C17,61.4,61.4
C4,C18,37.5,37.5
C4,C19,38.1,38.1
C4,C20,39.4,39.4
C4,C21,76.0,76.0
C4,C22,55.9,55.9
C4,C23,37.3,37.3
C4,C24,31.3,31.3
C4,C25,38.3,38.3
C4,C26,19.1,19.1
C4,C27,103.0,103.0
C4,C28,26.3,26.3
C4,C29,16.3,16.3
C4,C30,15.8,15.8
C5,C1,44.1,44.1
C5,C2,21.3,21.3
C5,C3,85.0,85.0
C5,C4,63.2,63.2
C5,C5,0.0,0.0
C5,C6,26.0,26.0
C5,C7,87.8,87.8
C5,C8,30.5,30.5
C5,C9,12.4,12.4
C5,C10,58.0,58.0
C5,C11,44.6,44.6
C5,C12,56.8,56.8
C5,C13,34.0,34.0
C5,C14,59.5,59.5
C5,C15,74.8,74.8
C5,C16,72.3,72.3
C5,C17,22.4,22.4
C5,C18,40.3,40.3
C5,C19,29.7,29.7
C5,C20,38.3,38.3
C5,C21,94.3,94.3
C5,C22,41.0,41.0
C5,C23,26.0,26.0
C5,C24,80.4,80.4
C5,C25,26.9,26.9
C5,C26,49.6,49.6
C5,C27,59.5,59.5
C5,C28,38.1,38.1
C5,C29,75.9,75.9
C5,C30,78.0,78.0
C6,C1,69.2,69.2
C6,C2,46.0,46.0
C6,C3,96.8,96.8
C6,C4,56.3,56.3
C6,C5,26.0,26.0
C6,C6,0.0,0.0
C6,C7,103.4,103.4
C6,C8,52.0,52.0
C6,C9,21.1,21.1
C6,C10,83.8,83.8
C6,C11,60.4,60.4
C6,C12,40.1,40.1
C6,C13,34.7,34.7
C6,C14,51.5,51.5
C6,C15,90.5,90.5
C6,C16,64.3,64.3
C6,C17,6.3,6.3
C6,C18,50.6,50.6
C6,C19,38.5,38.5
C6,C20,19.0,19.0
C6,C21,108.3,108.3
C6,C22,59.4,59.4
C6,C23,28.8,28.8
C6,C24,81.8,81.8
C6,C25,20.5,20.5
C6,C26,50.4,50.4
C6,C27,85.4,85.4
C6,C28,30.9,30.9
C6,C29,64.4,64.4
C6,C30,72.1,72.1
C7,C1,61.7,61.7
C7,C2,88.9,88.9
C7,C3,16.4,16.4
C7,C4,75.7,75.7
C7,C5,87.8,87.8
C7,C6,103.4,103.4
C7,C7,0.0,0.0
C7,C8,58.7,58.7
C7,C9,83.7,83.7
C7,C10,69.4,69.4
C7,C11,43.6,43.6
C7,C12,97.0,97.0
C7,C13,71.6,71.6
C7,C14,78.2,78.2
C7,C15,13.0,13.0
C7,C16,79.3,79.3
C7,C17,104.2,104.2
C7,C18,53.1,53.1
C7,C19,65.0,65.0
C7,C20,98.0,98.0
C7,C21,9.1,9.1
C7,C22,46.9,46.9
C7,C23,75.0,75.0
C7,C24,52.8,52.8
C7,C25,84.8,84.8
C7,C26,62.1,62.1
C7,C27,74.3,74.3
C7,C28,80.6,80.6
C7,C29,89.5,89.5
C7,C30,74.3,74.3
C8,C1,21.9,21.9
C8,C2,31.3,31.3
C8,C3,58.7,58.7
C8,C4,60.7,60.7
C8,C5,30.5,30.5
C8,C6,52.0,52.0
C8,C7,58.7,58.7
C8,C8,0.0,0.0
C8,C9,31.0,31.0
C8,C10,38.9,38.9
C8,C11,18.7,18.7
C8,C12,66.9,66.9
C8,C13,34.8,34.8
C8,C14,59.2,59.2
C8,C15,46.0,46.0
C8,C16,69.5,69.5
C8,C17,50.6,50.6
C8,C18,24.4,24.4
C8,C19,24.1,24.1
C8,C20,55.7,55.7
C8,C21,65.9,65.9
C8,C22,12.5,12.5
C8,C23,31.3,31.3
C8,C24,65.2,65.2
C8,C25,40.2,40.2
C8,C26,42.1,42.1
C8,C27,42.5,42.5
C8,C28,44.7,44.7
C8,C29,76.6,76.6
C8,C30,71.7,71.7
C9,C1,49.3,49.3
C9,C2,32.8,32.8
C9,C3,78.7,78.7
C9,C4,51.0,51.0
C9,C5,12.4,12.4
C9,C6,21.1,21.1
C9,C7,83.7,83.7
C9,C8,31.0,31.0
C9,C9,0.0,0.0
C9,C10,64.9,64.9
C9,C11,40.2,40.2
C9,C12,44.9,44.9
C9,C13,22.4,22.4
C9,C14,47.3,47.3
C9,C15,70.7,70.7
C9,C16,60.1,60.1
C9,C17,20.6,20.6
C9,C18,32.5,32.5
C9,C19,20.6,20.6
C9,C20,27.8,27.8
C9,C21,89.3,89.3
C9,C22,38.6,38.6
C9,C23,14.3,14.3
C9,C24,70.0,70.0
C9,C25,14.8,14.8
C9,C26,38.6,38.6
