id,cluster,client,skill,demand,consultant,priority
1,C5,V1,S28,3,,3
2,C7,V2,S24,3,,4
3,C21,V3,S24,3,,1
4,C29,V4,S4,3,,4
5,C21,V5,S26,5,,1
6,C11,V6,S12,1,,3
7,C1,V7,S5,4,,2
8,C9,V8,S30,2,,2
9,C11,V9,S20,3,,5
10,C25,V10,S6,1,,4
11,C23,V11,S22,3,,5
12,C2,V12,S26,6,,2
13,C22,V13,S28,6,,5
14,C18,V14,S16,2,,2
15,C11,V15,S7,5,,3
16,C18,V16,S23,4,,4
17,C11,V17,S7,5,,1
18,C24,V18,S18,2,,1
19,C10,V19,S8,4,,4
20,C11,V20,S14,5,,5
21,C3,V21,S3,6,,5
22,C15,V22,S17,3,,2
23,C26,V23,S15,4,,4
24,C26,V24,S13,2,,1
25,C12,V25,S30,5,,1
26,C27,V26,S7,5,,3
27,C11,V27,S4,3,,3
28,C12,V28,S2,5,,4
29,C20,V29,S6,2,,3
30,C21,V30,S6,3,,4
31,C14,V31,S9,1,,4
32,C22,V32,S26,1,,2
33,C14,V33,S21,1,,5
34,C19,V34,S3,3,,2
35,C3,V35,S2,4,,5
36,C29,V36,S12,5,,2
37,C30,V37,S8,6,,1
38,C26,V38,S22,1,,2
39,C17,V39,S25,4,,2
40,C26,V40,S6,2,,1
41,C25,V41,S11,5,,3
42,C25,V42,S1,5,,2
43,C16,V43,S1,1,,4
44,C18,V44,S27,2,,5
45,C11,V45,S18,6,,2
46,C24,V46,S21,5,,3
47,C13,V47,S26,5,,5
48,C12,V48,S30,3,,1
49,C24,V49,S30,2,,3
50,C27,V50,S7,4,,1
51,C27,V51,S25,1,,5
52,C26,V52,S10,1,,1
53,C28,V53,S21,3,,4
54,C4,V54,S2,4,,3
55,C28,V55,S13,6,,5
56,C6,V56,S12,6,,5
57,C6,V57,S2,6,,2
58,C17,V58,S30,3,,5
59,C14,V59,S14,6,,5
60,C2,V60,S23,1,,3
61,C10,V61,S19,4,,3
62,C23,V62,S17,6,,1
63,C27,V63,S3,1,,4
64,C21,V64,S23,4,,1
65,C30,V65,S22,3,,3
66,C16,V66,S18,4,,3
67,C12,V67,S5,5,,1
68,C10,V68,S21,6,,3
69,C6,V69,S6,3,,5
70,C4,V70,S14,5,,5
71,C1,V71,S28,3,,1
72,C19,V72,S16,3,,5
73,C10,V73,S8,4,,4
74,C26,V74,S29,3,,4
75,C25,V75,S6,5,,5
76,C20,V76,S28,4,K5,3
77,C12,V77,S27,1,K39,5
78,C10,V78,S22,4,K33,2
79,C14,V79,S28,6,K7,5
80,C11,V80,S28,3,K34,1
81,C27,V81,S21,2,K39,5
82,C27,V82,S29,3,K40,2
83,C17,V83,S5,1,K13,4
84,C13,V84,S4,6,K22,3
