id,cluster,client,skill,demand,consultant,priority
1,C10,V1,S9,3,,5
2,C3,V2,S2,5,,3
3,C6,V3,S8,3,,2
4,C5,V4,S7,2,,3
5,C8,V5,S3,3,,1
6,C10,V6,S10,5,,2
7,C7,V7,S2,6,,5
8,C2,V8,S3,2,,3
9,C7,V9,S1,1,,2
10,C2,V10,S9,1,,2
11,C2,V11,S7,5,,3
12,C4,V12,S6,6,,1
13,C8,V13,S3,3,,5
14,C7,V14,S8,5,,5
15,C8,V15,S8,1,,2
16,C10,V16,S3,3,,4
17,C9,V17,S2,5,,1
18,C2,V18,S5,4,,2
19,C2,V19,S3,5,,3
20,C10,V20,S8,6,,4
21,C4,V21,S2,5,,5
22,C8,V22,S1,6,,5
23,C3,V23,S9,1,,3
24,C10,V24,S2,5,,4
25,C3,V25,S6,3,,4
26,C9,V26,S3,4,,1
27,C4,V27,S1,2,,3
28,C2,V28,S7,1,,3
29,C10,V29,S4,5,,5
30,C2,V30,S6,2,,5
31,C6,V31,S3,5,,5
32,C8,V32,S9,4,,5
33,C5,V33,S10,3,,5
34,C10,V34,S4,2,,5
35,C9,V35,S5,5,,5
36,C2,V36,S9,3,,2
37,C8,V37,S10,5,,2
38,C3,V38,S2,6,K3,2
39,C4,V39,S2,1,K19,5
40,C6,V40,S9,4,K15,2
41,C1,V41,S7,4,K9,4
