id,cluster,client,skill,demand,consultant,priority
1,C4,V1,S7,4,,4
2,C8,V2,S4,2,,4
3,C4,V3,S5,2,,5
4,C2,V4,S1,2,,4
5,C9,V5,S4,5,,1
6,C8,V6,S10,6,,4
7,C3,V7,S9,1,,5
8,C4,V8,S10,2,,3
9,C2,V9,S9,4,,3
10,C2,V10,S2,3,,5
11,C1,V11,S10,6,,4
12,C8,V12,S9,1,,2
13,C3,V13,S8,6,,1
14,C10,V14,S6,6,,3
15,C1,V15,S1,2,,1
16,C4,V16,S9,1,,1
17,C8,V17,S5,2,,2
18,C7,V18,S5,5,,3
19,C8,V19,S8,2,,2
20,C2,V20,S8,2,,1
21,C5,V21,S4,6,,3
22,C2,V22,S7,1,,2
23,C5,V23,S9,2,,4
24,C8,V24,S1,5,,4
25,C1,V25,S1,1,,4
26,C4,V26,S4,2,,4
27,C5,V27,S6,1,,1
28,C6,V28,S1,4,,3
29,C6,V29,S7,2,,5
30,C5,V30,S6,5,,5
31,C7,V31,S3,6,,5
32,C9,V32,S1,2,,5
33,C3,V33,S4,3,,3
34,C2,V34,S10,2,,1
35,C7,V35,S10,3,,3
36,C4,V36,S2,1,,5
37,C5,V37,S5,2,,1
38,C8,V38,S2,6,,2
39,C6,V39,S10,4,,4
40,C8,V40,S4,5,,4
41,C4,V41,S4,1,,3
42,C7,V42,S9,4,,4
43,C4,V43,S8,3,,5
44,C1,V44,S3,5,K15,2
45,C6,V45,S2,6,K2,2
46,C5,V46,S3,4,K8,3
