id,cluster,client,skill,demand,consultant,priority
1,C19,V1,S23,1,,5
2,C6,V2,S26,2,,5
3,C6,V3,S2,3,,3
4,C9,V4,S6,2,,3
5,C29,V5,S14,6,,4
6,C19,V6,S22,1,,5
7,C11,V7,S27,4,,3
8,C8,V8,S13,2,,5
9,C19,V9,S11,1,,3
10,C17,V10,S30,5,,5
11,C13,V11,S24,1,,1
12,C10,V12,S4,6,,3
13,C8,V13,S8,3,,4
14,C7,V14,S22,1,,1
15,C10,V15,S18,5,,1
16,C29,V16,S8,1,,5
17,C2,V17,S26,4,,3
18,C3,V18,S2,1,,5
19,C3,V19,S18,5,,1
20,C9,V20,S24,1,,4
21,C12,V21,S29,1,,5
22,C27,V22,S2,1,,5
23,C17,V23,S26,6,,5
24,C21,V24,S5,5,,3
25,C11,V25,S3,2,,4
26,C30,V26,S18,2,,4
27,C14,V27,S12,5,,5
28,C20,V28,S15,2,,5
29,C25,V29,S26,3,,1
30,C25,V30,S9,5,,3
31,C28,V31,S23,5,,4
32,C28,V32,S23,6,,4
33,C6,V33,S3,6,,3
34,C2,V34,S26,4,,1
35,C15,V35,S19,2,,5
36,C27,V36,S28,1,,4
37,C16,V37,S29,2,,3
38,C11,V38,S4,1,,2
39,C15,V39,S28,1,,4
40,C2,V40,S27,3,,3
41,C19,V41,S2,2,,3
42,C25,V42,S1,4,,4
43,C23,V43,S20,2,,1
44,C4,V44,S25,4,,2
45,C11,V45,S11,4,,5
46,C24,V46,S17,6,,4
47,C1,V47,S1,5,,5
48,C9,V48,S6,5,,1
49,C23,V49,S2,6,,5
50,C9,V50,S5,5,,3
51,C25,V51,S24,2,,1
52,C5,V52,S7,6,,3
53,C3,V53,S5,6,,5
54,C14,V54,S12,6,,3
55,C9,V55,S11,2,,2
56,C30,V56,S3,2,,3
57,C26,V57,S28,4,,5
58,C29,V58,S15,1,,1
59,C23,V59,S18,4,,5
60,C14,V60,S29,5,,3
61,C3,V61,S25,3,,2
62,C14,V62,S10,1,,5
63,C9,V63,S15,6,,5
64,C15,V64,S12,2,,3
65,C20,V65,S23,2,,2
66,C20,V66,S18,5,,4
67,C11,V67,S3,1,,4
68,C2,V68,S28,4,,2
69,C4,V69,S13,4,,5
70,C14,V70,S19,6,,3
71,C18,V71,S26,6,,3
72,C29,V72,S10,2,,1
73,C30,V73,S27,6,,2
74,C5,V74,S9,1,,2
75,C7,V75,S25,5,,1
76,C8,V76,S6,4,,3
77,C9,V77,S25,4,,5
78,C8,V78,S15,4,,5
79,C16,V79,S17,5,,1
80,C6,V80,S24,3,K13,2
81,C29,V81,S13,2,K17,1
82,C28,V82,S12,5,K36,4
83,C26,V83,S22,4,K11,3
84,C2,V84,S24,4,K32,5
85,C1,V85,S18,4,K1,4
86,C15,V86,S29,4,K3,3
87,C25,V87,S22,4,K10,2
