id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S5,5,,3
2,C5,V2,S5,1,,1
3,C1,V3,S7,3,,5
4,C7,V4,S9,1,,1
5,C2,V5,S10,2,,5
6,C2,V6,S4,4,,2
7,C3,V7,S4,1,,1
8,C2,V8,S10,4,,3
9,C1,V9,S2,3,,4
10,C1,V10,S5,6,,5
11,C6,V11,S10,6,,5
12,C9,V12,S3,2,,2
13,C5,V13,S1,6,,3
14,C2,V14,S8,3,,3
15,C1,V15,S10,4,,3
16,C3,V16,S3,4,,3
17,C1,V17,S6,4,,1
18,C6,V18,S7,2,,3
19,C10,V19,S2,5,,4
20,C10,V20,S4,5,,1
21,C10,V21,S6,1,,5
22,C2,V22,S5,2,,1
23,C6,V23,S10,1,,2
24,C10,V24,S7,3,,1
25,C10,V25,S2,3,,5
26,C6,V26,S3,5,,2
27,C9,V27,S1,4,,5
28,C2,V28,S4,4,,4
29,C3,V29,S9,3,,3
30,C5,V30,S3,6,,5
31,C3,V31,S5,3,,1
32,C8,V32,S9,1,,2
33,C4,V33,S3,1,,4
34,C8,V34,S7,2,,3
35,C2,V35,S2,3,,3
36,C5,V36,S2,6,,1
37,C7,V37,S7,1,,5
38,C9,V38,S10,2,,2
39,C9,V39,S2,2,,1
40,C4,V40,S8,5,,3
41,C5,V41,S4,6,,1
42,C8,V42,S4,3,K13,1
43,C8,V43,S8,4,K16,3
44,C1,V44,S2,6,K10,5
45,C7,V45,S2,2,K14,5
