id,cluster,client,skill,demand,consultant,priority
1,C26,V1,S11,2,,2
2,C2,V2,S16,3,,1
3,C21,V3,S5,3,,1
4,C2,V4,S12,1,,5
5,C15,V5,S5,1,,5
6,C14,V6,S17,6,,4
7,C7,V7,S2,1,,2
8,C30,V8,S24,2,,2
9,C14,V9,S24,2,,3
10,C9,V10,S11,2,,2
11,C3,V11,S15,5,,5
12,C7,V12,S12,2,,5
13,C4,V13,S5,4,,3
14,C21,V14,S23,5,,3
15,C19,V15,S11,6,,2
16,C18,V16,S14,2,,3
17,C28,V17,S2,3,,1
18,C21,V18,S25,6,,2
19,C7,V19,S10,2,,2
20,C15,V20,S22,6,,2
21,C22,V21,S3,6,,2
22,C30,V22,S28,3,,4
23,C4,V23,S13,1,,2
24,C3,V24,S1,6,,1
25,C8,V25,S23,3,,5
26,C4,V26,S12,4,,1
27,C10,V27,S26,4,,5
28,C1,V28,S8,6,,5
29,C13,V29,S1,6,,3
30,C8,V30,S28,6,,4
31,C5,V31,S29,1,,5
32,C21,V32,S21,3,,4
33,C10,V33,S19,2,,2
34,C16,V34,S21,5,,4
35,C14,V35,S28,4,,2
36,C20,V36,S3,3,,5
37,C20,V37,S23,4,,2
38,C17,V38,S3,1,,2
39,C12,V39,S13,1,,5
40,C24,V40,S10,2,,5
41,C4,V41,S28,3,,3
42,C25,V42,S29,1,,4
43,C13,V43,S4,6,,5
44,C12,V44,S13,4,,2
45,C13,V45,S21,6,,4
46,C6,V46,S24,3,,2
47,C10,V47,S18,1,,4
48,C9,V48,S12,3,,3
49,C9,V49,S9,5,,2
50,C14,V50,S29,5,,2
51,C28,V51,S24,3,,5
52,C1,V52,S1,4,,1
53,C23,V53,S28,1,,3
54,C17,V54,S8,5,,1
55,C1,V55,S30,2,,4
56,C1,V56,S3,3,,3
57,C22,V57,S13,1,,2
58,C11,V58,S11,4,,2
59,C2,V59,S10,3,,1
60,C10,V60,S2,4,,4
61,C2,V61,S10,5,,5
62,C23,V62,S25,5,,4
63,C23,V63,S22,6,,3
64,C3,V64,S21,5,,3
65,C3,V65,S9,2,,5
66,C18,V66,S24,6,,1
67,C25,V67,S13,5,,1
68,C12,V68,S9,4,,1
69,C21,V69,S9,4,,2
70,C24,V70,S7,1,,4
71,C11,V71,S10,5,,2
72,C19,V72,S12,2,,3
73,C30,V73,S8,5,,1
74,C3,V74,S2,1,,4
75,C1,V75,S18,5,,3
76,C2,V76,S14,2,,3
77,C24,V77,S26,6,,5
78,C1,V78,S16,2,,2
79,C13,V79,S30,1,,5
80,C25,V80,S10,4,,1
81,C10,V81,S7,3,,2
82,C29,V82,S24,3,,3
83,C28,V83,S25,3,,2
84,C18,V84,S30,6,,4
85,C8,V85,S11,5,,2
86,C14,V86,S1,1,,1
87,C11,V87,S19,4,,3
88,C7,V88,S5,2,,5
89,C14,V89,S16,6,,4
90,C13,V90,S18,5,,5
91,C13,V91,S29,6,,3
92,C22,V92,S6,6,,2
93,C5,V93,S4,4,,2
94,C19,V94,S26,4,,2
95,C16,V95,S20,2,,4
96,C25,V96,S3,6,,2
97,C23,V97,S7,4,,3
98,C12,V98,S2,5,,2
99,C4,V99,S30,2,,3
100,C16,V100,S22,1,,5
101,C28,V101,S2,5,,4
102,C25,V102,S13,1,,2
103,C1,V103,S21,1,,5
104,C29,V104,S5,5,,4
105,C3,V105,S25,5,,5
106,C14,V106,S17,5,,3
107,C16,V107,S21,3,,2
108,C16,V108,S10,3,,1
109,C29,V109,S3,4,,5
110,C17,V110,S24,1,,2
111,C14,V111,S18,1,,5
112,C30,V112,S8,3,,5
113,C27,V113,S26,3,,3
114,C4,V114,S15,5,,2
115,C21,V115,S7,1,,2
116,C27,V116,S24,4,,1
117,C12,V117,S29,4,,3
118,C15,V118,S28,5,,1
119,C21,V119,S12,3,,5
120,C18,V120,S13,4,,5
121,C6,V121,S22,4,,3
122,C4,V122,S29,1,,3
123,C28,V123,S6,1,,4
124,C28,V124,S6,1,,1
125,C14,V125,S29,1,,3
126,C6,V126,S1,5,,2
127,C25,V127,S30,2,,5
128,C21,V128,S12,5,,2
129,C18,V129,S14,5,,1
130,C5,V130,S12,3,,4
131,C4,V131,S9,1,K45,2
132,C6,V132,S25,3,K53,1
133,C2,V133,S24,1,K16,4
134,C19,V134,S5,4,K28,2
135,C29,V135,S14,2,K20,5
136,C12,V136,S7,1,K58,5
137,C20,V137,S26,6,K43,4
138,C14,V138,S2,1,K31,2
139,C8,V139,S23,6,K25,1
140,C30,V140,S3,4,K2,3
141,C4,V141,S29,1,K38,3
142,C30,V142,S20,4,K58,5
143,C7,V143,S29,4,K37,1
144,C2,V144,S16,4,K9,2
145,C17,V145,S22,1,K41,3
146,C20,V146,S17,1,K33,3
147,C14,V147,S24,6,K45,2
