id,cluster,client,skill,demand,consultant,priority
1,C40,V1,S18,3,,3
2,C50,V2,S3,1,,4
3,C48,V3,S24,1,,3
4,C33,V4,S24,3,,4
5,C8,V5,S15,3,,4
6,C1,V6,S14,2,,4
7,C15,V7,S35,1,,2
8,C19,V8,S12,6,,3
9,C41,V9,S13,4,,4
10,C24,V10,S9,4,,4
11,C5,V11,S21,2,,2
12,C3,V12,S6,1,,2
13,C35,V13,S13,3,,1
14,C21,V14,S11,6,,3
15,C15,V15,S26,2,,5
16,C45,V16,S39,2,,1
17,C23,V17,S20,2,,1
18,C29,V18,S22,2,,2
19,C40,V19,S31,6,,2
20,C14,V20,S17,4,,3
21,C25,V21,S41,2,,2
22,C7,V22,S44,6,,4
23,C21,V23,S35,3,,2
24,C20,V24,S1,3,,2
25,C3,V25,S17,5,,3
26,C33,V26,S44,3,,4
27,C28,V27,S7,1,,2
28,C35,V28,S6,1,,5
29,C45,V29,S25,1,,1
30,C40,V30,S13,3,,3
31,C14,V31,S19,3,,4
32,C31,V32,S4,3,,3
33,C30,V33,S22,4,,4
34,C49,V34,S33,2,,5
35,C25,V35,S44,4,,2
36,C6,V36,S48,5,,5
37,C49,V37,S39,1,,3
38,C15,V38,S6,6,,5
39,C3,V39,S30,1,,2
40,C15,V40,S13,1,,4
41,C34,V41,S47,4,,1
42,C21,V42,S27,6,,4
43,C26,V43,S32,4,,1
44,C25,V44,S39,2,,5
45,C12,V45,S1,1,,1
46,C19,V46,S18,6,,3
47,C41,V47,S13,6,,1
48,C14,V48,S12,3,,1
49,C20,V49,S32,5,,4
50,C21,V50,S25,5,,1
51,C29,V51,S46,4,,5
52,C29,V52,S4,1,,1
53,C8,V53,S45,6,,2
54,C37,V54,S38,6,,4
55,C37,V55,S7,5,,1
56,C18,V56,S22,4,,3
57,C8,V57,S43,6,,2
58,C16,V58,S28,1,,1
59,C30,V59,S31,5,,2
60,C27,V60,S30,3,,2
61,C26,V61,S23,3,,5
62,C43,V62,S17,6,,4
63,C17,V63,S46,5,,2
64,C35,V64,S2,6,,5
65,C49,V65,S25,6,,4
66,C43,V66,S22,1,,3
67,C49,V67,S6,1,,4
68,C34,V68,S20,4,,2
69,C13,V69,S30,2,,5
70,C16,V70,S47,5,,3
71,C23,V71,S3,4,,5
72,C18,V72,S48,1,,4
73,C30,V73,S22,2,,4
74,C21,V74,S26,6,,2
75,C7,V75,S47,4,,1
76,C9,V76,S37,1,,2
77,C1,V77,S16,4,,2
78,C50,V78,S8,1,,1
