id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S8,3,,3
2,C1,V2,S10,2,,3
3,C15,V3,S18,6,,3
4,C7,V4,S15,5,,5
5,C28,V5,S20,1,,2
6,C13,V6,S4,3,,2
7,C9,V7,S27,5,,1
8,C21,V8,S23,3,,4
9,C26,V9,S9,2,,2
10,C20,V10,S22,3,,2
11,C20,V11,S1,6,,3
12,C24,V12,S20,4,,3
13,C3,V13,S9,5,,5
14,C10,V14,S14,1,,4
15,C10,V15,S3,4,,4
16,C25,V16,S3,4,,5
17,C22,V17,S5,5,,2
18,C4,V18,S10,1,,4
19,C15,V19,S18,3,,1
20,C21,V20,S25,5,,2
21,C21,V21,S10,6,,1
22,C30,V22,S14,2,,4
23,C15,V23,S19,6,,1
24,C10,V24,S11,2,,3
25,C24,V25,S8,2,,3
26,C8,V26,S7,6,,4
27,C26,V27,S3,2,,1
28,C30,V28,S24,4,,1
29,C7,V29,S21,6,,2
30,C10,V30,S19,1,,1
31,C26,V31,S20,4,,1
32,C3,V32,S8,6,,4
33,C22,V33,S16,1,,1
34,C2,V34,S5,3,,2
35,C17,V35,S16,2,,5
36,C27,V36,S6,3,,4
37,C17,V37,S19,4,,3
38,C8,V38,S27,2,,1
39,C10,V39,S12,6,,3
40,C4,V40,S12,3,,4
41,C5,V41,S24,4,,1
42,C23,V42,S1,3,,1
43,C8,V43,S29,4,,3
44,C29,V44,S10,2,,4
45,C14,V45,S27,6,,1
46,C25,V46,S11,2,,5
47,C4,V47,S7,2,,2
48,C30,V48,S27,4,,1
49,C26,V49,S7,1,,2
50,C13,V50,S6,1,,4
51,C12,V51,S12,1,,5
52,C26,V52,S23,4,,1
53,C29,V53,S24,3,,4
54,C27,V54,S3,4,,3
55,C17,V55,S30,1,,5
56,C26,V56,S11,3,,4
57,C30,V57,S1,3,,1
58,C2,V58,S25,2,,4
59,C18,V59,S18,2,,4
60,C4,V60,S23,6,,5
61,C30,V61,S4,6,,2
62,C27,V62,S30,2,,1
63,C5,V63,S23,2,,3
64,C2,V64,S23,3,,4
65,C25,V65,S27,1,,1
66,C17,V66,S3,4,,1
67,C30,V67,S10,1,,3
68,C25,V68,S9,4,,2
69,C21,V69,S14,2,,3
70,C1,V70,S6,6,,5
71,C4,V71,S21,4,,2
72,C8,V72,S16,6,,2
73,C25,V73,S13,6,,2
74,C21,V74,S26,3,,4
75,C11,V75,S1,2,,5
76,C21,V76,S6,3,,3
77,C7,V77,S3,3,,4
78,C22,V78,S22,3,,2
79,C3,V79,S3,3,,3
80,C12,V80,S29,6,,1
81,C25,V81,S16,2,K23,3
82,C6,V82,S15,6,K28,3
83,C7,V83,S18,1,K37,3
84,C25,V84,S30,2,K12,3
85,C13,V85,S26,5,K26,4
86,C12,V86,S19,2,K9,1
87,C30,V87,S30,5,K38,1
88,C3,V88,S17,5,K39,4
89,C13,V89,S9,2,K9,1
