id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S7,1,,1
2,C8,V2,S6,5,,4
3,C1,V3,S9,4,,5
4,C5,V4,S10,1,,1
5,C9,V5,S2,4,,2
6,C6,V6,S2,5,,1
7,C3,V7,S7,6,,2
8,C9,V8,S5,6,,2
9,C5,V9,S2,4,,2
10,C1,V10,S9,6,,3
11,C9,V11,S6,6,,5
12,C2,V12,S6,6,,5
13,C3,V13,S1,2,,4
14,C6,V14,S5,6,,3
15,C6,V15,S2,2,,3
16,C7,V16,S2,5,,3
17,C3,V17,S10,6,,4
18,C1,V18,S6,2,,4
19,C5,V19,S2,5,,5
20,C4,V20,S7,2,,2
21,C3,V21,S2,2,,2
22,C10,V22,S8,5,,4
23,C2,V23,S8,4,,5
24,C9,V24,S10,6,,3
25,C2,V25,S5,1,,2
26,C8,V26,S9,1,,2
27,C2,V27,S6,1,,3
28,C9,V28,S2,5,,5
29,C5,V29,S3,1,,5
30,C7,V30,S1,3,,5
31,C4,V31,S5,4,,1
32,C9,V32,S6,3,,4
33,C3,V33,S4,6,,5
34,C6,V34,S4,1,,1
35,C7,V35,S1,5,,2
36,C7,V36,S2,3,,3
37,C10,V37,S8,4,K11,4
38,C4,V38,S7,1,K19,2
39,C8,V39,S9,2,K14,4
40,C1,V40,S9,3,K17,2
41,C5,V41,S7,5,K11,4
