id,cluster,client,skill,demand,consultant,priority
1,C18,V1,S13,2,,2
2,C1,V2,S24,6,,5
3,C16,V3,S7,4,,1
4,C8,V4,S25,1,,1
5,C8,V5,S20,4,,5
6,C15,V6,S3,1,,5
7,C19,V7,S26,4,,3
8,C12,V8,S17,6,,1
9,C6,V9,S28,4,,1
10,C23,V10,S11,5,,2
11,C14,V11,S15,4,,2
12,C17,V12,S5,1,,2
13,C19,V13,S1,1,,4
14,C6,V14,S19,3,,4
15,C5,V15,S27,4,,2
16,C6,V16,S7,5,,3
17,C21,V17,S27,3,,2
18,C18,V18,S21,4,,3
19,C14,V19,S7,5,,3
20,C11,V20,S7,5,,5
21,C1,V21,S17,6,,2
22,C6,V22,S8,5,,2
23,C18,V23,S25,6,,5
24,C6,V24,S7,6,,4
25,C8,V25,S4,2,,1
26,C18,V26,S29,4,,4
27,C19,V27,S24,4,,2
28,C7,V28,S1,2,,2
29,C16,V29,S18,5,,1
30,C16,V30,S15,3,,4
31,C23,V31,S1,4,,4
32,C3,V32,S18,6,,4
33,C5,V33,S23,5,,2
34,C25,V34,S27,4,,1
35,C14,V35,S2,4,,5
36,C5,V36,S21,3,,3
37,C26,V37,S26,1,,3
38,C23,V38,S13,3,,5
39,C16,V39,S17,3,,1
40,C26,V40,S18,5,,3
41,C11,V41,S26,1,,1
42,C13,V42,S13,4,,1
43,C26,V43,S27,1,,4
44,C14,V44,S1,6,,3
45,C21,V45,S20,5,,1
46,C23,V46,S17,4,,4
47,C3,V47,S27,4,,5
48,C23,V48,S10,6,,5
49,C20,V49,S26,3,,5
50,C28,V50,S3,1,,1
51,C7,V51,S20,4,,4
52,C6,V52,S2,1,,3
53,C29,V53,S30,1,,4
54,C17,V54,S5,2,,4
55,C25,V55,S4,3,,4
56,C17,V56,S5,3,,2
57,C7,V57,S14,4,,4
58,C20,V58,S5,2,,4
59,C23,V59,S5,4,,4
60,C17,V60,S28,6,,5
61,C10,V61,S10,4,,2
62,C20,V62,S25,3,,3
63,C7,V63,S16,3,,4
64,C15,V64,S3,4,,2
65,C27,V65,S27,3,,3
66,C6,V66,S7,5,,2
67,C4,V67,S25,3,,4
68,C3,V68,S30,5,,5
69,C9,V69,S20,1,,5
70,C22,V70,S13,1,,3
71,C29,V71,S19,4,,4
72,C11,V72,S24,1,,4
73,C9,V73,S27,1,,3
74,C9,V74,S1,5,,1
75,C24,V75,S20,2,,1
76,C29,V76,S8,3,,5
77,C18,V77,S25,4,,3
78,C2,V78,S23,2,K8,1
79,C7,V79,S20,6,K15,4
80,C16,V80,S26,2,K18,1
81,C7,V81,S18,6,K19,1
82,C10,V82,S5,3,K6,4
83,C21,V83,S1,2,K19,1
84,C26,V84,S10,3,K4,4
85,C12,V85,S19,6,K27,1
