id,cluster,client,skill,demand,consultant,priority
1,C9,V1,S39,6,,5
2,C29,V2,S12,5,,5
3,C8,V3,S6,2,,2
4,C47,V4,S24,1,,5
5,C34,V5,S17,1,,5
6,C25,V6,S23,2,,2
7,C45,V7,S41,4,,4
8,C9,V8,S30,4,,2
9,C1,V9,S12,4,,4
10,C21,V10,S29,6,,1
11,C38,V11,S14,1,,2
12,C50,V12,S34,5,,2
13,C37,V13,S42,1,,5
14,C28,V14,S12,2,,4
15,C24,V15,S29,1,,2
16,C30,V16,S25,1,,2
17,C1,V17,S40,1,,3
18,C38,V18,S50,5,,5
19,C48,V19,S24,4,,5
20,C20,V20,S16,3,,4
21,C28,V21,S48,6,,1
22,C5,V22,S27,5,,2
23,C31,V23,S24,4,,3
24,C17,V24,S22,4,,1
25,C4,V25,S23,6,,4
26,C34,V26,S33,1,,2
27,C25,V27,S32,4,,2
28,C28,V28,S21,6,,1
29,C30,V29,S44,6,,1
30,C32,V30,S48,4,,3
31,C37,V31,S49,3,,4
32,C2,V32,S15,3,,4
33,C6,V33,S6,3,,3
34,C22,V34,S46,4,,2
35,C48,V35,S27,5,,1
36,C48,V36,S37,1,,3
37,C35,V37,S2,3,,2
38,C45,V38,S41,4,,2
39,C41,V39,S42,2,,3
40,C21,V40,S13,3,,3
41,C24,V41,S7,4,,1
42,C1,V42,S12,3,,5
43,C36,V43,S40,4,,4
44,C33,V44,S25,6,,4
45,C18,V45,S10,1,,1
46,C13,V46,S21,3,,4
47,C30,V47,S8,5,,5
48,C21,V48,S4,6,,2
49,C9,V49,S4,6,,5
50,C11,V50,S7,1,,3
51,C14,V51,S32,3,,2
52,C16,V52,S25,4,,2
53,C19,V53,S38,5,,3
54,C7,V54,S6,2,,2
55,C24,V55,S34,3,,5
56,C18,V56,S47,1,,1
57,C34,V57,S10,1,,3
58,C41,V58,S4,5,,1
59,C24,V59,S12,1,,5
60,C1,V60,S37,2,,5
61,C18,V61,S10,4,,4
62,C10,V62,S5,6,,2
63,C13,V63,S6,5,,1
64,C29,V64,S37,3,,1
65,C33,V65,S40,1,,5
66,C41,V66,S24,3,,3
67,C30,V67,S22,2,,5
68,C3,V68,S44,6,,4
69,C19,V69,S15,6,,2
70,C27,V70,S29,2,,5
71,C14,V71,S20,4,,1
72,C16,V72,S12,6,,3
73,C21,V73,S43,3,,2
74,C8,V74,S9,1,,5
75,C27,V75,S49,1,,5
76,C49,V76,S11,5,,2
77,C2,V77,S30,6,,1
78,C40,V78,S27,3,,1
79,C43,V79,S15,6,,1
80,C9,V80,S25,2,,3
81,C45,V81,S48,2,,1
82,C24,V82,S43,1,,4
83,C37,V83,S41,2,,2
