id,cluster,client,skill,demand,consultant,priority
1,C14,V1,S20,5,,2
2,C43,V2,S29,1,,1
3,C33,V3,S49,6,,4
4,C21,V4,S25,1,,2
5,C45,V5,S21,2,,2
6,C41,V6,S23,6,,2
7,C39,V7,S11,5,,5
8,C5,V8,S15,5,,2
9,C5,V9,S25,1,,2
10,C6,V10,S45,4,,4
11,C50,V11,S39,5,,1
12,C45,V12,S49,4,,3
13,C12,V13,S26,5,,3
14,C11,V14,S49,2,,2
15,C1,V15,S1,5,,1
16,C26,V16,S8,1,,4
17,C7,V17,S8,6,,2
18,C12,V18,S22,5,,1
19,C21,V19,S46,3,,1
20,C37,V20,S10,4,,3
21,C23,V21,S35,5,,3
22,C3,V22,S17,1,,3
23,C37,V23,S5,3,,4
24,C22,V24,S42,1,,3
25,C47,V25,S37,6,,5
26,C10,V26,S16,4,,2
27,C35,V27,S22,1,,2
28,C38,V28,S40,1,,3
29,C28,V29,S22,1,,4
30,C25,V30,S40,6,,2
31,C33,V31,S36,2,,5
32,C10,V32,S36,5,,4
33,C4,V33,S25,6,,3
34,C10,V34,S1,3,,3
35,C16,V35,S3,6,,1
36,C29,V36,S41,3,,5
37,C26,V37,S29,4,,3
38,C6,V38,S28,3,,3
39,C20,V39,S15,2,,5
40,C2,V40,S41,5,,4
41,C46,V41,S19,6,,4
42,C7,V42,S44,1,,4
43,C40,V43,S17,4,,2
44,C10,V44,S25,5,,1
45,C10,V45,S11,3,,3
46,C7,V46,S48,6,,2
47,C19,V47,S48,5,,4
48,C21,V48,S2,1,,3
49,C24,V49,S44,1,,4
50,C6,V50,S48,5,,5
51,C44,V51,S5,4,,1
52,C50,V52,S21,4,,2
53,C49,V53,S27,4,,1
54,C28,V54,S35,4,,4
55,C24,V55,S45,1,,2
56,C12,V56,S25,6,,2
57,C20,V57,S34,1,,2
58,C22,V58,S29,4,,1
59,C32,V59,S27,1,,3
60,C40,V60,S31,4,,1
61,C21,V61,S50,3,,3
62,C49,V62,S19,1,,5
63,C14,V63,S10,5,,3
64,C47,V64,S19,6,,2
65,C11,V65,S24,6,,2
66,C5,V66,S12,4,,1
67,C47,V67,S41,2,,4
68,C33,V68,S16,1,,5
69,C14,V69,S25,4,,1
70,C3,V70,S34,5,,2
71,C16,V71,S13,1,,3
72,C11,V72,S37,4,,1
73,C47,V73,S28,2,,1
74,C3,V74,S46,4,,1
75,C35,V75,S36,1,,1
76,C12,V76,S38,5,,1
77,C8,V77,S7,1,,1
78,C14,V78,S25,1,,2
79,C23,V79,S16,3,,1
80,C39,V80,S5,1,,4
81,C5,V81,S20,2,,1
82,C22,V82,S21,2,,4
83,C16,V83,S26,4,,1
84,C47,V84,S8,3,,1
85,C2,V85,S28,3,,2
86,C46,V86,S2,6,,5
87,C27,V87,S35,6,,2
88,C50,V88,S35,3,,5
89,C6,V89,S30,3,,1
90,C26,V90,S1,2,,1
91,C41,V91,S12,1,,5
92,C25,V92,S45,4,,5
93,C26,V93,S13,3,,3
94,C50,V94,S39,6,,2
95,C32,V95,S3,5,,5
96,C21,V96,S24,5,,5
97,C32,V97,S27,6,,4
98,C1,V98,S49,5,,4
99,C36,V99,S16,2,,5
100,C22,V100,S19,4,,2
101,C4,V101,S12,2,,3
102,C40,V102,S30,1,,2
103,C17,V103,S29,4,,5
104,C31,V104,S5,4,,3
105,C22,V105,S10,2,,1
106,C14,V106,S43,2,,3
107,C35,V107,S37,3,,3
108,C14,V108,S14,3,,4
109,C8,V109,S41,6,,1
110,C29,V110,S40,2,,1
111,C25,V111,S38,5,,2
112,C5,V112,S42,1,,5
113,C34,V113,S8,3,,1
114,C46,V114,S19,6,,2
115,C17,V115,S34,2,,3
116,C13,V116,S10,3,,4
117,C15,V117,S13,6,,5
118,C24,V118,S38,6,,1
119,C37,V119,S42,1,,4
120,C31,V120,S47,5,,1
121,C30,V121,S1,4,,1
122,C6,V122,S12,5,,4
123,C20,V123,S12,1,,4
124,C35,V124,S40,2,,1
125,C44,V125,S48,3,,2
126,C39,V126,S21,5,,4
127,C20,V127,S46,2,,2
128,C36,V128,S22,6,,1
129,C38,V129,S28,2,,1
130,C28,V130,S30,6,,2
131,C14,V131,S49,6,,3
132,C26,V132,S11,3,,5
133,C42,V133,S27,4,,1
134,C21,V134,S37,2,,5
135,C27,V135,S42,5,,3
136,C4,V136,S23,2,,4
137,C3,V137,S46,2,,5
138,C28,V138,S13,1,,2
139,C30,V139,S26,6,,5
140,C4,V140,S7,6,,3
141,C26,V141,S25,1,,3
142,C24,V142,S38,2,,5
143,C11,V143,S50,5,,3
144,C10,V144,S27,1,,1
145,C46,V145,S6,1,,2
146,C27,V146,S23,2,,3
147,C1,V147,S13,4,,1
148,C10,V148,S18,4,,1
149,C21,V149,S38,1,,2
150,C3,V150,S28,6,,1
151,C44,V151,S15,3,,4
152,C47,V152,S41,3,,4
153,C35,V153,S46,2,,1
154,C44,V154,S44,2,,4
155,C8,V155,S7,4,,2
156,C33,V156,S11,6,,3
157,C23,V157,S8,6,,4
158,C39,V158,S5,3,,2
159,C31,V159,S39,4,,3
160,C43,V160,S32,5,,5
161,C2,V161,S2,2,,2
162,C11,V162,S25,2,,3
163,C27,V163,S47,4,,4
164,C2,V164,S14,1,,5
165,C5,V165,S26,2,,2
166,C35,V166,S45,4,,1
