id,cluster,client,skill,demand,consultant,priority
1,C19,V1,S11,4,,4
2,C15,V2,S27,1,,5
3,C1,V3,S29,1,,3
4,C1,V4,S10,3,,4
5,C26,V5,S12,4,,3
6,C23,V6,S7,1,,4
7,C13,V7,S30,3,,2
8,C18,V8,S23,1,,3
9,C18,V9,S2,6,,5
10,C2,V10,S13,6,,4
11,C2,V11,S11,1,,1
12,C8,V12,S5,1,,3
13,C29,V13,S22,4,,4
14,C24,V14,S22,1,,5
15,C30,V15,S9,2,,2
16,C17,V16,S18,6,,5
17,C9,V17,S15,5,,5
18,C22,V18,S16,6,,1
19,C19,V19,S6,1,,3
20,C6,V20,S3,6,,2
21,C30,V21,S1,1,,5
22,C16,V22,S19,4,,5
23,C5,V23,S3,1,,2
24,C21,V24,S14,5,,2
25,C21,V25,S22,1,,1
26,C10,V26,S12,1,,3
27,C27,V27,S7,5,,3
28,C14,V28,S23,2,,5
29,C4,V29,S7,3,,5
30,C6,V30,S14,4,,2
31,C5,V31,S25,1,,2
32,C24,V32,S5,6,,2
33,C26,V33,S24,3,,5
34,C30,V34,S5,6,,4
35,C15,V35,S27,6,,3
36,C19,V36,S4,1,,3
37,C8,V37,S25,6,,2
38,C22,V38,S19,1,,2
39,C19,V39,S28,1,,2
40,C3,V40,S23,2,,3
41,C29,V41,S6,3,,4
42,C13,V42,S12,6,,4
43,C3,V43,S10,6,,5
44,C30,V44,S27,5,,1
45,C15,V45,S4,4,,4
46,C23,V46,S3,2,,4
47,C11,V47,S27,5,,1
48,C26,V48,S20,3,,3
49,C22,V49,S30,6,,2
50,C1,V50,S6,3,,2
51,C25,V51,S12,2,,2
52,C9,V52,S1,4,,5
53,C30,V53,S13,2,,4
54,C2,V54,S14,2,,2
55,C22,V55,S2,2,,3
56,C21,V56,S20,3,,2
57,C25,V57,S26,2,,2
58,C18,V58,S3,2,,2
59,C28,V59,S29,1,,4
60,C2,V60,S26,6,,1
61,C23,V61,S14,2,,1
62,C10,V62,S3,6,,3
63,C9,V63,S9,4,,2
64,C18,V64,S2,1,,4
65,C23,V65,S8,5,,5
66,C9,V66,S13,4,,2
67,C26,V67,S29,6,,1
68,C25,V68,S28,1,,5
69,C3,V69,S10,2,,4
70,C27,V70,S27,5,,4
71,C21,V71,S30,5,,1
72,C15,V72,S7,6,,5
73,C29,V73,S2,4,,2
74,C27,V74,S15,4,,4
75,C21,V75,S16,3,,4
76,C30,V76,S20,1,,3
77,C13,V77,S2,4,,3
78,C7,V78,S13,4,,4
79,C15,V79,S11,3,,5
80,C24,V80,S24,3,,1
81,C17,V81,S4,5,,5
82,C7,V82,S24,1,K38,3
83,C26,V83,S27,4,K4,4
84,C8,V84,S7,5,K3,3
85,C29,V85,S29,4,K8,3
86,C1,V86,S2,1,K14,3
87,C10,V87,S21,3,K12,3
88,C2,V88,S22,5,K9,4
89,C26,V89,S24,5,K35,4
90,C25,V90,S24,2,K13,5
