id,cluster,client,skill,demand,consultant,priority
1,C23,V1,S13,2,,2
2,C15,V2,S6,6,,1
3,C9,V3,S22,3,,4
4,C5,V4,S9,3,,3
5,C7,V5,S25,1,,2
6,C7,V6,S18,4,,3
7,C20,V7,S11,6,,3
8,C30,V8,S11,6,,3
9,C12,V9,S13,3,,1
10,C25,V10,S30,4,,5
11,C10,V11,S24,2,,3
12,C24,V12,S16,3,,4
13,C27,V13,S2,1,,1
14,C27,V14,S5,6,,3
15,C17,V15,S24,4,,4
16,C22,V16,S8,3,,5
17,C21,V17,S24,3,,1
18,C18,V18,S30,5,,3
19,C14,V19,S15,5,,5
20,C30,V20,S12,1,,5
21,C19,V21,S2,1,,2
22,C19,V22,S1,3,,4
23,C18,V23,S7,1,,3
24,C25,V24,S5,2,,4
25,C3,V25,S14,6,,5
26,C19,V26,S14,2,,3
27,C23,V27,S27,6,,3
28,C27,V28,S10,3,,2
29,C7,V29,S6,5,,4
30,C4,V30,S6,3,,1
31,C22,V31,S8,2,,5
32,C24,V32,S21,2,,1
33,C14,V33,S24,4,,1
34,C27,V34,S25,5,,2
35,C18,V35,S25,2,,5
36,C7,V36,S14,1,,1
37,C16,V37,S21,6,,4
38,C7,V38,S13,1,,4
39,C21,V39,S1,1,,5
40,C23,V40,S16,2,,4
41,C21,V41,S27,2,,1
42,C23,V42,S28,4,,5
43,C22,V43,S8,4,,5
44,C6,V44,S18,3,,3
45,C22,V45,S22,3,,2
46,C26,V46,S27,4,,5
47,C7,V47,S11,5,,3
48,C10,V48,S25,2,,1
49,C21,V49,S7,1,,4
50,C2,V50,S12,6,,3
51,C10,V51,S12,5,,5
52,C2,V52,S4,4,,2
53,C5,V53,S3,5,,1
54,C3,V54,S17,2,,1
55,C19,V55,S18,2,,2
56,C28,V56,S29,4,,4
57,C24,V57,S2,1,,3
58,C15,V58,S25,5,,5
59,C4,V59,S20,3,,4
60,C21,V60,S2,2,,5
61,C21,V61,S27,1,,3
62,C11,V62,S10,2,,3
63,C14,V63,S23,4,,3
64,C1,V64,S11,5,,4
65,C28,V65,S6,4,,5
66,C8,V66,S15,6,,4
67,C29,V67,S10,5,,1
68,C24,V68,S19,6,,2
69,C3,V69,S5,2,,4
70,C25,V70,S26,3,,1
71,C4,V71,S8,2,,3
72,C6,V72,S22,1,,1
73,C8,V73,S9,4,,1
74,C1,V74,S12,6,,2
75,C4,V75,S5,6,,4
76,C10,V76,S6,5,,2
77,C26,V77,S11,1,,2
78,C6,V78,S27,6,,3
79,C20,V79,S26,5,,5
80,C7,V80,S6,2,K17,1
81,C28,V81,S22,3,K15,3
82,C4,V82,S25,3,K22,3
83,C9,V83,S9,6,K19,2
84,C27,V84,S9,1,K29,5
85,C20,V85,S20,2,K40,2
86,C27,V86,S29,3,K23,5
87,C10,V87,S5,2,K14,3
88,C23,V88,S26,6,K22,3
89,C13,V89,S30,2,K17,1
