id,cluster,client,skill,demand,consultant,priority
1,C6,V1,S5,5,,5
2,C4,V2,S10,1,,1
3,C10,V3,S10,4,,1
4,C7,V4,S4,6,,5
5,C3,V5,S3,5,,5
6,C7,V6,S5,2,,4
7,C1,V7,S5,6,,3
8,C2,V8,S10,5,,5
9,C6,V9,S7,6,,2
10,C7,V10,S1,4,,2
11,C8,V11,S9,6,,4
12,C2,V12,S2,4,,5
13,C1,V13,S10,4,,4
14,C4,V14,S5,2,,1
15,C1,V15,S8,1,,4
16,C10,V16,S1,6,,3
17,C5,V17,S7,3,,3
18,C1,V18,S4,4,,4
19,C9,V19,S9,4,,3
20,C1,V20,S5,3,,3
21,C5,V21,S3,5,,4
22,C10,V22,S10,5,,4
23,C8,V23,S1,6,,5
24,C6,V24,S7,4,,3
25,C10,V25,S6,6,,1
26,C7,V26,S10,2,,3
27,C2,V27,S7,1,,2
28,C5,V28,S2,5,,1
29,C8,V29,S6,4,,5
30,C7,V30,S8,2,,3
31,C2,V31,S5,3,,4
32,C1,V32,S6,4,,1
33,C5,V33,S2,4,,3
34,C1,V34,S1,3,,1
35,C8,V35,S3,4,K5,1
36,C9,V36,S6,1,K6,4
37,C10,V37,S1,6,K9,1
38,C3,V38,S10,4,K16,4
