id,cluster,client,skill,demand,consultant,priority
1,C26,V1,S29,4,,3
2,C45,V2,S2,1,,3
3,C6,V3,S7,1,,2
4,C7,V4,S29,1,,1
5,C11,V5,S36,1,,2
6,C11,V6,S26,3,,3
7,C41,V7,S48,5,,4
8,C38,V8,S35,6,,4
9,C8,V9,S45,5,,3
10,C43,V10,S4,2,,2
11,C41,V11,S45,2,,1
12,C34,V12,S11,4,,2
13,C28,V13,S48,6,,2
14,C34,V14,S18,2,,5
15,C3,V15,S48,5,,5
16,C21,V16,S6,1,,1
17,C48,V17,S34,3,,1
18,C12,V18,S39,4,,4
19,C44,V19,S7,5,,3
20,C22,V20,S33,5,,5
21,C19,V21,S34,2,,2
22,C41,V22,S16,6,,4
23,C30,V23,S4,1,,1
24,C30,V24,S5,6,,5
25,C39,V25,S10,4,,5
26,C33,V26,S37,3,,2
27,C4,V27,S2,1,,5
28,C20,V28,S10,4,,4
29,C44,V29,S33,6,,4
30,C34,V30,S28,4,,4
31,C24,V31,S4,6,,3
32,C14,V32,S38,5,,1
33,C24,V33,S13,5,,1
34,C44,V34,S17,3,,2
35,C27,V35,S36,4,,2
36,C11,V36,S14,6,,2
37,C25,V37,S17,1,,5
38,C14,V38,S26,6,,4
39,C17,V39,S1,6,,1
40,C17,V40,S12,1,,3
41,C20,V41,S14,5,,2
42,C50,V42,S15,1,,5
43,C46,V43,S17,6,,4
44,C10,V44,S36,6,,2
45,C10,V45,S15,6,,4
46,C1,V46,S27,2,,2
47,C8,V47,S18,6,,4
48,C17,V48,S2,5,,1
49,C15,V49,S39,1,,2
50,C16,V50,S36,2,,2
51,C29,V51,S44,4,,3
52,C37,V52,S7,6,,4
53,C27,V53,S50,4,,1
54,C5,V54,S10,4,,1
55,C8,V55,S39,2,,4
56,C7,V56,S23,1,,4
57,C15,V57,S46,4,,3
58,C49,V58,S27,5,,2
59,C33,V59,S30,2,,5
60,C47,V60,S26,6,,4
61,C18,V61,S2,6,,5
62,C43,V62,S12,1,,3
63,C5,V63,S35,5,,1
64,C49,V64,S34,1,,4
65,C31,V65,S20,4,,2
66,C6,V66,S24,1,,1
67,C32,V67,S14,6,,1
