id,cluster,client,skill,demand,consultant,priority
1,C31,V1,S43,3,,4
2,C12,V2,S6,1,,3
3,C12,V3,S9,2,,1
4,C16,V4,S31,5,,3
5,C44,V5,S50,1,,5
6,C32,V6,S34,4,,3
7,C7,V7,S28,4,,2
8,C6,V8,S49,5,,3
9,C5,V9,S26,6,,3
10,C3,V10,S46,1,,4
11,C50,V11,S25,5,,3
12,C19,V12,S19,3,,1
13,C19,V13,S26,1,,4
14,C16,V14,S15,6,,4
15,C31,V15,S31,4,,5
16,C49,V16,S48,4,,1
17,C4,V17,S9,4,,5
18,C10,V18,S28,5,,4
19,C46,V19,S19,4,,3
20,C26,V20,S30,5,,5
21,C10,V21,S38,3,,4
22,C29,V22,S44,6,,2
23,C25,V23,S18,4,,5
24,C14,V24,S15,3,,4
25,C45,V25,S20,3,,2
26,C44,V26,S26,2,,3
27,C18,V27,S37,3,,1
28,C39,V28,S38,6,,1
29,C4,V29,S4,6,,1
30,C28,V30,S3,2,,1
31,C18,V31,S43,4,,5
32,C31,V32,S28,4,,4
33,C39,V33,S44,4,,1
34,C17,V34,S27,1,,5
35,C7,V35,S2,2,,2
36,C30,V36,S11,5,,3
37,C23,V37,S6,2,,5
38,C37,V38,S10,2,,4
39,C6,V39,S5,2,,4
40,C49,V40,S10,6,,4
41,C48,V41,S39,4,,1
42,C49,V42,S27,6,,1
43,C27,V43,S6,1,,5
44,C40,V44,S48,2,,3
45,C7,V45,S10,4,,1
46,C18,V46,S2,1,,1
47,C9,V47,S34,4,,3
48,C12,V48,S25,4,,4
49,C14,V49,S26,1,,5
50,C48,V50,S12,5,,3
51,C41,V51,S24,4,,4
52,C12,V52,S2,1,,5
53,C24,V53,S11,1,,1
54,C31,V54,S37,6,,5
55,C9,V55,S26,3,,4
56,C43,V56,S16,1,,1
57,C5,V57,S15,2,,3
58,C43,V58,S17,3,,5
59,C30,V59,S17,5,,2
60,C42,V60,S25,1,,2
61,C9,V61,S10,2,,5
62,C11,V62,S30,3,,3
63,C44,V63,S4,3,,3
64,C25,V64,S21,5,,5
65,C49,V65,S35,1,,5
66,C42,V66,S30,1,,1
67,C44,V67,S31,2,,1
68,C30,V68,S31,4,,4
69,C17,V69,S14,4,,3
70,C2,V70,S10,4,,3
71,C45,V71,S34,5,,3
72,C28,V72,S3,2,,3
73,C18,V73,S39,3,,1
74,C3,V74,S42,2,,4
75,C38,V75,S29,6,,4
76,C19,V76,S46,2,,3
77,C29,V77,S48,1,,1
78,C13,V78,S39,4,,5
79,C18,V79,S1,2,,4
80,C38,V80,S19,2,,3
81,C40,V81,S44,4,,1
82,C34,V82,S19,4,,1
83,C26,V83,S37,2,,3
84,C21,V84,S25,6,,3
85,C36,V85,S42,1,,3
86,C8,V86,S16,2,,1
87,C2,V87,S32,3,,3
88,C20,V88,S41,1,,5
89,C7,V89,S24,6,,3
90,C41,V90,S16,5,,5
91,C26,V91,S36,5,,4
92,C35,V92,S2,3,,5
93,C42,V93,S17,2,,2
94,C23,V94,S10,2,,1
95,C41,V95,S3,3,,5
96,C49,V96,S26,3,,4
97,C47,V97,S10,1,,2
98,C36,V98,S36,4,,3
99,C38,V99,S41,5,,3
100,C41,V100,S9,3,,5
101,C3,V101,S14,4,,1
102,C50,V102,S35,2,,4
103,C2,V103,S17,6,,2
104,C22,V104,S35,5,,4
105,C9,V105,S29,4,,4
106,C2,V106,S32,2,,3
107,C14,V107,S25,4,,3
108,C1,V108,S28,6,,3
109,C48,V109,S28,3,,5
110,C28,V110,S43,2,,2
111,C40,V111,S25,4,,4
112,C44,V112,S32,3,,4
113,C34,V113,S30,6,,1
114,C38,V114,S24,6,,2
115,C16,V115,S8,6,,5
116,C45,V116,S31,1,,3
117,C28,V117,S17,5,,2
118,C4,V118,S9,4,,2
119,C29,V119,S2,4,,4
120,C7,V120,S29,3,,1
121,C8,V121,S18,3,,4
122,C46,V122,S11,3,,1
123,C35,V123,S9,1,,5
124,C48,V124,S17,1,,4
125,C45,V125,S40,5,,5
126,C16,V126,S43,2,,4
127,C43,V127,S25,4,,5
128,C37,V128,S14,5,,3
129,C33,V129,S29,2,,4
130,C47,V130,S27,3,,3
131,C49,V131,S4,3,,1
132,C11,V132,S13,5,,5
133,C42,V133,S19,4,,5
134,C19,V134,S49,2,,5
135,C32,V135,S5,5,,3
136,C12,V136,S50,6,,4
137,C9,V137,S17,4,,5
138,C34,V138,S42,1,,2
139,C2,V139,S44,6,,1
140,C39,V140,S42,3,,3
141,C8,V141,S28,5,,3
142,C17,V142,S45,2,,1
143,C3,V143,S9,3,,1
144,C35,V144,S2,2,,1
145,C5,V145,S19,6,,1
146,C40,V146,S46,5,,1
147,C47,V147,S33,2,,2
148,C31,V148,S4,5,,4
149,C24,V149,S18,2,,1
150,C7,V150,S3,3,,3
151,C15,V151,S18,4,,4
152,C37,V152,S26,5,,4
153,C36,V153,S14,6,,3
154,C16,V154,S6,4,,4
155,C30,V155,S38,4,,2
156,C31,V156,S12,4,,2
157,C5,V157,S24,6,,3
158,C29,V158,S42,3,,1
159,C39,V159,S12,4,,2
160,C1,V160,S42,5,,2
161,C8,V161,S1,3,,4
162,C17,V162,S45,6,,3
163,C42,V163,S40,2,,3
164,C33,V164,S14,4,,1
165,C22,V165,S14,3,,1
166,C9,V166,S21,5,,4
167,C10,V167,S47,6,,4
168,C15,V168,S18,5,,5
169,C22,V169,S1,5,,3
170,C20,V170,S43,1,,5
171,C30,V171,S21,5,,1
172,C41,V172,S35,5,,2
173,C42,V173,S15,3,,2
174,C31,V174,S37,4,,3
175,C17,V175,S35,3,,3
176,C2,V176,S12,4,,3
177,C11,V177,S42,3,,5
178,C11,V178,S16,1,,2
179,C42,V179,S15,3,,4
180,C19,V180,S16,5,,2
181,C20,V181,S9,2,,3
182,C12,V182,S14,6,,2
183,C6,V183,S23,5,,4
184,C22,V184,S9,3,,1
185,C44,V185,S18,3,,2
186,C33,V186,S17,2,,4
187,C12,V187,S20,5,,2
188,C14,V188,S36,3,,5
189,C21,V189,S32,1,,2
190,C11,V190,S49,1,,4
191,C38,V191,S7,3,,5
192,C45,V192,S29,4,,4
193,C13,V193,S39,6,,2
194,C37,V194,S34,2,,2
195,C16,V195,S1,1,,3
196,C49,V196,S37,5,,5
197,C24,V197,S4,2,,5
198,C3,V198,S10,6,,4
199,C22,V199,S6,2,,4
200,C40,V200,S1,6,,1
201,C24,V201,S31,1,,1
202,C23,V202,S43,2,,4
203,C14,V203,S4,5,,3
204,C48,V204,S44,6,,1
205,C4,V205,S28,1,,2
206,C2,V206,S37,4,,3
207,C41,V207,S30,4,,5
208,C43,V208,S10,5,K36,2
209,C9,V209,S34,4,K44,3
210,C1,V210,S40,1,K68,2
211,C27,V211,S44,1,K100,1
212,C15,V212,S42,5,K32,1
213,C46,V213,S16,3,K92,1
214,C37,V214,S9,1,K11,1
215,C21,V215,S39,3,K93,4
216,C34,V216,S38,3,K12,5
217,C45,V217,S25,5,K40,2
218,C5,V218,S17,1,K24,1
219,C48,V219,S31,3,K13,3
220,C49,V220,S14,5,K87,5
221,C13,V221,S23,2,K25,5
222,C3,V222,S29,4,K9,5
223,C44,V223,S1,4,K45,2
224,C46,V224,S43,4,K92,1
225,C28,V225,S25,5,K16,3
226,C3,V226,S22,4,K94,5
227,C43,V227,S18,1,K57,3
228,C4,V228,S31,1,K97,4
229,C43,V229,S21,6,K84,2
230,C38,V230,S50,6,K63,2
231,C40,V231,S15,3,K21,1
