id,cluster,client,skill,demand,consultant,priority
1,C23,V1,S16,3,,3
2,C33,V2,S1,3,,5
3,C13,V3,S32,2,,5
4,C33,V4,S4,2,,1
5,C49,V5,S32,3,,5
6,C4,V6,S7,5,,2
7,C32,V7,S39,1,,2
8,C10,V8,S24,5,,4
9,C49,V9,S24,3,,2
10,C50,V10,S17,4,,3
11,C46,V11,S41,6,,3
12,C20,V12,S1,4,,5
13,C50,V13,S25,1,,2
14,C28,V14,S28,2,,2
15,C37,V15,S9,6,,3
16,C28,V16,S8,1,,4
17,C7,V17,S47,4,,2
18,C49,V18,S22,4,,4
19,C10,V19,S43,6,,1
20,C49,V20,S41,3,,4
21,C35,V21,S41,6,,4
22,C45,V22,S8,6,,5
23,C39,V23,S48,5,,2
24,C3,V24,S30,1,,4
25,C35,V25,S30,1,,4
26,C8,V26,S11,6,,3
27,C49,V27,S14,2,,2
28,C6,V28,S24,4,,4
29,C29,V29,S42,2,,1
30,C35,V30,S14,1,,1
31,C6,V31,S2,3,,1
32,C35,V32,S50,1,,4
33,C4,V33,S29,1,,4
34,C39,V34,S15,2,,3
35,C50,V35,S13,3,,4
36,C17,V36,S50,3,,1
37,C4,V37,S28,5,,2
38,C35,V38,S8,1,,3
39,C47,V39,S34,2,,5
40,C5,V40,S38,5,,5
41,C2,V41,S43,1,,2
42,C24,V42,S26,3,,4
43,C8,V43,S14,6,,5
44,C7,V44,S41,1,,2
45,C31,V45,S43,3,,2
46,C12,V46,S17,1,,1
47,C15,V47,S24,1,,1
48,C11,V48,S8,4,,4
49,C24,V49,S29,2,,3
50,C47,V50,S15,1,,1
51,C50,V51,S39,3,,4
52,C25,V52,S10,1,,4
53,C16,V53,S14,4,,2
54,C1,V54,S6,4,,3
55,C15,V55,S17,6,,4
56,C20,V56,S38,6,,2
57,C1,V57,S1,4,,1
58,C41,V58,S13,2,,4
59,C19,V59,S25,4,,4
60,C24,V60,S6,6,,3
61,C2,V61,S3,2,,4
62,C4,V62,S7,6,,4
63,C13,V63,S11,1,,2
64,C30,V64,S21,6,,5
65,C24,V65,S47,3,,4
66,C10,V66,S24,6,,2
67,C22,V67,S35,5,,2
68,C47,V68,S32,2,,5
69,C41,V69,S35,2,,2
70,C30,V70,S8,1,,1
71,C43,V71,S9,5,,4
72,C22,V72,S38,6,,3
73,C45,V73,S40,5,,5
74,C27,V74,S25,1,,1
75,C25,V75,S33,3,,1
76,C25,V76,S27,6,,3
77,C13,V77,S45,5,,2
78,C4,V78,S32,3,,5
79,C20,V79,S19,4,,5
80,C25,V80,S36,4,,5
81,C23,V81,S31,5,,2
82,C12,V82,S22,3,,3
83,C31,V83,S28,6,,1
84,C39,V84,S31,6,,1
85,C22,V85,S34,3,,2
86,C1,V86,S2,3,,4
87,C36,V87,S40,2,,3
88,C2,V88,S41,5,,5
89,C41,V89,S6,3,,5
90,C15,V90,S21,4,,5
91,C37,V91,S43,1,,2
92,C23,V92,S21,5,,2
93,C30,V93,S5,2,,3
94,C14,V94,S6,3,,4
95,C6,V95,S17,6,,3
96,C46,V96,S42,4,,4
97,C36,V97,S45,3,,2
98,C29,V98,S4,1,,5
99,C45,V99,S11,5,,5
100,C38,V100,S8,1,,1
101,C44,V101,S45,2,,1
102,C30,V102,S30,2,,3
103,C32,V103,S20,1,,4
104,C16,V104,S17,3,,4
