id,cluster,client,skill,demand,consultant,priority
1,C10,V1,S7,3,,4
2,C8,V2,S4,5,,1
3,C4,V3,S5,1,,4
4,C6,V4,S4,2,,5
5,C1,V5,S9,1,,1
6,C2,V6,S4,6,,1
7,C7,V7,S7,3,,5
8,C5,V8,S8,6,,2
9,C2,V9,S9,5,,5
10,C9,V10,S4,4,,4
11,C4,V11,S7,3,,3
12,C7,V12,S3,5,,2
13,C3,V13,S1,6,,5
14,C2,V14,S4,5,,5
15,C2,V15,S5,5,,5
16,C4,V16,S3,3,,1
17,C10,V17,S4,1,,1
18,C4,V18,S2,5,,3
19,C9,V19,S5,4,,5
20,C1,V20,S1,3,,1
21,C7,V21,S1,3,,5
22,C6,V22,S2,1,,2
23,C7,V23,S3,1,,3
24,C10,V24,S1,2,,4
25,C2,V25,S8,6,,3
26,C2,V26,S9,1,,1
27,C7,V27,S3,2,,5
28,C10,V28,S7,2,,3
29,C6,V29,S10,3,,3
30,C2,V30,S6,6,,1
31,C1,V31,S3,3,,1
32,C9,V32,S4,4,,2
33,C10,V33,S4,6,,3
34,C5,V34,S8,6,,2
35,C7,V35,S4,4,,2
36,C3,V36,S5,4,,1
37,C2,V37,S4,5,,3
38,C1,V38,S7,5,K19,5
39,C4,V39,S10,1,K14,2
40,C5,V40,S3,6,K13,1
41,C1,V41,S4,3,K16,4
