id,cluster,client,skill,demand,consultant,priority
1,C7,V1,S9,6,,5
2,C8,V2,S4,1,,2
3,C3,V3,S2,6,,3
4,C9,V4,S3,3,,3
5,C9,V5,S1,6,,4
6,C7,V6,S3,5,,1
7,C9,V7,S3,4,,3
8,C6,V8,S10,2,,1
9,C5,V9,S1,6,,2
10,C9,V10,S5,3,,2
11,C1,V11,S4,5,,2
12,C5,V12,S5,2,,5
13,C5,V13,S6,3,,4
14,C2,V14,S2,4,,2
15,C7,V15,S5,1,,1
16,C10,V16,S2,5,,4
17,C10,V17,S6,1,,2
18,C8,V18,S1,2,,4
19,C7,V19,S6,4,,5
20,C2,V20,S5,5,,2
21,C7,V21,S2,1,,2
22,C8,V22,S4,6,,3
23,C1,V23,S9,1,,2
24,C6,V24,S8,4,,3
25,C8,V25,S3,2,,5
26,C8,V26,S8,4,,1
27,C6,V27,S8,2,,4
28,C5,V28,S3,1,,5
29,C6,V29,S3,4,,5
30,C9,V30,S9,3,,5
31,C9,V31,S9,6,,1
32,C7,V32,S9,1,,2
33,C10,V33,S8,3,,2
34,C2,V34,S5,6,,3
35,C8,V35,S8,1,,2
36,C5,V36,S7,2,,4
37,C5,V37,S7,5,,4
38,C8,V38,S3,4,,1
39,C5,V39,S4,5,,2
40,C4,V40,S9,2,K3,4
41,C2,V41,S7,1,K14,2
42,C7,V42,S1,2,K3,4
43,C10,V43,S7,1,K3,4
44,C5,V44,S5,3,K14,2
45,C1,V45,S7,6,K11,3
