id,cluster,client,skill,demand,consultant,priority
1,C3,V1,S7,1,,4
2,C7,V2,S3,3,,1
3,C7,V3,S8,2,,1
4,C2,V4,S8,2,,5
5,C9,V5,S2,6,,4
6,C3,V6,S2,3,,1
7,C8,V7,S4,1,,1
8,C6,V8,S10,5,,3
9,C9,V9,S4,5,,3
10,C1,V10,S5,4,,1
11,C3,V11,S10,2,,5
12,C6,V12,S10,1,,4
13,C10,V13,S1,5,,3
14,C9,V14,S9,4,,5
15,C8,V15,S9,4,,4
16,C1,V16,S8,6,,3
17,C10,V17,S9,6,,3
18,C8,V18,S10,6,,5
19,C4,V19,S10,5,,2
20,C3,V20,S8,6,,5
21,C8,V21,S6,2,,1
22,C4,V22,S3,5,,4
23,C1,V23,S4,2,,5
24,C5,V24,S1,5,,5
25,C2,V25,S1,4,,2
26,C2,V26,S7,5,,1
27,C5,V27,S3,3,,4
28,C8,V28,S9,4,,1
29,C1,V29,S8,2,,2
30,C2,V30,S6,2,,5
31,C3,V31,S1,1,,1
32,C3,V32,S3,5,,1
33,C3,V33,S4,4,,3
34,C10,V34,S1,4,,5
35,C5,V35,S2,4,,4
36,C3,V36,S1,6,,3
37,C9,V37,S5,5,K1,2
38,C5,V38,S6,1,K5,4
39,C6,V39,S10,3,K2,1
40,C5,V40,S3,6,K16,4
