id,cluster,client,skill,demand,consultant,priority
1,C5,V1,S10,1,,1
2,C2,V2,S8,1,,1
3,C4,V3,S7,6,,2
4,C7,V4,S10,5,,1
5,C1,V5,S10,2,,4
6,C7,V6,S3,5,,5
7,C9,V7,S4,4,,5
8,C2,V8,S3,4,,5
9,C4,V9,S1,1,,5
10,C5,V10,S3,3,,2
11,C3,V11,S4,1,,1
12,C1,V12,S3,3,,1
13,C8,V13,S4,6,,2
14,C10,V14,S4,4,,2
15,C9,V15,S10,5,,5
16,C2,V16,S9,3,,1
17,C2,V17,S10,2,,2
18,C4,V18,S9,4,,3
19,C4,V19,S10,2,,1
20,C8,V20,S3,5,,3
21,C4,V21,S10,5,,3
22,C3,V22,S5,5,,4
23,C9,V23,S7,6,,3
24,C4,V24,S2,1,,5
25,C10,V25,S2,6,,5
26,C1,V26,S8,2,,3
27,C4,V27,S1,6,,4
28,C6,V28,S4,2,,3
29,C8,V29,S5,5,,1
30,C3,V30,S3,1,,2
31,C3,V31,S8,3,,2
32,C2,V32,S4,3,,3
33,C4,V33,S7,5,,3
34,C8,V34,S9,5,,5
35,C7,V35,S2,2,,5
36,C4,V36,S7,3,,5
37,C5,V37,S4,1,,2
38,C6,V38,S4,4,,3
39,C8,V39,S10,3,,5
40,C9,V40,S1,3,K3,2
41,C1,V41,S2,4,K15,2
42,C7,V42,S4,5,K8,3
43,C4,V43,S3,3,K3,2
