id,cluster,client,skill,demand,consultant,priority
1,C2,V1,S7,2,,4
2,C2,V2,S10,2,,4
3,C2,V3,S5,3,,5
4,C10,V4,S3,5,,3
5,C6,V5,S6,4,,4
6,C5,V6,S6,5,,5
7,C5,V7,S10,6,,5
8,C5,V8,S1,2,,4
9,C7,V9,S3,6,,4
10,C8,V10,S2,3,,4
11,C8,V11,S6,5,,4
12,C4,V12,S6,5,,1
13,C3,V13,S3,3,,1
14,C2,V14,S2,3,,4
15,C1,V15,S1,5,,5
16,C6,V16,S10,3,,2
17,C9,V17,S4,1,,2
18,C10,V18,S3,6,,5
19,C2,V19,S8,5,,1
20,C10,V20,S7,1,,3
21,C10,V21,S8,5,,3
22,C4,V22,S9,3,,2
23,C10,V23,S10,5,,1
24,C6,V24,S7,3,,5
25,C9,V25,S4,3,,5
26,C2,V26,S8,2,,5
27,C10,V27,S4,1,,4
28,C5,V28,S9,4,,5
29,C10,V29,S6,4,,5
30,C6,V30,S8,2,,2
31,C1,V31,S5,5,,3
32,C1,V32,S7,3,,3
33,C5,V33,S7,3,,1
34,C1,V34,S1,6,,1
35,C9,V35,S4,2,,2
36,C10,V36,S2,1,,3
37,C5,V37,S9,4,,2
38,C6,V38,S9,4,,1
39,C6,V39,S1,3,K19,5
40,C6,V40,S9,4,K1,2
41,C9,V41,S5,1,K11,4
42,C8,V42,S4,5,K15,3
43,C8,V43,S9,2,K19,5
